result_id,trial_id,analysis_population,arm_id_unq,comp_id,outcome_harm_label,result_description,result_type,ancova,result,dispersion_type,dispersion,units_label,timepoint,timepoint_units,source,arm_id_subgroup
50756079,NCT01652729,NA,uaa10847,NA,hba1c,change from baseline,LS mean change,NA,-0.4,se,0.1945,percentage,28,weeks,aact,NA
50756078,NCT01652729,NA,uaa10848,NA,hba1c,change from baseline,LS mean change,NA,-0.75,se,0.1324,percentage,28,weeks,aact,NA
50782498,NCT01676116,NA,uaa10850,NA,hba1c,change from baseline,LS mean change,NA,-1.32,se,0.05,percentage,26,weeks,aact,NA
50782499,NCT01676116,NA,uaa10851,NA,hba1c,change from baseline,LS mean change,NA,-0.37,se,0.07,percentage,26,weeks,aact,NA
50786554,NCT01682759,NA,uaa10853,NA,hba1c,change from baseline,LS mean change,NA,-0.48,95%ci,-0.57;-0.39,percentage,54,weeks,aact,NA
50786553,NCT01682759,NA,uaa10854,NA,hba1c,change from baseline,LS mean change,NA,-0.3,95%ci,-0.39;-0.21,percentage,54,weeks,aact,NA
50797360,NCT01697592,NA,uaa10856,NA,hba1c,change from baseline,LS mean change,NA,-0.94,95%ci,-1.1;-0.78,percentage,24,weeks,aact,uaa10856a
50797361,NCT01697592,NA,uaa10856,NA,hba1c,change from baseline,LS mean change,NA,-0.88,95%ci,-1.04;-0.73,percentage,24,weeks,aact,uaa10856e
50797358,NCT01697592,NA,uaa10856,NA,hba1c,change from baseline,LS mean change,NA,-0.84,95%ci,-0.94;-0.73,percentage,24,weeks,aact,uaa10856d
50797362,NCT01697592,NA,uaa10856,NA,hba1c,change from baseline,LS mean change,NA,-0.74,95%ci,-0.89;-0.59,percentage,24,weeks,aact,uaa10856c
50797359,NCT01697592,NA,uaa10856,NA,hba1c,change from baseline,LS mean change,NA,-0.68,95%ci,-0.89;-0.48,percentage,24,weeks,aact,uaa10856b
50797365,NCT01697592,NA,uaa10857,NA,hba1c,change from baseline,LS mean change,NA,-0.02,95%ci,-0.35;0.31,percentage,24,weeks,aact,uaa10857a
50797367,NCT01697592,NA,uaa10857,NA,hba1c,change from baseline,LS mean change,NA,0.06,95%ci,-0.16;0.28,percentage,24,weeks,aact,uaa10857c
50797363,NCT01697592,NA,uaa10857,NA,hba1c,change from baseline,LS mean change,NA,0.09,95%ci,-0.06;0.24,percentage,24,weeks,aact,uaa10857d
50797366,NCT01697592,NA,uaa10857,NA,hba1c,change from baseline,LS mean change,NA,0.28,95%ci,0.03;0.53,percentage,24,weeks,aact,uaa10857e
50797364,NCT01697592,NA,uaa10857,NA,hba1c,change from baseline,LS mean change,NA,0.3,95%ci,-0.04;0.64,percentage,24,weeks,aact,uaa10857b
50797903,NCT01698775,NA,uaa10859,NA,hba1c,change from baseline,LS mean change,NA,-0.77,95%ci,-1;-0.54,percentage,24,weeks,aact,NA
50797904,NCT01698775,NA,uaa10860,NA,hba1c,change from baseline,LS mean change,NA,-0.44,95%ci,-0.67;-0.21,percentage,24,weeks,aact,NA
50801366,NCT01703208,NA,uaa10862,NA,hba1c,change from baseline,LS mean change,NA,-0.58,95%ci,0.82,percentage,18,weeks,aact,NA
50801367,NCT01703208,NA,uaa10863,NA,hba1c,change from baseline,LS mean change,NA,-0.16,95%ci,0.88,percentage,18,weeks,aact,NA
50801404,NCT01703221,NA,uaa10865,NA,hba1c,change from baseline,LS mean change,NA,-0.66,95%ci,-0.76;-0.57,percentage,24,weeks,aact,NA
50801406,NCT01703221,NA,uaa10866,NA,hba1c,change from baseline,LS mean change,NA,0.13,95%ci,0;0.27,percentage,24,weeks,aact,NA
50801405,NCT01703221,NA,uaa10867,NA,hba1c,change from baseline,LS mean change,NA,-0.65,95%ci,-0.74;-0.55,percentage,24,weeks,aact,NA
50801933,NCT01704261,NA,uaa10869,NA,hba1c,change from baseline,LS mean change,NA,-0.67,95%ci,-0.84;-0.5,percentage,24,weeks,aact,NA
50801934,NCT01704261,NA,uaa10870,NA,hba1c,change from baseline,LS mean change,NA,-0.06,95%ci,-0.23;0.12,percentage,24,weeks,aact,NA
50804437,NCT01708902,NA,uaa10873,NA,hba1c,change from baseline,adjusted mean change,NA,-1.29,se,0.08,percentage,24,weeks,aact,NA
50804441,NCT01708902,NA,uaa10874,NA,hba1c,change from baseline,adjusted mean change,NA,-2.29,se,0.08,percentage,24,weeks,aact,NA
50804440,NCT01708902,NA,uaa10875,NA,hba1c,change from baseline,adjusted mean change,NA,-2.15,se,0.08,percentage,24,weeks,aact,NA
50804439,NCT01708902,NA,uaa10876,NA,hba1c,change from baseline,adjusted mean change,NA,-2.07,se,0.08,percentage,24,weeks,aact,NA
50804438,NCT01708902,NA,uaa10877,NA,hba1c,change from baseline,adjusted mean change,NA,-1.64,se,0.08,percentage,24,weeks,aact,NA
50810693,NCT01717313,NA,uaa10879,NA,hba1c,change from baseline,LS mean change,NA,-0.54,95%ci,-0.68;-0.39,percentage,24,weeks,aact,NA
50810694,NCT01717313,NA,uaa10880,NA,hba1c,change from baseline,LS mean change,NA,0,95%ci,-0.17;0.16,percentage,24,weeks,aact,NA
50812751,NCT01719003,NA,uaa10882,NA,hba1c,change from baseline,adjusted mean change,NA,-1.35,se,0.08,percentage,24,weeks,aact,NA
50812750,NCT01719003,NA,uaa10883,NA,hba1c,change from baseline,adjusted mean change,NA,-1.36,se,0.08,percentage,24,weeks,aact,NA
50812746,NCT01719003,NA,uaa10884,NA,hba1c,change from baseline,adjusted mean change,NA,-2.08,se,0.08,percentage,24,weeks,aact,NA
50812747,NCT01719003,NA,uaa10885,NA,hba1c,change from baseline,adjusted mean change,NA,-1.93,se,0.08,percentage,24,weeks,aact,NA
50812748,NCT01719003,NA,uaa10886,NA,hba1c,change from baseline,adjusted mean change,NA,-2.07,se,0.08,percentage,24,weeks,aact,NA
50812749,NCT01719003,NA,uaa10887,NA,hba1c,change from baseline,adjusted mean change,NA,-1.98,se,0.08,percentage,24,weeks,aact,NA
50812752,NCT01719003,NA,uaa10888,NA,hba1c,change from baseline,adjusted mean change,NA,-1.75,se,0.09,percentage,24,weeks,aact,NA
50812753,NCT01719003,NA,uaa10889,NA,hba1c,change from baseline,adjusted mean change,NA,-1.18,se,0.08,percentage,24,weeks,aact,NA
50813613,NCT01720446,NA,uaa10891,NA,hba1c,change from baseline,LS mean change,NA,-0.44,se,0.05,percentage,104,weeks,aact,uaa10891a
50813614,NCT01720446,NA,uaa10891,NA,hba1c,change from baseline,LS mean change,NA,-0.36,se,0.05,percentage,104,weeks,aact,uaa10891b
50813611,NCT01720446,NA,uaa10892,NA,hba1c,change from baseline,LS mean change,NA,-1.09,se,0.05,percentage,104,weeks,aact,NA
50813612,NCT01720446,NA,uaa10894,NA,hba1c,change from baseline,LS mean change,NA,-1.41,se,0.05,percentage,104,weeks,aact,NA
50826219,NCT01733758,NA,uaa10899,NA,hba1c,baseline,mean,NA,8.06,sd,0.783,percentage,0,weeks,aact,NA
50826227,NCT01733758,NA,uaa10899,NA,hba1c,change from baseline,mean change,NA,-1.08,sd,0.619,percentage,24,weeks,aact,NA
50826223,NCT01733758,NA,uaa10899,NA,hba1c,endpoint,mean,NA,6.98,sd,0.735,percentage,24,weeks,aact,NA
50826220,NCT01733758,NA,uaa10900,NA,hba1c,baseline,mean,NA,8.15,sd,0.825,percentage,0,weeks,aact,NA
50826228,NCT01733758,NA,uaa10900,NA,hba1c,change from baseline,mean change,NA,-1.32,sd,0.702,percentage,24,weeks,aact,NA
50826224,NCT01733758,NA,uaa10900,NA,hba1c,endpoint,mean,NA,6.83,sd,0.659,percentage,24,weeks,aact,NA
50826221,NCT01733758,NA,uaa10901,NA,hba1c,baseline,mean,NA,8.07,sd,0.787,percentage,0,weeks,aact,NA
50826229,NCT01733758,NA,uaa10901,NA,hba1c,change from baseline,mean change,NA,-1.19,sd,0.636,percentage,24,weeks,aact,NA
50826225,NCT01733758,NA,uaa10901,NA,hba1c,endpoint,mean,NA,6.87,sd,0.642,percentage,24,weeks,aact,NA
50826218,NCT01733758,NA,uaa10902,NA,hba1c,baseline,mean,NA,8.16,sd,0.877,percentage,0,weeks,aact,NA
50826226,NCT01733758,NA,uaa10902,NA,hba1c,change from baseline,mean change,NA,0.24,sd,0.715,percentage,24,weeks,aact,NA
50826222,NCT01733758,NA,uaa10902,NA,hba1c,endpoint,mean,NA,8.39,sd,1.066,percentage,24,weeks,aact,NA
50826836,NCT01734785,NA,uaa10904,NA,hba1c,change from baseline,LS mean change,NA,-0.65,se,0.08,percentage,24,weeks,aact,NA
50826835,NCT01734785,NA,uaa10905,NA,hba1c,change from baseline,LS mean change,NA,-0.56,se,0.08,percentage,24,weeks,aact,NA
50826837,NCT01734785,NA,uaa10907,NA,hba1c,change from baseline,LS mean change,NA,0.14,se,0.09,percentage,24,weeks,aact,NA
50844211,NCT01755156,NA,uaa10909,NA,hba1c,change from baseline,LS mean change,NA,-0.54,95%ci,-0.69;-0.4,percentage,24,weeks,aact,NA
50844212,NCT01755156,NA,uaa10910,NA,hba1c,change from baseline,LS mean change,NA,0,95%ci,-0.14;0.15,percentage,24,weeks,aact,NA
50852531,NCT01766778,NA,uaa10913,NA,hba1c,change from baseline,mean change,NA,-1,sd,1.24,percentage,12,months,aact,NA
50852530,NCT01766778,NA,uaa10914,NA,hba1c,change from baseline,mean change,NA,-0.8,sd,1.01,percentage,12,months,aact,NA
50853607,NCT01768559,NA,uaa10915,NA,hba1c,change from baseline,LS mean change,NA,-0.58,se,0.054,percentage,26,weeks,aact,NA
50853608,NCT01768559,NA,uaa10916,NA,hba1c,change from baseline,LS mean change,NA,-0.84,se,0.053,percentage,26,weeks,aact,NA
50853606,NCT01768559,NA,uaa10917,NA,hba1c,change from baseline,LS mean change,NA,-0.63,se,0.054,percentage,26,weeks,aact,NA
50854023,NCT01769378,NA,uaa10919,NA,hba1c,change from baseline,LS mean change,NA,-1.38,se,0.08,percentage,24,weeks,aact,NA
50854024,NCT01769378,NA,uaa10920,NA,hba1c,change from baseline,LS mean change,NA,-0.11,se,0.14,percentage,24,weeks,aact,NA
50861797,NCT01778049,NA,uaa10922,NA,hba1c,change from baseline,LS mean change,NA,-0.1,se,0.07,percentage,24,weeks,aact,NA
50861795,NCT01778049,NA,uaa10923,NA,hba1c,change from baseline,LS mean change,NA,-0.21,se,0.07,percentage,24,weeks,aact,NA
50861794,NCT01778049,NA,uaa10924,NA,hba1c,change from baseline,LS mean change,NA,-0.53,se,0.07,percentage,24,weeks,aact,NA
50861796,NCT01778049,NA,uaa10925,NA,hba1c,change from baseline,LS mean change,NA,-0.58,se,0.07,percentage,24,weeks,aact,NA
50872931,NCT01792518,NA,uaa10927,NA,hba1c,change from baseline,LS mean change,NA,-0.63,se,0.06,percentage,24,weeks,aact,NA
50872930,NCT01792518,NA,uaa10928,NA,hba1c,change from baseline,LS mean change,NA,-0.03,se,0.06,percentage,24,weeks,aact,NA
50877451,NCT01798706,NA,uaa10930,NA,hba1c,change from baseline,LS mean change,NA,-0.57,se,0.075,percentage,24,weeks,aact,NA
50877452,NCT01798706,NA,uaa10931,NA,hba1c,change from baseline,LS mean change,NA,0.06,se,0.072,percentage,24,weeks,aact,NA
50885584,NCT01809327,NA,uaa10933,NA,hba1c,change from baseline,LS mean change,NA,-1.37,se,0.071,percentage,26,weeks,aact,NA
50885585,NCT01809327,NA,uaa10934,NA,hba1c,change from baseline,LS mean change,NA,-1.42,se,0.07,percentage,26,weeks,aact,NA
50885586,NCT01809327,NA,uaa10935,NA,hba1c,change from baseline,LS mean change,NA,-1.77,se,0.069,percentage,26,weeks,aact,NA
50885587,NCT01809327,NA,uaa10936,NA,hba1c,change from baseline,LS mean change,NA,-1.78,se,0.07,percentage,26,weeks,aact,NA
50885583,NCT01809327,NA,uaa10937,NA,hba1c,change from baseline,LS mean change,NA,-1.3,se,0.071,percentage,26,weeks,aact,NA
50888772,NCT01814748,NA,uaa10939,NA,hba1c,change from baseline,LS mean change,NA,-0.33,95%ci,-0.6;-0.06,percentage,24,weeks,aact,NA
50888773,NCT01814748,NA,uaa10940,NA,hba1c,change from baseline,LS mean change,NA,-0.45,95%ci,-0.72;-0.18,percentage,24,weeks,aact,NA
50894840,NCT01822548,NA,uaa10942,NA,hba1c,endpoint,median,NA,6.8,iqr,6.4;7.3,percentage,4,months,aact,NA
50894839,NCT01822548,NA,uaa10944,NA,hba1c,endpoint,median,NA,6.8,iqr,6.4;7.3,percentage,4,months,aact,NA
50906564,NCT01841697,NA,uaa10945,NA,hba1c,change from baseline,LS mean change,NA,-0.47,95%ci,-0.55;-0.38,percentage,24,weeks,aact,NA
50906565,NCT01841697,NA,uaa10946,NA,hba1c,change from baseline,LS mean change,NA,-0.43,95%ci,-0.51;-0.35,percentage,24,weeks,aact,NA
50924419,NCT01871558,NA,uaa10948,NA,hba1c,baseline,mean,NA,8.2,sd,0.42,percentage,0,weeks,aact,NA
50924421,NCT01871558,NA,uaa10948,NA,hba1c,endpoint,mean,NA,7.4,sd,0.89,percentage,24,weeks,aact,NA
50924418,NCT01871558,NA,uaa10950,NA,hba1c,baseline,mean,NA,8.2,sd,0.56,percentage,0,weeks,aact,NA
50924420,NCT01871558,NA,uaa10950,NA,hba1c,endpoint,mean,NA,7.2,sd,0.71,percentage,24,weeks,aact,NA
50934286,NCT01882907,NA,uaa10951,NA,hba1c,change from baseline,mean,NA,-0.6,sd,1.12,percentage,16,weeks,aact,NA
50934285,NCT01882907,NA,uaa10953,NA,hba1c,change from baseline,mean,NA,-0.94,sd,0.79,percentage,16,weeks,aact,NA
50935846,NCT01885208,NA,uaa10954,NA,hba1c,change from baseline,LS mean change,NA,-0.92,se,0.06,percentage,56,weeks,aact,NA
50935845,NCT01885208,NA,uaa10955,NA,hba1c,change from baseline,LS mean change,NA,-1.54,se,0.06,percentage,56,weeks,aact,NA
50938115,NCT01890122,NA,uaa10957,NA,hba1c,change from baseline,mean change,NA,-1.23,sd,0.877,percentage,26,weeks,aact,NA
50938116,NCT01890122,NA,uaa10958,NA,hba1c,change from baseline,mean change,NA,-1.06,sd,0.97,percentage,26,weeks,aact,NA
50938114,NCT01890122,NA,uaa10959,NA,hba1c,change from baseline,mean change,NA,-0.32,sd,1.067,percentage,26,weeks,aact,NA
50938117,NCT01890122,NA,uaa10960,NA,hba1c,change from baseline,mean change,NA,-1.72,sd,1.024,percentage,26,weeks,aact,NA
50949620,NCT01907854,NA,uaa10965,NA,hba1c,change from baseline,mean change,NA,-1.146,sd,0.9748,percentage,26,weeks,aact,NA
50949621,NCT01907854,NA,uaa10966,NA,hba1c,change from baseline,mean change,NA,-0.529,sd,1.0148,percentage,26,weeks,aact,NA
50970136,NCT01930188,NA,uaa10968,NA,hba1c,change from baseline,LS mean change,NA,-1.32,se,0.05,percentage,56,weeks,aact,NA
50970137,NCT01930188,NA,uaa10969,NA,hba1c,change from baseline,LS mean change,NA,-1.61,se,0.05,percentage,56,weeks,aact,NA
50970138,NCT01930188,NA,uaa10970,NA,hba1c,change from baseline,LS mean change,NA,-0.55,se,0.05,percentage,56,weeks,aact,NA
51003899,NCT01958671,NA,uaa10976,NA,hba1c,change from baseline,LS mean change,NA,-0.96,95%ci,-1.12;-0.8,percentage,26,weeks,aact,NA
51003898,NCT01958671,NA,uaa10977,NA,hba1c,change from baseline,LS mean change,NA,-0.79,95%ci,-0.95;-0.63,percentage,26,weeks,aact,NA
51003900,NCT01958671,NA,uaa10978,NA,hba1c,change from baseline,LS mean change,NA,0.2,95%ci,0.02;0.37,percentage,26,weeks,aact,NA
51013941,NCT01966978,NA,uaa10980,NA,hba1c,change from baseline,mean change,NA,3.4,95%ci,2.4;3.7,percentage,26,weeks,aact,NA
51013942,NCT01966978,NA,uaa10981,NA,hba1c,change from baseline,mean change,NA,4.1,95%ci,3.5;4.8,percentage,26,weeks,aact,NA
51020605,NCT01973231,NA,uaa10983,NA,hba1c,change from baseline,mean change,NA,-1.809,sd,0.9159,percentage,26,weeks,aact,NA
51020606,NCT01973231,NA,uaa10984,NA,hba1c,change from baseline,mean change,NA,-1.238,sd,1.0085,percentage,26,weeks,aact,NA
51030059,NCT01986855,NA,uaa10986,NA,hba1c,change from baseline,LS mean change,NA,-0.41,95%ci,-0.56;-0.27,percentage,26,weeks,aact,NA
51030058,NCT01986855,NA,uaa10987,NA,hba1c,change from baseline,LS mean change,NA,-0.29,95%ci,-0.44;-0.14,percentage,26,weeks,aact,NA
51030060,NCT01986855,NA,uaa10988,NA,hba1c,change from baseline,LS mean change,NA,-0.26,95%ci,-0.41;-0.11,percentage,26,weeks,aact,NA
51030163,NCT01986881,NA,uaa10990,NA,hba1c,change from baseline,mean change,NA,-0.13,95%ci,-0.99;0.74,percentage,72,months,aact,NA
51030162,NCT01986881,NA,uaa10991,NA,hba1c,change from baseline,mean change,NA,-0.35,95%ci,-0.89;0.2,percentage,72,months,aact,NA
51030164,NCT01986881,NA,uaa10992,NA,hba1c,change from baseline,mean change,NA,0.24,95%ci,-0.74;1.23,percentage,72,months,aact,NA
51040888,NCT01999218,NA,uaa10997,NA,hba1c,change from baseline,LS mean change,NA,-0.64,95%ci,-0.73;-0.55,percentage,52,weeks,aact,NA
51040887,NCT01999218,NA,uaa10998,NA,hba1c,change from baseline,LS mean change,NA,-0.56,95%ci,-0.65;-0.47,percentage,52,weeks,aact,NA
51040889,NCT01999218,NA,uaa10999,NA,hba1c,change from baseline,LS mean change,NA,-0.74,95%ci,-0.83;-0.65,percentage,52,weeks,aact,NA
51044076,NCT02002221,NA,uaa11001,NA,hba1c,change from baseline,LS mean change,NA,-0.11,se,0.06,percentage,12,weeks,aact,NA
51044075,NCT02002221,NA,uaa11003,NA,hba1c,change from baseline,LS mean change,NA,-1.01,se,0.06,percentage,12,weeks,aact,NA
51045998,NCT02007278,NA,uaa11004,NA,hba1c,change from baseline,mean change,NA,2.28,sd,0.79,percentage,12,weeks,aact,NA
51045997,NCT02007278,NA,uaa11006,NA,hba1c,change from baseline,mean change,NA,1.92,sd,1.1,percentage,12,weeks,aact,NA
51048614,NCT02008682,NA,uaa11007,NA,hba1c,change from baseline,mean change,NA,-1.666,sd,0.9982,percentage,26,weeks,aact,NA
51048615,NCT02008682,NA,uaa11008,NA,hba1c,change from baseline,mean change,NA,-0.969,sd,0.9742,percentage,26,weeks,aact,NA
51059318,NCT02024477,NA,uaa11010,NA,hba1c,endpoint,mean,NA,6.5,sd,0.1,percentage,12,weeks,aact,NA
51059319,NCT02024477,NA,uaa11011,NA,hba1c,endpoint,mean,NA,6.7,sd,0.2,percentage,12,weeks,aact,NA
51059757,NCT02025907,NA,uaa11013,NA,hba1c,change from baseline,LS mean change,NA,-0.91,se,0.113,percentage,26,weeks,aact,NA
51059756,NCT02025907,NA,uaa11014,NA,hba1c,change from baseline,LS mean change,NA,-0.01,se,0.119,percentage,26,weeks,aact,NA
51063854,NCT02033889,NA,uaa11016,NA,hba1c,change from baseline,LS mean change,NA,-0.91,95%ci,-1.03;-0.78,percentage,26,weeks,aact,NA
51063853,NCT02033889,NA,uaa11017,NA,hba1c,change from baseline,LS mean change,NA,-0.73,95%ci,-0.85;-0.61,percentage,26,weeks,aact,NA
51063852,NCT02033889,NA,uaa11018,NA,hba1c,change from baseline,LS mean change,NA,-0.03,95%ci,-0.15;0.1,percentage,26,weeks,aact,NA
51065220,NCT02036515,NA,uaa11020,NA,hba1c,change from baseline,LS mean change,NA,-0.86,95%ci,-0.99;-0.72,percentage,26,weeks,aact,NA
51065219,NCT02036515,NA,uaa11021,NA,hba1c,change from baseline,LS mean change,NA,-0.78,95%ci,-0.91;-0.65,percentage,26,weeks,aact,NA
51065221,NCT02036515,NA,uaa11022,NA,hba1c,change from baseline,LS mean change,NA,-0.09,95%ci,-0.23;-0.04,percentage,26,weeks,aact,NA
51079889,NCT02054897,NA,uaa11024,NA,hba1c,change from baseline,mean change,NA,0,sd,0.9,percentage,30,weeks,aact,NA
51079887,NCT02054897,NA,uaa11025,NA,hba1c,change from baseline,mean change,NA,-1.47,sd,1.02,percentage,30,weeks,aact,NA
51079888,NCT02054897,NA,uaa11026,NA,hba1c,change from baseline,mean change,NA,-1.56,sd,1.26,percentage,30,weeks,aact,NA
51085778,NCT02058147,NA,uaa11028,NA,hba1c,change from baseline,LS mean change,NA,-1.34,se,0.039,percentage,30,weeks,aact,NA
51085777,NCT02058147,NA,uaa11029,NA,hba1c,change from baseline,LS mean change,NA,-1.63,se,0.038,percentage,30,weeks,aact,NA
51085779,NCT02058147,NA,uaa11030,NA,hba1c,change from baseline,LS mean change,NA,-0.85,se,0.052,percentage,30,weeks,aact,NA
51085825,NCT02058160,NA,uaa11032,NA,hba1c,change from baseline,LS mean change,NA,-0.62,se,0.055,percentage,30,weeks,aact,NA
51085824,NCT02058160,NA,uaa11033,NA,hba1c,change from baseline,LS mean change,NA,-1.13,se,0.057,percentage,30,weeks,aact,NA
51089279,NCT02061969,NA,uaa11035,NA,hba1c,endpoint,mean,NA,6.58,sd,0.7,percentage,6,months,aact,NA
51089280,NCT02061969,NA,uaa11036,NA,hba1c,endpoint,mean,NA,6.82,sd,0.6,percentage,6,months,aact,NA
51101919,NCT02081599,NA,uaa11041,NA,hba1c,change from baseline,LS mean change,NA,-0.07,se,0.08,percentage,16,weeks,aact,NA
51101920,NCT02081599,NA,uaa11042,NA,hba1c,change from baseline,LS mean change,NA,-0.87,se,0.08,percentage,16,weeks,aact,NA
51111810,NCT02096705,NA,uaa11044,NA,hba1c,change from baseline,adjusted mean change,NA,-0.87,se,0.0666,percentage,24,weeks,aact,NA
51111809,NCT02096705,NA,uaa11045,NA,hba1c,change from baseline,adjusted mean change,NA,0.03,se,0.0707,percentage,24,weeks,aact,NA
51114148,NCT02099110,NA,uaa11047,NA,hba1c,change from baseline,LS mean change,NA,-1.08,95%ci,-1.2;-0.96,percentage,26,weeks,aact,NA
51114151,NCT02099110,NA,uaa11048,NA,hba1c,change from baseline,LS mean change,NA,-1.52,95%ci,-1.64;-1.4,percentage,26,weeks,aact,NA
51114147,NCT02099110,NA,uaa11049,NA,hba1c,change from baseline,LS mean change,NA,-1.02,95%ci,-1.14;-0.9,percentage,26,weeks,aact,NA
51114150,NCT02099110,NA,uaa11050,NA,hba1c,change from baseline,LS mean change,NA,-1.49,95%ci,-1.61;-1.36,percentage,26,weeks,aact,NA
51114149,NCT02099110,NA,uaa11051,NA,hba1c,change from baseline,LS mean change,NA,-1.05,95%ci,-1.17;-0.93,percentage,26,weeks,aact,NA
51117073,NCT02104804,NA,uaa11053,NA,hba1c,change from baseline,LS mean change,NA,-0.06,95%ci,-0.16;0.04,percentage,24,NA,aact,NA
51117072,NCT02104804,NA,uaa11054,NA,hba1c,change from baseline,LS mean change,NA,-0.64,95%ci,-0.74;-0.55,percentage,24,NA,aact,NA
51135826,NCT02128932,NA,uaa11056,NA,hba1c,change from baseline,LS mean change,NA,-0.83,se,0.05,percentage,30,weeks,aact,NA
51135824,NCT02128932,NA,uaa11057,NA,hba1c,change from baseline,LS mean change,NA,-1.21,se,0.05,percentage,30,weeks,aact,NA
51135825,NCT02128932,NA,uaa11058,NA,hba1c,change from baseline,LS mean change,NA,-1.64,se,0.05,percentage,30,weeks,aact,NA
51153124,NCT02152371,NA,uaa11060,NA,hba1c,change from baseline,LS mean change,NA,-1.44,se,0.09,percentage,28,weeks,aact,NA
51153125,NCT02152371,NA,uaa11061,NA,hba1c,change from baseline,LS mean change,NA,-0.67,se,0.09,percentage,28,weeks,aact,NA
51156817,NCT02157298,NA,uaa11063,NA,hba1c,change from baseline,LS mean change,NA,-0.55,95%ci,-0.67;-0.42,percentage,16,weeks,aact,NA
51156818,NCT02157298,NA,uaa11064,NA,hba1c,change from baseline,LS mean change,NA,0.05,95%ci,-0.13;0.23,percentage,16,weeks,aact,NA
51173835,NCT02182830,NA,uaa11066,NA,hba1c,change from baseline,adjusted mean change,NA,-0.71,se,0.14,percentage,24,weeks,aact,NA
51173834,NCT02182830,NA,uaa11067,NA,hba1c,change from baseline,adjusted mean change,NA,0.07,se,0.14,percentage,24,weeks,aact,NA
51192047,NCT02207374,NA,uaa11069,NA,hba1c,change from baseline,LS mean change,NA,-0.67,se,0.07,percentage,56,weeks,aact,NA
51192045,NCT02207374,NA,uaa11070,NA,hba1c,change from baseline,LS mean change,NA,-1.74,se,0.05,percentage,56,weeks,aact,NA
51192046,NCT02207374,NA,uaa11071,NA,hba1c,change from baseline,LS mean change,NA,-2.03,se,0.05,percentage,56,weeks,aact,NA
51204483,NCT02220920,NA,uaa11073,NA,hba1c,change from baseline,LS mean change,NA,-0.97,se,0.08,percentage,16,weeks,aact,NA
51204484,NCT02220920,NA,uaa11074,NA,hba1c,change from baseline,LS mean change,NA,0.13,se,0.08,percentage,16,weeks,aact,NA
51208047,NCT02226003,NA,uaa11076,NA,hba1c,change from baseline,LS mean change,NA,-1.68,95%ci,-1.9;-1.46,percentage,26,weeks,aact,NA
51208046,NCT02226003,NA,uaa11077,NA,hba1c,change from baseline,LS mean change,NA,-1.6,95%ci,-1.82;-1.39,percentage,26,weeks,aact,NA
51208048,NCT02226003,NA,uaa11078,NA,hba1c,change from baseline,LS mean change,NA,-0.44,95%ci,-0.69;-0.19,percentage,26,weeks,aact,NA
51210406,NCT02229227,NA,uaa11080,NA,hba1c,change from baseline,LS mean change,NA,-1.04,se,0.041,percentage,26,weeks,aact,NA
51210407,NCT02229227,NA,uaa11081,NA,hba1c,change from baseline,LS mean change,NA,-1.1,se,0.04,percentage,26,weeks,aact,NA
51210827,NCT02229383,NA,uaa11083,NA,hba1c,change from baseline,LS mean change,NA,-0.96,95%ci,-1.12;-0.81,percentage,28,weeks,aact,NA
51210828,NCT02229383,NA,uaa11084,NA,hba1c,change from baseline,LS mean change,NA,-0.22,95%ci,-0.38;-0.07,percentage,28,weeks,aact,NA
51210841,NCT02229396,NA,uaa11086,NA,hba1c,change from baseline,LS mean change,NA,-1.39,95%ci,-1.57;-1.21,percentage,28,weeks,aact,NA
51210842,NCT02229396,NA,uaa11087,NA,hba1c,change from baseline,LS mean change,NA,-1.98,95%ci,-2.16;-1.79,percentage,28,weeks,aact,NA
51210843,NCT02229396,NA,uaa11088,NA,hba1c,change from baseline,LS mean change,NA,-1.6,95%ci,-1.79;-1.41,percentage,28,weeks,aact,NA
51218533,NCT02240680,NA,uaa11090,NA,hba1c,change from baseline,LS mean change,NA,-1.01,se,0.06,percentage,24,weeks,aact,NA
51218532,NCT02240680,NA,uaa11091,NA,hba1c,change from baseline,LS mean change,NA,-0.38,se,0.07,percentage,24,weeks,aact,NA
51220137,NCT02243176,NA,uaa11093,NA,hba1c,change from baseline,LS mean change,NA,-0.78,se,0.06,percentage,24,weeks,aact,NA
51220136,NCT02243176,NA,uaa11094,NA,hba1c,change from baseline,LS mean change,NA,-0.82,se,0.06,percentage,24,weeks,aact,NA
51225196,NCT02254291,NA,uaa11096,NA,hba1c,change from baseline,LS mean change,NA,-1.87,se,0.07,percentage,30,weeks,aact,NA
51225197,NCT02254291,NA,uaa11097,NA,hba1c,change from baseline,LS mean change,NA,-2.18,se,0.07,percentage,30,weeks,aact,NA
51225198,NCT02254291,NA,uaa11098,NA,hba1c,change from baseline,LS mean change,NA,-0.74,se,0.07,percentage,30,weeks,aact,NA
51233296,NCT02273050,NA,uaa11100,NA,hba1c,change from baseline,LS mean change,NA,-2.794,se,0.0715,percentage,24,weeks,aact,NA
51233294,NCT02273050,NA,uaa11101,NA,hba1c,change from baseline,LS mean change,NA,-3.007,se,0.0706,percentage,24,weeks,aact,NA
51233295,NCT02273050,NA,uaa11102,NA,hba1c,change from baseline,LS mean change,NA,-2.123,se,0.0701,percentage,24,weeks,aact,NA
