unq_id,trial_id,arm_id,id,id_source,variable,category_level,unit,measure_type,first_format,second_format,first,second,notes,renal_calc_type,unq_row_number_first_set,unq_row_number_second_set,arm_n,special_pop
blchar13283,NCT00316082,uaa10100a,age1381,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.2,10.44,NA,NA,NA,NA,3,not
blchar13296,NCT00316082,uaa10101a,age1382,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.7,9.71,NA,NA,NA,NA,4,not
blchar13309,NCT00316082,uaa10101b,age1384,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.1,10.35,NA,NA,NA,NA,5,not
blchar01476,NCT00318422,ac0073,age0573,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.7,9.9,NA,NA,2078,NA,5,not
blchar01477,NCT00318422,ac0074,age0574,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.7,9,NA,NA,2079,NA,5,not
blchar01478,NCT00318422,ac0075,age0575,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.6,10,NA,NA,2080,NA,5,not
blchar01479,NCT00318422,ac0076,age0576,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.7,10,NA,NA,2081,NA,5,not
blchar01480,NCT00318422,ac0077,age0577,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56,9.8,NA,NA,2082,NA,5,not
blchar12947,NCT00318461,uaa10103,age0540,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,9,NA,NA,2045,NA,1,not
blchar12957,NCT00318461,uaa10104,age0538,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56,11,NA,NA,2043,NA,2,not
blchar12958,NCT00318461,uaa10105,age0539,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,9,NA,NA,2044,NA,3,not
blchar12985,NCT00318461,uaa10107,age0541,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56,9,NA,NA,2046,NA,5,not
blchar13006,NCT00318461,uaa10106,miss0002,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,9,NA,NA,NA,NA,5,not
blchar01182,NCT00324363,ab0033,age0219,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,9,NA,NA,1726,NA,2,not
blchar01183,NCT00324363,ab0034,age0220,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54,9,NA,NA,1727,NA,2,not
blchar01253,NCT00325117,ac0079,age0310,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.2,9.8,NA,NA,1817,NA,2,not
blchar01254,NCT00325117,ac0078,age0311,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.3,10.1,NA,NA,1818,NA,2,not
blchar01978,NCT00327015,uaa10111,age1377,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52,10.4,NA,NA,2688,NA,4,not
blchar01979,NCT00327015,uaa10110,age1378,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.1,11.6,NA,NA,2689,NA,4,not
blchar01980,NCT00327015,uaa10112,age1379,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.1,10.2,NA,NA,2690,NA,4,not
blchar01981,NCT00327015,uaa10109,age1380,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,51.8,10.7,NA,NA,2691,NA,4,not
blchar01550,NCT00328627,uaa10128,age0677,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.2,9.9,NA,NA,2182,NA,12,not
blchar01551,NCT00328627,uaa10114,age0678,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.1,9.6,NA,NA,2183,NA,12,not
blchar01552,NCT00328627,uaa10115,age0679,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.7,9.3,NA,NA,2184,NA,12,not
blchar01553,NCT00328627,uaa10124,age0680,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.1,9.5,NA,NA,2185,NA,12,not
blchar01554,NCT00328627,uaa10116,age0681,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.6,9.9,NA,NA,2186,NA,12,not
blchar01555,NCT00328627,uaa10120,age0682,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.9,9.2,NA,NA,2187,NA,12,not
blchar01556,NCT00328627,uaa10126,age0683,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.1,9.4,NA,NA,2188,NA,12,not
blchar01557,NCT00328627,uaa10118,age0684,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,9.1,NA,NA,2189,NA,12,not
blchar01558,NCT00328627,uaa10122,age0685,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.4,9.7,NA,NA,2190,NA,12,not
blchar01559,NCT00328627,uaa10127,age0686,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.5,9.7,NA,NA,2191,NA,12,not
blchar01560,NCT00328627,uaa10119,age0687,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54,9.8,NA,NA,2192,NA,12,not
blchar01561,NCT00328627,uaa10123,age0688,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.2,8.9,NA,NA,2193,NA,12,not
blchar01932,NCT00331851,ac0081,age1274,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.6,9.5,NA,NA,2636,NA,3,not
blchar01933,NCT00331851,ac0082,age1275,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.5,9.6,NA,NA,2637,NA,3,not
blchar01934,NCT00331851,ac0080,age1276,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.5,10.5,NA,NA,2638,NA,3,not
blchar01491,NCT00333151,ac0083,age0592,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,10,NA,NA,2097,NA,1,not
blchar01492,NCT00333151,ac0084,age0593,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,11,NA,NA,2098,NA,2,not
blchar01493,NCT00333151,ac0085,age0594,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,10,NA,NA,2099,NA,3,not
blchar01213,NCT00337610,uaa10130,age0262,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.1,9.5,NA,NA,1769,NA,2,not
blchar01214,NCT00337610,uaa10131,age0263,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.6,9.5,NA,NA,1770,NA,2,not
blchar01573,NCT00350779,uaa10133,age0702,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.8,9.5,NA,NA,2207,NA,2,not
blchar01574,NCT00350779,uaa10134,age0703,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.4,8.8,NA,NA,2208,NA,2,not
blchar02137,NCT00351832,ac0087,age1775,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.6,7.21,NA,NA,2863,NA,4,not
blchar02138,NCT00351832,ac0088,age1776,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.6,9.62,NA,NA,2864,NA,4,not
blchar02139,NCT00351832,ac0089,age1777,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,61.7,9.14,NA,NA,2865,NA,4,not
blchar02140,NCT00351832,ac0086,age1778,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.5,7.8,NA,NA,2866,NA,4,not
blchar02184,NCT00351884,ab0036,age1906,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.7,10.3,NA,NA,2910,NA,3,not
blchar02190,NCT00351884,ab0037,age1913,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.2,11.4,NA,NA,2917,NA,3,not
blchar02191,NCT00351884,ab0035,age1915,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.5,9.7,NA,NA,2919,NA,3,not
blchar01775,NCT00359762,uaa10136,age1033,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56,10,NA,NA,2460,NA,2,not
blchar01776,NCT00359762,uaa10139,age1034,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56,9.1,NA,NA,2461,NA,2,not
blchar01853,NCT00360334,uaa10143,age1141,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.8,10.2,NA,NA,2549,NA,2,special
blchar01854,NCT00360334,uaa10144,age1142,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.2,7.9,NA,NA,2550,NA,2,special
blchar12278,NCT00363519,ab0038,age0674,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,61,9.1,NA,NA,2179,NA,1,not
blchar12279,NCT00363519,ab0039,age0675,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.5,9,NA,NA,2180,NA,2,not
blchar14138,NCT00363948,ab0040,miss1006,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.2,9,NA,NA,NA,NA,1,not
blchar14144,NCT00363948,ab0041,miss1012,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.6,8.9,NA,NA,NA,NA,2,not
blchar11400,NCT00368134,ac0090,age_m0002,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.3,10.48,NA,NA,2947,NA,1,not
blchar11406,NCT00368134,ac0091,age_m0003,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58,9.32,NA,NA,2948,NA,2,not
blchar01995,NCT00372060,uaa10147,age1447,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59,9.2,NA,NA,2710,NA,2,not
blchar01996,NCT00372060,uaa10148,age1448,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.8,9.9,NA,NA,2711,NA,2,not
blchar11412,NCT00375492,uaa10150,age_m0152,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.54,10.02,NA,NA,3097,NA,1,not
blchar11418,NCT00375492,uaa10151,age_m0153,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.08,8.97,NA,NA,3098,NA,2,not
blchar01763,NCT00381342,ab0043,age1014,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54,10,NA,NA,2448,NA,3,not
blchar01764,NCT00381342,ab0042,age1015,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,10,NA,NA,2449,NA,3,not
blchar01765,NCT00381342,ab0044,age1016,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53,9,NA,NA,2450,NA,3,not
blchar02141,NCT00382096,ab0047,age1779,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.8,10.64,NA,NA,2867,NA,4,not
blchar02142,NCT00382096,ab0048,age1780,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.5,10.32,NA,NA,2868,NA,4,not
blchar02143,NCT00382096,ab0046,age1781,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.5,10.95,NA,NA,2869,NA,4,not
blchar02144,NCT00382096,ab0045,age1782,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.4,10.71,NA,NA,2870,NA,4,not
blchar01562,NCT00383578,ab0050,age0690,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,71.6,5.2,NA,NA,2195,NA,2,special
blchar01563,NCT00383578,ab0049,age0691,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,70.2,5.1,NA,NA,2196,NA,2,special
blchar01564,NCT00390520,ac0093,age0692,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,66.6,6.4,NA,NA,2197,NA,2,not
blchar01565,NCT00390520,ac0092,age0693,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,64.1,3.7,NA,NA,2198,NA,2,not
blchar12290,NCT00393718,uaa10153,age1286,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.5,10.4,NA,NA,2648,NA,1,not
blchar12291,NCT00393718,uaa10154,age1285,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.2,10.4,NA,NA,2647,NA,2,not
blchar01235,NCT00395343,uaa10157,age0288,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.3,9.1,NA,NA,1795,NA,2,not
blchar01236,NCT00395343,uaa10156,age0289,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.2,9.3,NA,NA,1796,NA,2,not
blchar01734,NCT00395746,uaa10164,age0982,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.1,10.3,NA,NA,2419,NA,3,not
blchar01735,NCT00395746,uaa10165,age0983,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,61.3,11,NA,NA,2420,NA,3,not
blchar01736,NCT00395746,uaa10166,age0984,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.6,9.7,NA,NA,2421,NA,3,not
blchar01220,NCT00396227,ab0052,age0273,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.3,10.5,NA,NA,1780,NA,2,not
blchar01221,NCT00396227,ab0051,age0274,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.2,10.2,NA,NA,1781,NA,2,not
blchar01398,NCT00396357,ab0054,age0466,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.9,9.76,NA,NA,1973,NA,2,not
blchar01399,NCT00396357,ab0053,age0467,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,10.02,NA,NA,1974,NA,2,not
blchar01566,NCT00397631,uaa10169,age0695,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,50.2,10.2,NA,NA,2200,NA,2,not
blchar01567,NCT00397631,uaa10168,age0696,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,51.7,11.2,NA,NA,2201,NA,2,not
blchar11432,NCT00411554,uaa10174,age_m0004,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.8,10.1,NA,NA,2949,NA,1,not
blchar11438,NCT00411554,uaa10176,age_m0005,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.6,10,NA,NA,2950,NA,2,not
blchar11118,NCT00432276,uaa10177,age1484,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.3,9.86,NA,NA,2724,NA,1,not
blchar11128,NCT00432276,uaa10178,age1485,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.9,9.94,NA,NA,2725,NA,2,not
blchar11444,NCT00434954,uaa10180,age_m0088,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,10,NA,NA,3033,NA,1,not
blchar11450,NCT00434954,uaa10181,age_m0089,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,9.9,NA,NA,3034,NA,2,not
blchar01231,NCT00449930,uaa10184,age0284,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.3,10.7,NA,NA,1791,NA,2,not
blchar01232,NCT00449930,uaa10183,age0285,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.7,10.3,NA,NA,1792,NA,2,not
blchar01251,NCT00482729,uaa10187,age0308,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,49.4,10.5,NA,NA,1815,NA,2,not
blchar01252,NCT00482729,uaa10186,age0309,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,50,10.5,NA,NA,1816,NA,2,not
blchar02145,NCT00494884,ac0095,age1787,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,61.5,10.1,NA,NA,2871,NA,2,not
blchar02146,NCT00494884,ac0094,age1788,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,61.4,9.8,NA,NA,2872,NA,2,not
blchar01255,NCT00509236,uaa10190,age0312,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.5,9.1,NA,NA,1819,NA,2,special
blchar01256,NCT00509236,uaa10189,age0313,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.5,9.9,NA,NA,1820,NA,2,special
blchar01257,NCT00509262,uaa10193,age0314,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,64.8,10.6,NA,NA,1821,NA,2,special
blchar01258,NCT00509262,uaa10192,age0315,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,64.3,9.2,NA,NA,1822,NA,2,special
blchar01187,NCT00516074,uaa10195,age0226,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57,11,NA,NA,1733,NA,2,not
blchar01188,NCT00516074,uaa10196,age0227,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54,10,NA,NA,1734,NA,2,not
blchar01808,NCT00518882,uaa10199,age1071,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.3,9.8,NA,NA,2494,NA,2,not
blchar01809,NCT00518882,uaa10198,age1072,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.1,10.8,NA,NA,2495,NA,2,not
blchar01131,NCT00528372,uaa10204,age0145,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.7,10.3,NA,NA,1652,NA,4,not
blchar01132,NCT00528372,uaa10202,age0146,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53,11.7,NA,NA,1653,NA,4,not
blchar01133,NCT00528372,uaa10203,age0147,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.6,10.9,NA,NA,1654,NA,4,not
blchar01134,NCT00528372,uaa10201,age0148,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,50.6,9.97,NA,NA,1655,NA,4,not
blchar02147,NCT00528879,uaa10209,age1789,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.7,10.3,NA,NA,2873,NA,4,not
blchar02148,NCT00528879,uaa10207,age1790,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,9.3,NA,NA,2874,NA,4,not
blchar02149,NCT00528879,uaa10208,age1791,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.3,9.4,NA,NA,2875,NA,4,not
blchar02150,NCT00528879,uaa10206,age1792,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.7,9.9,NA,NA,2876,NA,4,not
blchar01575,NCT00541775,uaa10211,age0704,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.3,9.3,NA,NA,2209,NA,3,not
blchar01576,NCT00541775,uaa10213,age0705,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55.2,9.8,NA,NA,2210,NA,3,not
blchar01577,NCT00541775,uaa10212,age0706,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.8,10.5,NA,NA,2211,NA,3,not
blchar01982,NCT00575588,uaa10216,age1413,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.5,10.26,NA,NA,2697,NA,2,not
blchar01983,NCT00575588,uaa10215,age1414,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.6,10.37,NA,NA,2698,NA,2,not
blchar01469,NCT00577824,uaa10220,age0566,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.3,11.4,NA,NA,2071,NA,3,not
blchar01470,NCT00577824,uaa10219,age0567,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.5,9.3,NA,NA,2072,NA,3,not
blchar01471,NCT00577824,uaa10218,age0568,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.4,9.8,NA,NA,2073,NA,3,not
blchar01229,NCT00601250,uaa10223,age0282,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.6,10.9,NA,NA,1789,NA,2,not
blchar01230,NCT00601250,uaa10222,age0283,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.5,10.1,NA,NA,1790,NA,2,not
blchar01984,NCT00602472,uaa10226,age1425,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.6,9.7,NA,NA,2699,NA,2,not
blchar01985,NCT00602472,uaa10225,age1426,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.3,9.9,NA,NA,2700,NA,2,not
blchar01789,NCT00603239,uaa10228,age1052,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,55,8,NA,NA,2475,NA,2,not
blchar01790,NCT00603239,uaa10229,age1053,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54,9,NA,NA,2476,NA,2,not
blchar01791,NCT00614120,uaa10232,age1054,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.5,9.5,NA,NA,2477,NA,4,not
blchar01792,NCT00614120,uaa10233,age1055,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.5,9.6,NA,NA,2478,NA,4,not
blchar01793,NCT00614120,uaa10234,age1056,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.7,9.1,NA,NA,2479,NA,4,not
blchar01794,NCT00614120,uaa10231,age1057,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.6,9.7,NA,NA,2480,NA,4,not
blchar02007,NCT00614939,uaa10237,age1472,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,66.8,8.3,NA,NA,2722,NA,2,special
blchar02008,NCT00614939,uaa10236,age1473,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,66.2,9.1,NA,NA,2723,NA,2,special
blchar01571,NCT00616811,ab0056,age0700,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,66.7,8.8,NA,NA,2205,NA,2,special
blchar01572,NCT00616811,ab0055,age0701,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,66.9,9.6,NA,NA,2206,NA,2,special
blchar13015,NCT00620282,uaa10239,age1210,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.7,5.3,NA,NA,2587,NA,1,not
blchar13016,NCT00620282,uaa10240,age1208,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.7,9,NA,NA,2585,NA,2,not
blchar13017,NCT00620282,uaa10241,age1209,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.3,7.3,NA,NA,2586,NA,3,not
blchar02009,NCT00621140,uaa10244,age1486,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.4,10.3,NA,NA,2726,NA,2,not
blchar02010,NCT00621140,uaa10243,age1487,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,56.4,10.1,NA,NA,2727,NA,2,not
blchar02015,NCT00622284,uaa10247,age1504,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.8,9.4,NA,NA,2732,NA,2,not
blchar02016,NCT00622284,uaa10246,age1505,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.8,9.4,NA,NA,2733,NA,2,not
blchar01723,NCT00637273,uaa10249,age0968,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52,10,NA,NA,2408,NA,3,not
blchar01724,NCT00637273,uaa10251,age0969,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52,11,NA,NA,2409,NA,3,not
blchar01725,NCT00637273,uaa10250,age0970,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53,10,NA,NA,2410,NA,3,not
blchar02013,NCT00641043,uaa10254,age1496,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.1,10.1,NA,NA,2730,NA,2,not
blchar02014,NCT00641043,uaa10253,age1497,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,57.7,9.6,NA,NA,2731,NA,2,not
blchar01784,NCT00641056,uaa10256,age1047,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58,10,NA,NA,2470,NA,2,not
blchar01785,NCT00641056,uaa10257,age1048,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58,9,NA,NA,2471,NA,2,not
blchar01658,NCT00643851,uaa10260,age0825,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,51.7,9.3,NA,NA,2314,NA,3,not
blchar01659,NCT00643851,uaa10259,age0826,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,52.3,10.2,NA,NA,2315,NA,3,not
blchar01660,NCT00643851,uaa10261,age0827,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,51.8,9.8,NA,NA,2316,NA,3,not
blchar02017,NCT00654381,uaa10264,age1506,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,60.3,9.4,NA,NA,2734,NA,4,not
blchar02018,NCT00654381,uaa10263,age1507,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,61.3,10,NA,NA,2735,NA,4,not
blchar02019,NCT00654381,uaa10267,age1508,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.5,9.9,NA,NA,2736,NA,4,not
blchar02020,NCT00654381,uaa10265,age1509,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.7,8.9,NA,NA,2737,NA,4,not
blchar02021,NCT00655863,uaa10270,age1510,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.1,6.2,NA,NA,2738,NA,3,not
blchar02022,NCT00655863,uaa10268,age1511,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.7,6.5,NA,NA,2739,NA,3,not
blchar02023,NCT00655863,uaa10269,age1512,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.1,6.9,NA,NA,2740,NA,3,not
blchar11456,NCT00660907,uaa10272,age_m0150,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58,9,NA,NA,3095,NA,1,not
blchar11466,NCT00660907,uaa10273,age_m0151,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59,10,NA,NA,3096,NA,2,not
blchar02024,NCT00661362,uaa10276,age1513,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,53.8,10.4,NA,NA,2741,NA,2,not
blchar02025,NCT00661362,uaa10275,age1514,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,54.4,10.1,NA,NA,2742,NA,2,not
blchar02026,NCT00666458,uaa10278,age1515,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.8,10.1,NA,NA,2743,NA,2,not
blchar02027,NCT00666458,uaa10279,age1516,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.1,10.5,NA,NA,2744,NA,2,not
blchar02121,NCT00673231,uaa10288,age1751,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,58.8,8.6,NA,NA,2847,NA,4,not
blchar02122,NCT00673231,uaa10286,age1752,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.8,7.6,NA,NA,2848,NA,4,not
blchar02123,NCT00673231,uaa10287,age1753,table_tidier_or_manual_extraction_first_set,age,NA,years,mean,mean,sd,59.3,7.9,NA,NA,2849,NA,4,not
