nct_id,nct_id2,models,row,col,r,outcome_method,outcome
NCT02229227,NCT02229227,rcs,sex,age10'' * arm_f=_2_uaa11080,-0.014,locf,hba1c
NCT02229227,NCT02229227,rcs,age10 * arm_f=_2_uaa11080,age10'' * arm_f=_2_uaa11080,0.82,locf,hba1c
NCT02229227,NCT02229227,rcs,age10' * arm_f=_2_uaa11080,age10'' * arm_f=_2_uaa11080,-0.984,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,arm_f=_2_uaa11080 * sex,0.027,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,arm_f=_2_uaa11080 * sex,0.006,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,arm_f=_2_uaa11080 * sex,0.004,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',arm_f=_2_uaa11080 * sex,0.013,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'',arm_f=_2_uaa11080 * sex,-0.015,locf,hba1c
NCT02229227,NCT02229227,rcs,arm_f=_2_uaa11080,arm_f=_2_uaa11080 * sex,0.002,locf,hba1c
NCT02229227,NCT02229227,rcs,sex,arm_f=_2_uaa11080 * sex,-0.699,locf,hba1c
NCT02229227,NCT02229227,rcs,age10 * arm_f=_2_uaa11080,arm_f=_2_uaa11080 * sex,-0.048,locf,hba1c
NCT02229227,NCT02229227,rcs,age10' * arm_f=_2_uaa11080,arm_f=_2_uaa11080 * sex,0.026,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'' * arm_f=_2_uaa11080,arm_f=_2_uaa11080 * sex,-0.021,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,value_1,-0.081,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,age10,-0.996,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,age10,0.009,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,age10',0.957,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,age10',0.008,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,age10',-0.973,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,age10'',-0.929,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,age10'',-0.011,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,age10'',0.948,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',age10'',-0.995,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,arm_f=_2_uaa11138,-0.724,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,arm_f=_2_uaa11138,0.018,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,arm_f=_2_uaa11138,0.724,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',arm_f=_2_uaa11138,-0.697,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'',arm_f=_2_uaa11138,0.676,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,sex,-0.018,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,sex,0.076,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,sex,-0.012,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',sex,0.012,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'',sex,-0.012,locf,hba1c
NCT02465515,NCT02465515,rcs,arm_f=_2_uaa11138,sex,0.01,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,age10 * arm_f=_2_uaa11138,0.723,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,age10 * arm_f=_2_uaa11138,-0.015,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,age10 * arm_f=_2_uaa11138,-0.725,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',age10 * arm_f=_2_uaa11138,0.705,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'',age10 * arm_f=_2_uaa11138,-0.687,locf,hba1c
NCT02465515,NCT02465515,rcs,arm_f=_2_uaa11138,age10 * arm_f=_2_uaa11138,-0.998,locf,hba1c
NCT02465515,NCT02465515,rcs,sex,age10 * arm_f=_2_uaa11138,0.008,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,age10' * arm_f=_2_uaa11138,-0.694,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,age10' * arm_f=_2_uaa11138,0.015,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,age10' * arm_f=_2_uaa11138,0.704,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',age10' * arm_f=_2_uaa11138,-0.723,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'',age10' * arm_f=_2_uaa11138,0.719,locf,hba1c
NCT02465515,NCT02465515,rcs,arm_f=_2_uaa11138,age10' * arm_f=_2_uaa11138,0.96,locf,hba1c
NCT02465515,NCT02465515,rcs,sex,age10' * arm_f=_2_uaa11138,-0.007,locf,hba1c
NCT02465515,NCT02465515,rcs,age10 * arm_f=_2_uaa11138,age10' * arm_f=_2_uaa11138,-0.972,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,age10'' * arm_f=_2_uaa11138,0.673,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,age10'' * arm_f=_2_uaa11138,-0.015,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,age10'' * arm_f=_2_uaa11138,-0.685,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',age10'' * arm_f=_2_uaa11138,0.719,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'',age10'' * arm_f=_2_uaa11138,-0.722,locf,hba1c
NCT02465515,NCT02465515,rcs,arm_f=_2_uaa11138,age10'' * arm_f=_2_uaa11138,-0.931,locf,hba1c
NCT02465515,NCT02465515,rcs,sex,age10'' * arm_f=_2_uaa11138,0.007,locf,hba1c
NCT02465515,NCT02465515,rcs,age10 * arm_f=_2_uaa11138,age10'' * arm_f=_2_uaa11138,0.946,locf,hba1c
NCT02465515,NCT02465515,rcs,age10' * arm_f=_2_uaa11138,age10'' * arm_f=_2_uaa11138,-0.995,locf,hba1c
NCT02465515,NCT02465515,rcs,Intercept,arm_f=_2_uaa11138 * sex,0.009,locf,hba1c
NCT02465515,NCT02465515,rcs,value_1,arm_f=_2_uaa11138 * sex,-0.016,locf,hba1c
NCT02465515,NCT02465515,rcs,age10,arm_f=_2_uaa11138 * sex,0.009,locf,hba1c
NCT02465515,NCT02465515,rcs,age10',arm_f=_2_uaa11138 * sex,-0.008,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'',arm_f=_2_uaa11138 * sex,0.008,locf,hba1c
NCT02465515,NCT02465515,rcs,arm_f=_2_uaa11138,arm_f=_2_uaa11138 * sex,-0.018,locf,hba1c
NCT02465515,NCT02465515,rcs,sex,arm_f=_2_uaa11138 * sex,-0.704,locf,hba1c
NCT02465515,NCT02465515,rcs,age10 * arm_f=_2_uaa11138,arm_f=_2_uaa11138 * sex,-0.006,locf,hba1c
NCT02465515,NCT02465515,rcs,age10' * arm_f=_2_uaa11138,arm_f=_2_uaa11138 * sex,0.006,locf,hba1c
NCT02465515,NCT02465515,rcs,age10'' * arm_f=_2_uaa11138,arm_f=_2_uaa11138 * sex,-0.005,locf,hba1c
