nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
NCT00286442,NCT00286442,f5,4.206e-01,4.149e-01,7.627e-01,7.405e+01,3.043e-58,5,-5.894e+02,1.193e+03,1.223e+03,2.967e+02,510,516
NCT00306384,NCT00306384,f5,1.014e-01,1.004e-01,1.225e+00,1.014e+02,3.630e-62,3,-4.377e+03,8.765e+03,8.794e+03,4.047e+03,2696,2700
NCT00286455,NCT00286455,f5,4.407e-01,4.319e-01,7.513e-01,4.980e+01,5.996e-38,5,-3.618e+02,7.376e+02,7.640e+02,1.783e+02,316,322
NCT00286468,NCT00286468,f5,4.078e-01,4.018e-01,8.220e-01,6.749e+01,1.370e-53,5,-6.035e+02,1.221e+03,1.251e+03,3.311e+02,490,496
NCT00286494,NCT00286494,f5,4.037e-01,3.975e-01,7.844e-01,6.499e+01,9.536e-52,5,-5.686e+02,1.151e+03,1.180e+03,2.954e+02,480,486
NCT01778049,NCT01778049_b,f5,3.594e-01,3.517e-01,7.288e-01,4.657e+01,6.307e-24,3,-2.769e+02,5.639e+02,5.816e+02,1.323e+02,249,253
NCT01778049,NCT01778049_a,f5,4.329e-01,4.251e-01,6.878e-01,5.597e+01,6.340e-27,3,-2.320e+02,4.739e+02,4.910e+02,1.041e+02,220,224
NCT02489968,NCT02489968,f5,5.542e-01,5.471e-01,5.358e-01,7.795e+01,4.978e-73,7,-3.513e+02,7.206e+02,7.576e+02,1.260e+02,439,447
NCT01734785,NCT01734785,f5,3.065e-01,2.957e-01,8.974e-01,2.837e+01,8.313e-24,5,-4.256e+02,8.651e+02,8.916e+02,2.585e+02,321,327
NCT01719003,NCT01719003,f5,2.961e-01,2.881e-01,9.954e-01,3.707e+01,7.355e-90,15,-1.884e+03,3.803e+03,3.891e+03,1.310e+03,1322,1338
NCT01075282,NCT01075282,f5,4.487e-01,4.452e-01,7.730e-01,1.297e+02,1.640e-100,5,-9.297e+02,1.873e+03,1.906e+03,4.763e+02,797,803
NCT01191268,NCT01191268,f5,1.115e-01,1.062e-01,9.693e-01,2.125e+01,4.606e-20,5,-1.181e+03,2.375e+03,2.409e+03,7.958e+02,847,853
NCT01621178,NCT01621178,f5,1.378e-01,1.298e-01,9.072e-01,1.723e+01,7.782e-16,5,-7.172e+02,1.448e+03,1.479e+03,4.436e+02,539,545
NCT00641043,NCT00641043,f6,2.061e-01,1.956e-01,9.518e-01,1.957e+01,2.426e-17,5,-5.215e+02,1.057e+03,1.085e+03,3.416e+02,377,383
NCT00621140,NCT00621140,f6,2.752e-01,2.679e-01,9.258e-01,3.729e+01,2.035e-32,5,-6.639e+02,1.342e+03,1.371e+03,4.208e+02,491,497
NCT00601250,NCT00601250,f6,3.146e-01,3.096e-01,8.224e-01,6.307e+01,3.784e-54,5,-8.448e+02,1.704e+03,1.735e+03,4.647e+02,687,693
NCT00602472,NCT00602472,f6,3.313e-01,3.281e-01,8.039e-01,1.033e+02,1.264e-88,5,-1.256e+03,2.527e+03,2.562e+03,6.740e+02,1043,1049
NCT00622284,NCT00622284,f6,3.541e-01,3.520e-01,7.304e-01,1.675e+02,3.728e-142,5,-1.691e+03,3.395e+03,3.433e+03,8.147e+02,1527,1533
NCT00654381,NCT00654381,f6,5.077e-01,4.979e-01,7.984e-01,5.148e+01,2.933e-77,11,-6.636e+02,1.353e+03,1.410e+03,3.499e+02,549,561
NCT00954447,NCT00954447,f6,3.596e-01,3.570e-01,8.620e-01,1.381e+02,2.313e-116,5,-1.567e+03,3.149e+03,3.184e+03,9.140e+02,1230,1236
NCT00798161,NCT00798161,f6,3.512e-01,3.365e-01,9.215e-01,2.385e+01,2.675e-59,17,-1.016e+03,2.071e+03,2.159e+03,6.360e+02,749,767
NCT00915772,NCT00915772,f6,3.437e-01,3.343e-01,9.255e-01,3.634e+01,2.627e-46,8,-7.521e+02,1.524e+03,1.568e+03,4.754e+02,555,564
NCT01438814,NCT01438814,f6,2.775e-01,2.721e-01,7.915e-01,5.185e+01,1.589e-45,5,-8.040e+02,1.622e+03,1.654e+03,4.229e+02,675,681
NCT01215097,NCT01215097,f6,4.459e-01,4.364e-01,7.073e-01,4.715e+01,1.122e-35,5,-3.177e+02,6.494e+02,6.753e+02,1.466e+02,293,299
NCT01214239,NCT01214239,f6,3.191e-01,3.072e-01,8.839e-01,2.689e+01,2.717e-22,5,-3.766e+02,7.671e+02,7.929e+02,2.242e+02,287,293
NCT01204294,NCT01204294,f6,4.463e-01,4.262e-01,5.865e-01,2.221e+01,4.001e-58,20,-4.957e+02,1.035e+03,1.131e+03,1.895e+02,551,572
NCT01792518,NCT01792518,f6,4.014e-01,3.928e-01,8.401e-01,4.681e+01,5.804e-37,5,-4.388e+02,8.917e+02,9.188e+02,2.463e+02,349,355
NCT01210001,NCT01210001,f6,3.075e-01,2.960e-01,8.430e-01,2.659e+01,4.212e-34,8,-6.046e+02,1.229e+03,1.271e+03,3.404e+02,479,488
NCT01177813,NCT01177813,f6,3.382e-01,3.298e-01,7.576e-01,3.996e+01,8.725e-70,11,-9.892e+02,2.004e+03,2.066e+03,4.936e+02,860,872
NCT01159600,NCT01159600,f6,3.630e-01,3.590e-01,7.028e-01,9.167e+01,2.033e-120,8,-1.377e+03,2.775e+03,2.826e+03,6.356e+02,1287,1296
NCT01167881,NCT01167881,f6,2.181e-01,2.156e-01,8.801e-01,8.521e+01,4.107e-79,5,-1.976e+03,3.967e+03,4.004e+03,1.183e+03,1527,1533
NCT01164501,NCT01164501,f6,3.850e-01,3.781e-01,7.984e-01,5.563e+01,3.925e-70,8,-8.550e+02,1.730e+03,1.776e+03,4.532e+02,711,720
NCT01370005,NCT01370005,f6,5.182e-01,5.134e-01,5.903e-01,1.086e+02,1.215e-122,8,-7.241e+02,1.468e+03,1.515e+03,2.816e+02,808,817
NCT01306214,NCT01306214,f6,3.401e-01,3.305e-01,7.173e-01,3.550e+01,2.648e-45,8,-6.040e+02,1.228e+03,1.271e+03,2.835e+02,551,560
NCT01368081,NCT01368081,f6,3.344e-01,3.314e-01,5.654e-01,1.096e+02,6.633e-94,5,-9.280e+02,1.870e+03,1.905e+03,3.487e+02,1091,1097
NCT01422876,NCT01422876,f6,3.118e-01,3.048e-01,7.772e-01,4.444e+01,5.384e-101,14,-1.612e+03,3.256e+03,3.340e+03,8.294e+02,1373,1388
NCT01708902,NCT01708902,f6,2.917e-01,2.774e-01,9.383e-01,2.042e+01,1.731e-43,14,-9.533e+02,1.939e+03,2.012e+03,6.110e+02,694,709
NCT01064687,NCT01064687,f6,3.708e-01,3.635e-01,8.370e-01,5.084e+01,8.631e-88,11,-1.187e+03,2.399e+03,2.462e+03,6.649e+02,949,961
NCT01126580,NCT01126580,f6,2.777e-01,2.703e-01,8.540e-01,3.791e+01,4.237e-51,8,-1.002e+03,2.024e+03,2.070e+03,5.754e+02,789,798
NCT01624259,NCT01624259,f6,1.916e-01,1.847e-01,7.965e-01,2.773e+01,3.094e-25,5,-7.011e+02,1.416e+03,1.447e+03,3.711e+02,585,591
NCT01769378,NCT01769378,f6,3.344e-01,3.230e-01,9.762e-01,2.925e+01,4.953e-24,5,-4.112e+02,8.365e+02,8.624e+02,2.773e+02,291,297
NCT02152371,NCT02152371,f6,3.183e-01,3.066e-01,9.131e-01,2.727e+01,1.255e-22,5,-3.927e+02,7.995e+02,8.253e+02,2.435e+02,292,298
NCT02597049,NCT02597049,f6,4.007e-01,3.889e-01,7.125e-01,3.401e+01,5.411e-41,8,-4.447e+02,9.094e+02,9.497e+02,2.066e+02,407,416
NCT01606007,NCT01606007,f6,1.250e-01,1.112e-01,1.096e+00,9.038e+00,1.241e-11,8,-7.734e+02,1.567e+03,1.609e+03,6.078e+02,506,515
NCT02284893,NCT02284893,f6,1.963e-01,1.865e-01,1.056e+00,1.998e+01,7.701e-18,5,-6.085e+02,1.231e+03,1.259e+03,4.561e+02,409,415
NCT02681094,NCT02681094,f6,1.820e-01,1.745e-01,9.280e-01,2.412e+01,1.265e-33,8,-1.173e+03,2.366e+03,2.414e+03,7.467e+02,867,876
NCT02471404,NCT02471404,f6,5.714e-02,4.870e-02,8.214e-01,6.765e+00,1.221e-08,8,-1.098e+03,2.216e+03,2.264e+03,6.024e+02,893,902
NCT01217892,NCT01217892,f6,2.853e-01,2.647e-01,6.651e-01,1.383e+01,2.232e-22,11,-3.913e+02,8.086e+02,8.602e+02,1.685e+02,381,393
NCT00707993,NCT00707993,f6,3.055e-01,2.974e-01,8.084e-01,3.774e+01,4.477e-32,5,-5.217e+02,1.057e+03,1.086e+03,2.804e+02,429,435
NCT00856284,NCT00856284,f6,2.541e-01,2.519e-01,7.963e-01,1.112e+02,3.471e-160,8,-3.116e+03,6.253e+03,6.311e+03,1.656e+03,2611,2620
NCT01289119,NCT01289119,f6,4.462e-01,4.405e-01,6.822e-01,7.831e+01,3.753e-60,5,-5.070e+02,1.028e+03,1.057e+03,2.262e+02,486,492
NCT00968708,NCT00968708,f6,2.138e-01,2.130e-01,1.394e+00,2.869e+02,3.048e-272,5,-9.246e+03,1.851e+04,1.855e+04,1.025e+04,5276,5282
NCT00286429,NCT00286429,f6,5.570e-01,5.475e-01,8.630e-01,5.861e+01,2.255e-61,8,-4.812e+02,9.824e+02,1.022e+03,2.778e+02,373,382
NCT01023581,NCT01023581,f6,3.390e-01,3.212e-01,8.863e-01,1.905e+01,4.190e-54,20,-9.812e+02,2.006e+03,2.108e+03,5.836e+02,743,764
NCT01890122,NCT01890122,f6,3.349e-01,3.232e-01,9.804e-01,2.883e+01,4.308e-49,11,-8.922e+02,1.810e+03,1.868e+03,6.055e+02,630,642
NCT00286442,NCT00286442,f6,4.307e-01,4.217e-01,7.583e-01,4.795e+01,2.153e-57,8,-5.849e+02,1.190e+03,1.232e+03,2.915e+02,507,516
NCT00306384,NCT00306384,f6,1.471e-01,1.455e-01,1.194e+00,9.290e+01,1.857e-90,5,-4.307e+03,8.628e+03,8.669e+03,3.841e+03,2694,2700
NCT00286455,NCT00286455,f6,4.553e-01,4.413e-01,7.450e-01,3.270e+01,3.311e-37,8,-3.575e+02,7.351e+02,7.728e+02,1.737e+02,313,322
NCT00286468,NCT00286468,f6,4.351e-01,4.258e-01,8.053e-01,4.688e+01,8.462e-56,8,-5.918e+02,1.204e+03,1.246e+03,3.158e+02,487,496
NCT00286494,NCT00286494,f6,4.092e-01,3.993e-01,7.832e-01,4.130e+01,4.920e-50,8,-5.663e+02,1.153e+03,1.194e+03,2.926e+02,477,486
NCT01778049,NCT01778049_b,f6,3.708e-01,3.581e-01,7.252e-01,2.911e+01,3.412e-23,5,-2.747e+02,5.634e+02,5.881e+02,1.299e+02,247,253
NCT01778049,NCT01778049_a,f6,4.346e-01,4.217e-01,6.898e-01,3.352e+01,2.566e-25,5,-2.316e+02,4.772e+02,5.011e+02,1.037e+02,218,224
NCT02489968,NCT02489968,f6,5.615e-01,5.504e-01,5.338e-01,5.064e+01,6.766e-71,11,-3.476e+02,7.212e+02,7.745e+02,1.240e+02,435,447
NCT01734785,NCT01734785,f6,3.080e-01,2.905e-01,9.006e-01,1.769e+01,8.076e-22,8,-4.252e+02,8.704e+02,9.083e+02,2.579e+02,318,327
NCT01719003,NCT01719003,f6,3.044e-01,2.922e-01,9.925e-01,2.500e+01,3.647e-87,23,-1.876e+03,3.803e+03,3.933e+03,1.294e+03,1314,1338
NCT01075282,NCT01075282,f6,4.655e-01,4.601e-01,7.626e-01,8.642e+01,1.100e-102,8,-9.173e+02,1.855e+03,1.901e+03,4.618e+02,794,803
NCT01191268,NCT01191268,f6,1.148e-01,1.064e-01,9.692e-01,1.368e+01,9.310e-19,8,-1.179e+03,2.378e+03,2.426e+03,7.929e+02,844,853
NCT01621178,NCT01621178,f6,1.416e-01,1.288e-01,9.078e-01,1.105e+01,1.700e-14,8,-7.161e+02,1.452e+03,1.495e+03,4.417e+02,536,545
NCT00641043,NCT00641043,f7,2.202e-01,2.099e-01,9.433e-01,2.129e+01,9.082e-19,5,-5.181e+02,1.050e+03,1.078e+03,3.355e+02,377,383
NCT00621140,NCT00621140,f7,2.665e-01,2.591e-01,9.313e-01,3.568e+01,3.650e-31,5,-6.668e+02,1.348e+03,1.377e+03,4.259e+02,491,497
NCT00601250,NCT00601250,f7,3.111e-01,3.061e-01,8.245e-01,6.206e+01,2.127e-53,5,-8.466e+02,1.707e+03,1.739e+03,4.671e+02,687,693
NCT00602472,NCT00602472,f7,3.221e-01,3.189e-01,8.093e-01,9.912e+01,1.464e-85,5,-1.264e+03,2.541e+03,2.576e+03,6.832e+02,1043,1049
NCT00622284,NCT00622284,f7,3.564e-01,3.543e-01,7.292e-01,1.691e+02,2.615e-143,5,-1.688e+03,3.390e+03,3.427e+03,8.119e+02,1527,1533
NCT00654381,NCT00654381,f7,5.097e-01,4.999e-01,7.967e-01,5.189e+01,9.742e-78,11,-6.625e+02,1.351e+03,1.407e+03,3.485e+02,549,561
NCT00954447,NCT00954447,f7,3.641e-01,3.615e-01,8.590e-01,1.408e+02,3.109e-118,5,-1.563e+03,3.140e+03,3.176e+03,9.076e+02,1230,1236
NCT00798161,NCT00798161,f7,3.660e-01,3.516e-01,9.109e-01,2.543e+01,6.593e-63,17,-1.008e+03,2.053e+03,2.142e+03,6.215e+02,749,767
NCT00915772,NCT00915772,f7,3.275e-01,3.178e-01,9.369e-01,3.379e+01,1.996e-43,8,-7.590e+02,1.538e+03,1.581e+03,4.871e+02,555,564
NCT01438814,NCT01438814,f7,2.781e-01,2.727e-01,7.912e-01,5.200e+01,1.214e-45,5,-8.038e+02,1.622e+03,1.653e+03,4.225e+02,675,681
NCT01215097,NCT01215097,f7,4.443e-01,4.348e-01,7.083e-01,4.686e+01,1.672e-35,5,-3.181e+02,6.502e+02,6.761e+02,1.470e+02,293,299
NCT01214239,NCT01214239,f7,3.098e-01,2.978e-01,8.899e-01,2.576e+01,1.807e-21,5,-3.785e+02,7.711e+02,7.968e+02,2.273e+02,287,293
NCT01204294,NCT01204294,f7,4.370e-01,4.166e-01,5.914e-01,2.139e+01,3.231e-56,20,-5.004e+02,1.045e+03,1.141e+03,1.927e+02,551,572
NCT01792518,NCT01792518,f7,3.922e-01,3.835e-01,8.465e-01,4.504e+01,8.088e-36,5,-4.415e+02,8.971e+02,9.242e+02,2.501e+02,349,355
NCT01210001,NCT01210001,f7,2.966e-01,2.848e-01,8.496e-01,2.525e+01,1.613e-32,8,-6.084e+02,1.237e+03,1.279e+03,3.458e+02,479,488
NCT01177813,NCT01177813,f7,3.351e-01,3.266e-01,7.594e-01,3.940e+01,6.454e-69,11,-9.913e+02,2.009e+03,2.071e+03,4.959e+02,860,872
NCT01159600,NCT01159600,f7,3.692e-01,3.653e-01,6.993e-01,9.416e+01,3.893e-123,8,-1.371e+03,2.762e+03,2.814e+03,6.294e+02,1287,1296
NCT01167881,NCT01167881,f7,2.114e-01,2.088e-01,8.839e-01,8.184e+01,2.906e-76,5,-1.983e+03,3.980e+03,4.018e+03,1.193e+03,1527,1533
NCT01164501,NCT01164501,f7,3.819e-01,3.749e-01,8.004e-01,5.491e+01,2.290e-69,8,-8.568e+02,1.734e+03,1.779e+03,4.555e+02,711,720
NCT01370005,NCT01370005,f7,5.206e-01,5.159e-01,5.888e-01,1.097e+02,1.571e-123,8,-7.220e+02,1.464e+03,1.511e+03,2.801e+02,808,817
NCT01306214,NCT01306214,f7,3.400e-01,3.304e-01,7.173e-01,3.548e+01,2.748e-45,8,-6.040e+02,1.228e+03,1.271e+03,2.835e+02,551,560
NCT01368081,NCT01368081,f7,3.306e-01,3.275e-01,5.670e-01,1.078e+02,1.525e-92,5,-9.312e+02,1.876e+03,1.911e+03,3.508e+02,1091,1097
NCT01422876,NCT01422876,f7,3.126e-01,3.056e-01,7.768e-01,4.460e+01,2.501e-101,14,-1.611e+03,3.255e+03,3.338e+03,8.285e+02,1373,1388
NCT01708902,NCT01708902,f7,2.997e-01,2.856e-01,9.330e-01,2.121e+01,4.022e-45,14,-9.493e+02,1.931e+03,2.004e+03,6.041e+02,694,709
NCT01064687,NCT01064687,f7,3.698e-01,3.625e-01,8.377e-01,5.063e+01,1.748e-87,11,-1.187e+03,2.401e+03,2.464e+03,6.659e+02,949,961
NCT01126580,NCT01126580,f7,2.686e-01,2.611e-01,8.593e-01,3.621e+01,5.378e-49,8,-1.007e+03,2.034e+03,2.080e+03,5.826e+02,789,798
NCT01624259,NCT01624259,f7,1.946e-01,1.877e-01,7.950e-01,2.828e+01,1.058e-25,5,-7.000e+02,1.414e+03,1.445e+03,3.697e+02,585,591
NCT01769378,NCT01769378,f7,3.201e-01,3.085e-01,9.867e-01,2.741e+01,1.025e-22,5,-4.144e+02,8.428e+02,8.687e+02,2.833e+02,291,297
NCT02152371,NCT02152371,f7,3.107e-01,2.989e-01,9.182e-01,2.633e+01,6.029e-22,5,-3.944e+02,8.027e+02,8.286e+02,2.462e+02,292,298
NCT02597049,NCT02597049,f7,4.016e-01,3.898e-01,7.120e-01,3.414e+01,3.993e-41,8,-4.444e+02,9.088e+02,9.491e+02,2.063e+02,407,416
NCT01606007,NCT01606007,f7,1.323e-01,1.186e-01,1.091e+00,9.646e+00,1.759e-12,8,-7.713e+02,1.563e+03,1.605e+03,6.028e+02,506,515
NCT02284893,NCT02284893,f7,1.768e-01,1.667e-01,1.069e+00,1.756e+01,9.081e-16,5,-6.135e+02,1.241e+03,1.269e+03,4.672e+02,409,415
NCT02681094,NCT02681094,f7,1.836e-01,1.761e-01,9.271e-01,2.437e+01,5.643e-34,8,-1.172e+03,2.364e+03,2.412e+03,7.453e+02,867,876
NCT02471404,NCT02471404,f7,5.888e-02,5.044e-02,8.206e-01,6.983e+00,5.858e-09,8,-1.097e+03,2.214e+03,2.262e+03,6.013e+02,893,902
NCT01217892,NCT01217892,f7,2.881e-01,2.676e-01,6.638e-01,1.402e+01,1.109e-22,11,-3.905e+02,8.070e+02,8.587e+02,1.679e+02,381,393
NCT00707993,NCT00707993,f7,3.030e-01,2.948e-01,8.099e-01,3.729e+01,9.640e-32,5,-5.225e+02,1.059e+03,1.088e+03,2.814e+02,429,435
NCT00856284,NCT00856284,f7,2.407e-01,2.383e-01,8.035e-01,1.034e+02,4.256e-150,8,-3.140e+03,6.300e+03,6.358e+03,1.686e+03,2611,2620
NCT01289119,NCT01289119,f7,4.470e-01,4.413e-01,6.817e-01,7.858e+01,2.591e-60,5,-5.066e+02,1.027e+03,1.057e+03,2.259e+02,486,492
NCT00968708,NCT00968708,f7,2.120e-01,2.112e-01,1.395e+00,2.839e+02,1.097e-269,5,-9.251e+03,1.852e+04,1.856e+04,1.027e+04,5276,5282
NCT00286429,NCT00286429,f7,5.501e-01,5.404e-01,8.697e-01,5.701e+01,3.829e-60,8,-4.842e+02,9.883e+02,1.028e+03,2.821e+02,373,382
NCT01023581,NCT01023581,f7,3.433e-01,3.256e-01,8.834e-01,1.942e+01,4.155e-55,20,-9.787e+02,2.001e+03,2.103e+03,5.798e+02,743,764
NCT01890122,NCT01890122,f7,3.436e-01,3.322e-01,9.739e-01,2.998e+01,7.399e-51,11,-8.879e+02,1.802e+03,1.860e+03,5.975e+02,630,642
NCT00286442,NCT00286442,f7,4.240e-01,4.149e-01,7.627e-01,4.666e+01,3.926e-56,8,-5.879e+02,1.196e+03,1.238e+03,2.950e+02,507,516
NCT00306384,NCT00306384,f7,1.054e-01,1.038e-01,1.223e+00,6.350e+01,8.682e-63,5,-4.371e+03,8.757e+03,8.798e+03,4.029e+03,2694,2700
NCT00286455,NCT00286455,f7,4.456e-01,4.314e-01,7.516e-01,3.144e+01,4.933e-36,8,-3.604e+02,7.408e+02,7.785e+02,1.768e+02,313,322
NCT00286468,NCT00286468,f7,4.196e-01,4.100e-01,8.163e-01,4.400e+01,5.526e-53,8,-5.986e+02,1.217e+03,1.259e+03,3.245e+02,487,496
NCT00286494,NCT00286494,f7,4.054e-01,3.955e-01,7.857e-01,4.066e+01,2.203e-49,8,-5.679e+02,1.156e+03,1.198e+03,2.945e+02,477,486
NCT01778049,NCT01778049_b,f7,3.690e-01,3.562e-01,7.263e-01,2.888e+01,4.871e-23,5,-2.751e+02,5.641e+02,5.888e+02,1.303e+02,247,253
NCT01778049,NCT01778049_a,f7,4.347e-01,4.217e-01,6.898e-01,3.352e+01,2.546e-25,5,-2.316e+02,4.772e+02,5.011e+02,1.037e+02,218,224
NCT02489968,NCT02489968,f7,5.558e-01,5.446e-01,5.373e-01,4.948e+01,1.079e-69,11,-3.505e+02,7.270e+02,7.803e+02,1.256e+02,435,447
NCT01734785,NCT01734785,f7,3.174e-01,3.002e-01,8.945e-01,1.848e+01,1.002e-22,8,-4.230e+02,8.659e+02,9.038e+02,2.544e+02,318,327
NCT01719003,NCT01719003,f7,3.146e-01,3.026e-01,9.852e-01,2.622e+01,3.318e-91,23,-1.867e+03,3.783e+03,3.913e+03,1.275e+03,1314,1338
NCT01075282,NCT01075282,f7,4.501e-01,4.446e-01,7.735e-01,8.123e+01,7.657e-98,8,-9.286e+02,1.877e+03,1.924e+03,4.750e+02,794,803
NCT01191268,NCT01191268,f7,1.132e-01,1.048e-01,9.701e-01,1.347e+01,1.876e-18,8,-1.180e+03,2.380e+03,2.427e+03,7.943e+02,844,853
NCT01621178,NCT01621178,f7,1.407e-01,1.279e-01,9.082e-01,1.097e+01,2.197e-14,8,-7.163e+02,1.453e+03,1.496e+03,4.421e+02,536,545
NCT00641043,NCT00641043,f8,2.225e-01,2.079e-01,9.445e-01,1.533e+01,1.174e-17,7,-5.175e+02,1.053e+03,1.089e+03,3.345e+02,375,383
NCT00621140,NCT00621140,f8,2.763e-01,2.659e-01,9.270e-01,2.667e+01,5.479e-31,7,-6.635e+02,1.345e+03,1.383e+03,4.202e+02,489,497
NCT00601250,NCT00601250,f8,3.158e-01,3.088e-01,8.229e-01,4.517e+01,1.333e-52,7,-8.442e+02,1.706e+03,1.747e+03,4.639e+02,685,693
NCT00602472,NCT00602472,f8,3.324e-01,3.279e-01,8.040e-01,7.404e+01,5.567e-87,7,-1.256e+03,2.529e+03,2.574e+03,6.729e+02,1041,1049
NCT00622284,NCT00622284,f8,3.589e-01,3.559e-01,7.282e-01,1.219e+02,2.353e-142,7,-1.685e+03,3.388e+03,3.436e+03,8.088e+02,1525,1533
NCT00654381,NCT00654381,f8,5.112e-01,4.977e-01,7.985e-01,3.800e+01,1.009e-74,15,-6.617e+02,1.357e+03,1.431e+03,3.475e+02,545,561
NCT00954447,NCT00954447,f8,3.687e-01,3.651e-01,8.566e-01,1.024e+02,5.421e-118,7,-1.558e+03,3.135e+03,3.181e+03,9.011e+02,1228,1236
NCT00798161,NCT00798161,f8,3.679e-01,3.483e-01,9.132e-01,1.880e+01,2.752e-59,23,-1.007e+03,2.063e+03,2.179e+03,6.197e+02,743,767
NCT00915772,NCT00915772,f8,3.484e-01,3.355e-01,9.247e-01,2.684e+01,7.727e-45,11,-7.500e+02,1.526e+03,1.582e+03,4.720e+02,552,564
NCT01438814,NCT01438814,f8,2.793e-01,2.718e-01,7.917e-01,3.726e+01,3.591e-44,7,-8.032e+02,1.624e+03,1.665e+03,4.218e+02,673,681
NCT01215097,NCT01215097,f8,4.484e-01,4.352e-01,7.081e-01,3.380e+01,2.757e-34,7,-3.170e+02,6.520e+02,6.853e+02,1.459e+02,291,299
NCT01214239,NCT01214239,f8,3.194e-01,3.027e-01,8.867e-01,1.911e+01,6.863e-21,7,-3.765e+02,7.709e+02,8.041e+02,2.241e+02,285,293
NCT01204294,NCT01204294,f8,4.552e-01,4.281e-01,5.855e-01,1.683e+01,2.233e-55,27,-4.911e+02,1.040e+03,1.166e+03,1.865e+02,544,572
NCT01792518,NCT01792518,f8,4.022e-01,3.901e-01,8.419e-01,3.335e+01,2.213e-35,7,-4.386e+02,8.952e+02,9.301e+02,2.460e+02,347,355
NCT01210001,NCT01210001,f8,3.091e-01,2.932e-01,8.447e-01,1.936e+01,3.138e-32,11,-6.040e+02,1.234e+03,1.288e+03,3.396e+02,476,488
NCT01177813,NCT01177813,f8,3.400e-01,3.285e-01,7.583e-01,2.940e+01,3.820e-67,15,-9.880e+02,2.010e+03,2.091e+03,4.923e+02,856,872
NCT01159600,NCT01159600,f8,3.770e-01,3.716e-01,6.958e-01,7.063e+01,1.254e-123,11,-1.363e+03,2.752e+03,2.819e+03,6.216e+02,1284,1296
NCT01167881,NCT01167881,f8,2.193e-01,2.157e-01,8.800e-01,6.119e+01,1.166e-77,7,-1.975e+03,3.969e+03,4.017e+03,1.181e+03,1525,1533
NCT01164501,NCT01164501,f8,3.878e-01,3.783e-01,7.982e-01,4.077e+01,3.066e-68,11,-8.533e+02,1.733e+03,1.792e+03,4.511e+02,708,720
NCT01370005,NCT01370005,f8,5.293e-01,5.229e-01,5.845e-01,8.231e+01,1.098e-123,11,-7.145e+02,1.455e+03,1.516e+03,2.750e+02,805,817
NCT01306214,NCT01306214,f8,3.446e-01,3.315e-01,7.168e-01,2.620e+01,8.261e-44,11,-6.021e+02,1.230e+03,1.286e+03,2.815e+02,548,560
NCT01368081,NCT01368081,f8,3.345e-01,3.303e-01,5.659e-01,7.821e+01,6.702e-92,7,-9.279e+02,1.874e+03,1.919e+03,3.487e+02,1089,1097
NCT01422876,NCT01422876,f8,3.187e-01,3.093e-01,7.747e-01,3.368e+01,6.818e-100,19,-1.605e+03,3.252e+03,3.362e+03,8.211e+02,1368,1388
NCT01708902,NCT01708902,f8,3.018e-01,2.826e-01,9.349e-01,1.568e+01,2.434e-42,19,-9.482e+02,1.938e+03,2.034e+03,6.023e+02,689,709
NCT01064687,NCT01064687,f8,3.798e-01,3.699e-01,8.328e-01,3.857e+01,2.493e-87,15,-1.180e+03,2.393e+03,2.476e+03,6.554e+02,945,961
NCT01126580,NCT01126580,f8,2.785e-01,2.684e-01,8.551e-01,2.758e+01,6.048e-49,11,-1.001e+03,2.029e+03,2.090e+03,5.748e+02,786,798
NCT01624259,NCT01624259,f8,1.962e-01,1.865e-01,7.956e-01,2.032e+01,1.776e-24,7,-6.994e+02,1.417e+03,1.456e+03,3.690e+02,583,591
NCT01769378,NCT01769378,f8,3.433e-01,3.274e-01,9.730e-01,2.159e+01,2.237e-23,7,-4.092e+02,8.365e+02,8.697e+02,2.736e+02,289,297
NCT02152371,NCT02152371,f8,3.210e-01,3.047e-01,9.144e-01,1.959e+01,1.969e-21,7,-3.921e+02,8.023e+02,8.355e+02,2.425e+02,290,298
NCT02597049,NCT02597049,f8,4.030e-01,3.867e-01,7.138e-01,2.479e+01,4.674e-39,11,-4.439e+02,9.138e+02,9.662e+02,2.058e+02,404,416
NCT01606007,NCT01606007,f8,1.371e-01,1.183e-01,1.092e+00,7.267e+00,1.456e-11,11,-7.698e+02,1.566e+03,1.621e+03,5.994e+02,503,515
NCT02284893,NCT02284893,f8,1.974e-01,1.836e-01,1.058e+00,1.430e+01,1.226e-16,7,-6.082e+02,1.234e+03,1.271e+03,4.555e+02,407,415
NCT02681094,NCT02681094,f8,1.897e-01,1.794e-01,9.253e-01,1.839e+01,2.828e-33,11,-1.169e+03,2.364e+03,2.426e+03,7.397e+02,864,876
NCT02471404,NCT02471404,f8,6.810e-02,5.658e-02,8.179e-01,5.912e+00,2.465e-09,11,-1.093e+03,2.211e+03,2.274e+03,5.954e+02,890,902
NCT01217892,NCT01217892,f8,2.951e-01,2.670e-01,6.641e-01,1.052e+01,3.452e-21,15,-3.886e+02,8.112e+02,8.787e+02,1.663e+02,377,393
NCT00707993,NCT00707993,f8,3.059e-01,2.945e-01,8.101e-01,2.688e+01,1.520e-30,7,-5.216e+02,1.061e+03,1.098e+03,2.802e+02,427,435
