trials,nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,outcome,outcome_method
54,NCT01306214,NCT01306214,f3,0.3229,0.3156,0.7566,43.95,6.105e-44,6,-634.9,1286,1320,316.5,553,560,hba1c,locf
54,NCT01368081,NCT01368081,f3,0.3415,0.3391,0.6036,141.6,1.586e-97,4,-1000,2012,2042,397.8,1092,1097,hba1c,locf
54,NCT01422876,NCT01422876,f3,0.3612,0.3565,0.8071,77.85,1.682e-126,10,-1667,3357,3420,897.1,1377,1388,hba1c,locf
54,NCT01708902,NCT01708902,f3,0.239,0.2281,0.9962,21.92,8.58e-36,10,-997.8,2020,2074,692.8,698,709,hba1c,locf
54,NCT01064687,NCT01064687,f3,0.3697,0.3644,0.8608,69.79,3.685e-90,8,-1215,2450,2499,705.4,952,961,hba1c,locf
54,NCT01126580,NCT01126580,f3,0.2735,0.268,0.8588,49.62,8.015e-52,6,-1007,2031,2068,583.3,791,798,hba1c,locf
54,NCT01624259,NCT01624259,f3,0.193,0.1875,0.8417,35.04,2.941e-26,4,-734.3,1481,1507,415.2,586,591,hba1c,locf
54,NCT01769378,NCT01769378,f3,0.3026,0.2931,1.019,31.68,6.331999999999999e-22,4,-424.4,860.9,883,303.1,292,297,hba1c,locf
54,NCT02152371,NCT02152371,f3,0.3038,0.2943,0.9212,31.97,4.1229999999999995e-22,4,-395.9,803.7,825.9,248.6,293,298,hba1c,locf
54,NCT02597049,NCT02597049,f3,0.3969,0.388,0.7161,44.85,4.2189999999999997e-42,6,-447.8,911.7,943.9,209.7,409,416,hba1c,locf
54,NCT01606007,NCT01606007,f3,0.1331,0.1229,1.15,13,1.053e-13,6,-799.2,1614,1648,671.8,508,515,hba1c,locf
54,NCT02284893,NCT02284893,f3,0.173,0.1649,1.069,21.44,4.455e-16,4,-614.2,1240,1265,468.9,410,415,hba1c,locf
54,NCT02681094,NCT02681094,f3,0.1935,0.1879,0.9275,34.75,9.556e-38,6,-1174,2363,2401,747.5,869,876,hba1c,locf
54,NCT02471404,NCT02471404,f3,0.06822,0.06198,0.7765,10.92,9.219e-12,6,-1048,2112,2151,539.6,895,902,hba1c,locf
54,NCT01217892,NCT01217892,f3,0.2722,0.257,0.6605,17.95,8.201e-23,8,-390.1,800.2,839.9,167.5,384,393,hba1c,locf
54,NCT00707993,NCT00707993,f3,0.4659,0.461,0.5586,93.79,2.727e-57,4,-361.4,734.8,759.2,134.2,430,435,hba1c,locf
54,NCT00856284,NCT00856284,f3,0.349,0.3475,0.6358,233.5,3.0029999999999996e-239,6,-2527,5071,5118,1056,2613,2620,hba1c,locf
54,NCT01289119,NCT01289119,f3,0.4876,0.4833,0.6564,115.8,2.386e-69,4,-488.5,989,1014,209.8,487,492,hba1c,locf
54,NCT00968708,NCT00968708,f3,0.4454,0.445,1.01,1060,0,4,-7547,15110,15140,5387,5277,5282,hba1c,locf
54,NCT00286429,NCT00286429,f3,0.5449,0.5376,0.8724,74.83,4.215e-61,6,-486.3,988.7,1020,285.4,375,382,hba1c,locf
54,NCT01023581,NCT01023581,f3,0.302,0.2889,0.8869,23.15,1.074e-49,14,-984.8,2002,2076,589.2,749,764,hba1c,locf
54,NCT01890122,NCT01890122,f3,0.3146,0.306,0.8985,36.33,1.997e-47,8,-837.7,1695,1740,511,633,642,hba1c,locf
54,NCT00286442,NCT00286442,f3,0.4182,0.4113,0.7651,60.97,7.998e-57,6,-590.5,1197,1231,298,509,516,hba1c,locf
54,NCT00306384,NCT00306384,f3,0.2138,0.2127,1.057,183.3,4.597e-139,4,-3979,7971,8006,3013,2695,2700,hba1c,locf
54,NCT00286455,NCT00286455,f3,0.4427,0.432,0.7511,41.7,2.6e-37,6,-361.2,738.4,768.6,177.7,315,322,hba1c,locf
54,NCT00286468,NCT00286468,f3,0.459,0.4524,0.7263,69.15,3.762e-62,6,-541.7,1099,1133,258,489,496,hba1c,locf
54,NCT00286494,NCT00286494,f3,0.396,0.3884,0.7903,52.33,1.686e-49,6,-571.7,1159,1193,299.2,479,486,hba1c,locf
54,NCT01778049,NCT01778049_b,f3,0.3691,0.3589,0.7317,36.27,7.368e-24,4,-277.4,566.9,588.1,132.8,248,253,hba1c,locf
54,NCT01778049,NCT01778049_a,f3,0.4282,0.4177,0.6629,41,1.2570000000000001e-025,4,-223.2,458.4,478.9,96.22,219,224,hba1c,locf
54,NCT02489968,NCT02489968,f3,0.5582,0.5501,0.5311,69.17,6.471e-73,8,-346.8,713.7,754.7,123.5,438,447,hba1c,locf
54,NCT01734785,NCT01734785,f3,0.3197,0.307,0.8816,25.06,2.33e-24,6,-419.3,854.5,884.8,248.7,320,327,hba1c,locf
54,NCT01719003,NCT01719003,f3,0.3029,0.2945,1.067,35.88,8.312e-92,16,-1976,3988,4082,1503,1321,1338,hba1c,locf
54,NCT01075282,NCT01075282,f3,0.4609,0.4568,0.7625,113.4,2.7349999999999996e-103,6,-918.2,1852,1890,462.8,796,803,hba1c,locf
54,NCT01191268,NCT01191268,f3,0.1339,0.1277,1.01,21.8,6.551e-24,6,-1215,2447,2485,863.3,846,853,hba1c,locf
54,NCT01621178,NCT01621178,f3,0.2351,0.2266,0.9656,27.56,1.011e-28,6,-750.7,1517,1552,501.6,538,545,hba1c,locf
54,NCT00641043,NCT00641043,f4,0.2502,0.2383,0.9712,20.91,3.562e-21,6,-528.7,1073,1105,354.6,376,383,hba1c,locf
54,NCT00621140,NCT00621140,f4,0.2791,0.2703,0.8875,31.62,3.658e-32,6,-642.4,1301,1334,385.9,490,497,hba1c,locf
54,NCT00601250,NCT00601250,f4,0.3399,0.3342,0.7916,58.88,9.096e-59,6,-817.9,1652,1688,429.9,686,693,hba1c,locf
54,NCT00602472,NCT00602472,f4,0.3401,0.3363,0.7826,89.52,1.381e-90,6,-1228,2472,2511,638.3,1042,1049,hba1c,locf
54,NCT00622284,NCT00622284,f4,0.4845,0.4825,0.655,239.1,1.7439999999999998e-215,6,-1523,3062,3105,654.8,1526,1533,hba1c,locf
54,NCT00654381,NCT00654381,f4,0.4978,0.4868,0.7951,45.27,4.626e-74,12,-660.8,1350,1410,346.4,548,561,hba1c,locf
54,NCT00954447,NCT00954447,f4,0.4188,0.416,0.7906,147.6,5.0589999999999996e-141,6,-1460,2936,2977,768.2,1229,1236,hba1c,locf
54,NCT00798161,NCT00798161,f4,0.3713,0.3561,0.9149,24.54,1.647e-63,18,-1011,2061,2154,626.2,748,767,hba1c,locf
54,NCT00915772,NCT00915772,f4,0.467,0.4583,0.7889,53.93,4.524e-70,9,-661.5,1345,1393,344.8,554,564,hba1c,locf
54,NCT01438814,NCT01438814,f4,0.2783,0.2719,0.8027,43.33,8.134e-45,6,-813.1,1642,1678,434.3,674,681,hba1c,locf
54,NCT01215097,NCT01215097,f4,0.4292,0.4175,0.7245,36.6,5.6889999999999995e-33,6,-324.4,664.7,694.3,153.3,292,299,hba1c,locf
54,NCT01214239,NCT01214239,f4,0.3337,0.3197,0.8512,23.87,7.327999999999999e-23,6,-365,746,775.5,207.2,286,293,hba1c,locf
54,NCT01204294,NCT01204294,f4,0.4316,0.4099,0.5965,19.89,1.8939999999999994e-54,21,-504.8,1056,1156,195.7,550,572,hba1c,locf
54,NCT01792518,NCT01792518,f4,0.4131,0.403,0.8025,40.83,1.431e-37,6,-422.1,860.2,891.2,224.1,348,355,hba1c,locf
54,NCT01210001,NCT01210001,f4,0.3141,0.3012,0.8319,24.32,2.4799999999999997e-34,9,-597.6,1217,1263,330.8,478,488,hba1c,locf
54,NCT01177813,NCT01177813,f4,0.3439,0.3347,0.7492,37.52,1.506e-70,12,-979,1986,2053,482.1,859,872,hba1c,locf
54,NCT01159600,NCT01159600,f4,0.3815,0.3772,0.692,88.13,1.391e-127,9,-1357,2736,2793,615.9,1286,1296,hba1c,locf
54,NCT01167881,NCT01167881,f4,0.3798,0.3773,0.7843,155.7,2.179e-154,6,-1799,3615,3657,938.7,1526,1533,hba1c,locf
54,NCT01164501,NCT01164501,f4,0.4603,0.4534,0.7248,67.27,4.182e-89,9,-784.8,1592,1642,372.9,710,720,hba1c,locf
54,NCT01370005,NCT01370005,f4,0.5179,0.5125,0.5902,96.33,1.604e-121,9,-723.5,1469,1521,281.1,807,817,hba1c,locf
54,NCT01306214,NCT01306214,f4,0.325,0.3139,0.7575,29.42,7.103999999999999e-42,9,-634,1290,1338,315.6,550,560,hba1c,locf
54,NCT01368081,NCT01368081,f4,0.3462,0.3426,0.602,96.17,4.912e-97,6,-996.3,2009,2049,395,1090,1097,hba1c,locf
54,NCT01422876,NCT01422876,f4,0.3634,0.3564,0.8072,52.21,6.0479999999999995e-123,15,-1664,3362,3451,893.9,1372,1388,hba1c,locf
54,NCT01708902,NCT01708902,f4,0.2423,0.2259,0.9977,14.77,3.5069999999999996e-33,15,-996.3,2027,2104,689.8,693,709,hba1c,locf
54,NCT01064687,NCT01064687,f4,0.378,0.3701,0.8569,48.01,2.895e-89,12,-1209,2445,2513,696.1,948,961,hba1c,locf
54,NCT01126580,NCT01126580,f4,0.2823,0.2741,0.8551,34.45,2.227e-51,9,-1002,2027,2078,576.2,788,798,hba1c,locf
54,NCT01624259,NCT01624259,f4,0.1934,0.1851,0.843,23.34,9.178e-25,6,-734.1,1484,1519,415,584,591,hba1c,locf
54,NCT01769378,NCT01769378,f4,0.3277,0.3138,1.004,23.56,1.184e-22,6,-419,854,883.5,292.2,290,297,hba1c,locf
54,NCT02152371,NCT02152371,f4,0.3176,0.3035,0.9152,22.57,8.003e-22,6,-392.9,801.8,831.3,243.7,291,298,hba1c,locf
54,NCT02597049,NCT02597049,f4,0.3979,0.3846,0.7181,29.81,8.078e-40,9,-447.5,916.9,961.3,209.4,406,416,hba1c,locf
54,NCT01606007,NCT01606007,f4,0.137,0.1216,1.151,8.907,1.645e-12,9,-798.1,1618,1665,668.8,505,515,hba1c,locf
54,NCT02284893,NCT02284893,f4,0.194,0.1821,1.058,16.37,6.461e-17,6,-608.9,1234,1266,457,408,415,hba1c,locf
54,NCT02681094,NCT02681094,f4,0.1978,0.1895,0.9266,23.73,1.8499999999999997e-36,9,-1171,2364,2417,743.5,866,876,hba1c,locf
54,NCT02471404,NCT02471404,f4,0.0728,0.06345,0.7759,7.782,4.313e-11,9,-1046,2114,2167,537,892,902,hba1c,locf
54,NCT01217892,NCT01217892,f4,0.2845,0.2619,0.6584,12.59,1.06e-21,12,-386.8,801.5,857.1,164.7,380,393,hba1c,locf
54,NCT00707993,NCT00707993,f4,0.4676,0.4601,0.559,62.65,1.329e-55,6,-360.7,737.4,770,133.7,428,435,hba1c,locf
54,NCT00856284,NCT00856284,f4,0.3543,0.3521,0.6335,159.1,2.237e-240,9,-2517,5055,5120,1048,2610,2620,hba1c,locf
54,NCT01289119,NCT01289119,f4,0.4878,0.4814,0.6576,76.98,2.4939999999999997e-67,6,-488.4,992.7,1026,209.7,485,492,hba1c,locf
54,NCT00968708,NCT00968708,f4,0.4498,0.4492,1.007,718.8,0,6,-7526,15070,15120,5344,5275,5282,hba1c,locf
54,NCT00286429,NCT00286429,f4,0.5526,0.5417,0.8685,51.05,1.085e-59,9,-483.1,988.2,1032,280.6,372,382,hba1c,locf
54,NCT01023581,NCT01023581,f4,0.30620000000000003,0.2866,0.8884,15.6,4.462999999999999e-46,21,-982.5,2011,2118,585.6,742,764,hba1c,locf
54,NCT01890122,NCT01890122,f4,0.3212,0.3083,0.897,24.81,1.129e-45,12,-834.6,1697,1760,506.1,629,642,hba1c,locf
54,NCT00286442,NCT00286442,f4,0.4274,0.4172,0.7612,41.97,6.416999999999999e-56,9,-586.4,1195,1241,293.2,506,516,hba1c,locf
54,NCT00306384,NCT00306384,f4,0.2308,0.229,1.046,134.6,1.872e-149,6,-3950,7916,7963,2948,2693,2700,hba1c,locf
54,NCT00286455,NCT00286455,f4,0.4558,0.4401,0.7458,29.04,1.6739999999999998e-36,9,-357.4,736.7,778.2,173.5,312,322,hba1c,locf
54,NCT00286468,NCT00286468,f4,0.4875,0.478,0.7091,51.37,4.643e-65,9,-528.2,1078,1125,244.4,486,496,hba1c,locf
54,NCT00286494,NCT00286494,f4,0.4011,0.3898,0.7894,35.42,7.847e-48,9,-569.6,1161,1207,296.6,476,486,hba1c,locf
54,NCT01778049,NCT01778049_b,f4,0.3747,0.3594,0.7315,24.56,9.358e-23,6,-276.3,568.6,596.9,131.6,246,253,hba1c,locf
54,NCT01778049,NCT01778049_a,f4,0.4299,0.4141,0.6649,27.27,3.793e-24,6,-222.9,461.7,489,95.93,217,224,hba1c,locf
54,NCT02489968,NCT02489968,f4,0.5625,0.5504,0.5309,46.5,3.021e-70,12,-344.6,717.3,774.7,122.3,434,447,hba1c,locf
54,NCT01734785,NCT01734785,f4,0.3232,0.304,0.8835,16.82,1.2269999999999998e-22,9,-418.4,858.8,900.5,247.4,317,327,hba1c,locf
54,NCT01719003,NCT01719003,f4,0.309,0.2964,1.065,24.47,2.837e-88,24,-1970,3993,4128,1489,1313,1338,hba1c,locf
54,NCT01075282,NCT01075282,f4,0.4772,0.4712,0.7523,80.41,1.778e-105,9,-905.9,1834,1885,448.8,793,803,hba1c,locf
54,NCT01191268,NCT01191268,f4,0.1361,0.1268,1.011,14.75,2.2299999999999996e-22,9,-1214,2451,2503,861.2,843,853,hba1c,locf
54,NCT01621178,NCT01621178,f4,0.2393,0.2265,0.9656,18.7,3.227e-27,9,-749.2,1520,1568,498.8,535,545,hba1c,locf
54,NCT00641043,NCT00641043,f5,0.239,0.233,0.9745,39.67,2.562e-22,3,-531.6,1073,1093,359.9,379,383,hba1c,bocf
54,NCT00621140,NCT00621140,f5,0.2785,0.2742,0.8851,63.45,1.054e-34,3,-642.6,1295,1316,386.2,493,497,hba1c,bocf
54,NCT00601250,NCT00601250,f5,0.3358,0.3329,0.7923,116.1,7.379999999999999e-61,3,-820,1650,1673,432.6,689,693,hba1c,bocf
54,NCT00602472,NCT00602472,f5,0.3334,0.3315,0.7855,174.2,1.373e-91,3,-1233,2476,2501,644.8,1045,1049,hba1c,bocf
54,NCT00622284,NCT00622284,f5,0.4806,0.4796,0.6569,471.7,6.3819999999999996e-217,3,-1529,3068,3095,659.7,1529,1533,hba1c,bocf
54,NCT00654381,NCT00654381,f5,0.4951,0.4887,0.7936,77.46,5.877e-78,7,-662.3,1343,1382,348.3,553,561,hba1c,bocf
54,NCT00954447,NCT00954447,f5,0.4104,0.4089,0.7954,285.8,8.604e-141,3,-1469,2948,2973,779.4,1232,1236,hba1c,bocf
54,NCT00798161,NCT00798161,f5,0.3638,0.3545,0.9161,39.24,6.196999999999999e-67,11,-1015,2056,2117,633.7,755,767,hba1c,bocf
54,NCT00915772,NCT00915772,f5,0.4569,0.452,0.7935,93.88,1.197e-71,5,-666.8,1348,1378,351.3,558,564,hba1c,bocf
54,NCT01438814,NCT01438814,f5,0.2763,0.2731,0.8021,86.15,3.202e-47,3,-814.1,1638,1661,435.6,677,681,hba1c,bocf
54,NCT01215097,NCT01215097,f5,0.4412,0.4356,0.7132,77.65,4.76e-37,3,-321.2,652.4,670.9,150,295,299,hba1c,bocf
54,NCT01214239,NCT01214239,f5,0.3316,0.3247,0.8481,47.8,4.073e-25,3,-365.5,740.9,759.3,207.9,289,293,hba1c,bocf
54,NCT01204294,NCT01204294,f5,0.4203,0.4068,0.5981,31.12,7.95e-58,13,-510.5,1051,1116,199.6,558,572,hba1c,bocf
54,NCT01792518,NCT01792518,f5,0.405,0.3999,0.8046,79.63,2.577e-39,3,-424.5,859.1,878.4,227.2,351,355,hba1c,bocf
54,NCT01210001,NCT01210001,f5,0.3051,0.2979,0.8338,42.32,3.91e-36,5,-600.7,1215,1245,335.1,482,488,hba1c,bocf
54,NCT01177813,NCT01177813,f5,0.343,0.3377,0.7475,64.45,1.231e-74,7,-979.5,1977,2020,482.8,864,872,hba1c,bocf
54,NCT01159600,NCT01159600,f5,0.3745,0.3721,0.6949,154.5,1.059e-128,5,-1364,2742,2778,622.9,1290,1296,hba1c,bocf
54,NCT01167881,NCT01167881,f5,0.3692,0.368,0.7902,298.3,1.8979999999999998e-152,3,-1812,3634,3661,954.7,1529,1533,hba1c,bocf
54,NCT01164501,NCT01164501,f5,0.4572,0.4534,0.7248,120.3,2.894e-92,5,-786.8,1588,1620,375,714,720,hba1c,bocf
54,NCT01370005,NCT01370005,f5,0.5115,0.5085,0.5927,169.8,1.569e-123,5,-728.9,1472,1505,284.9,811,817,hba1c,bocf
54,NCT01306214,NCT01306214,f5,0.3295,0.3234,0.7522,54.45,5.4809999999999996e-46,5,-632.1,1278,1309,313.5,554,560,hba1c,bocf
54,NCT01368081,NCT01368081,f5,0.3414,0.3396,0.6033,188.9,1.1419999999999999e-98,3,-1000,2011,2036,397.9,1093,1097,hba1c,bocf
54,NCT01422876,NCT01422876,f5,0.3612,0.3571,0.8068,86.59,1.6179999999999998e-127,9,-1666,3355,3413,897,1378,1388,hba1c,bocf
54,NCT01708902,NCT01708902,f5,0.2553,0.2457,0.9848,26.62,1.109e-39,9,-990.2,2002,2053,677.9,699,709,hba1c,bocf
54,NCT01064687,NCT01064687,f5,0.3615,0.3568,0.8659,77.07,1.7419999999999998e-088,7,-1221,2460,2504,714.6,953,961,hba1c,bocf
54,NCT01126580,NCT01126580,f5,0.2744,0.2698,0.8577,59.89,6.043999999999999e-53,5,-1007,2028,2060,582.6,792,798,hba1c,bocf
54,NCT01624259,NCT01624259,f5,0.1917,0.1876,0.8417,46.42,6.254e-27,3,-734.7,1479,1501,415.8,587,591,hba1c,bocf
54,NCT01769378,NCT01769378,f5,0.2937,0.2865,1.024,40.61,5.627e-22,3,-426.3,862.6,881.1,306.9,293,297,hba1c,bocf
54,NCT02152371,NCT02152371,f5,0.3084,0.3013,0.9166,43.7,2.2119999999999998e-23,3,-394.9,799.8,818.2,247,294,298,hba1c,bocf
54,NCT02597049,NCT02597049,f5,0.3995,0.3921,0.7137,54.54,2.273e-43,5,-446.9,907.9,936.1,208.8,410,416,hba1c,bocf
54,NCT01606007,NCT01606007,f5,0.1234,0.1147,1.155,14.33,3.897e-13,5,-802.1,1618,1648,679.4,509,515,hba1c,bocf
54,NCT02284893,NCT02284893,f5,0.1728,0.1668,1.068,28.62,7.934e-17,3,-614.2,1238,1259,469,411,415,hba1c,bocf
54,NCT02681094,NCT02681094,f5,0.1864,0.1817,0.931,39.87,5.919e-37,5,-1177,2369,2402,754,870,876,hba1c,bocf
54,NCT02471404,NCT02471404,f5,0.05802,0.05276,0.7803,11.04,2.481e-10,5,-1053,2120,2154,545.5,896,902,hba1c,bocf
54,NCT01217892,NCT01217892,f5,0.2766,0.2634,0.6577,21.03,5.659e-24,7,-388.9,795.8,831.6,166.5,385,393,hba1c,bocf
54,NCT00707993,NCT00707993,f5,0.4651,0.4613,0.5584,124.9,3.194e-58,3,-361.7,733.5,753.9,134.4,431,435,hba1c,bocf
54,NCT00856284,NCT00856284,f5,0.3482,0.3469,0.636,279.3,8.596e-240,5,-2529,5072,5113,1058,2614,2620,hba1c,bocf
54,NCT01289119,NCT01289119,f5,0.4853,0.4821,0.6572,153.4,5.155e-70,3,-489.6,989.1,1010,210.8,488,492,hba1c,bocf
54,NCT00968708,NCT00968708,f5,0.444,0.4436,1.012,1405,0,3,-7554,15120,15150,5401,5278,5282,hba1c,bocf
54,NCT00286429,NCT00286429,f5,0.5489,0.5429,0.8674,91.49,8.204e-63,5,-484.7,983.3,1011,282.9,376,382,hba1c,bocf
54,NCT01023581,NCT01023581,f5,0.3099,0.2979,0.8813,25.9,3.42e-52,13,-980.5,1991,2060,582.5,750,764,hba1c,bocf
54,NCT01890122,NCT01890122,f5,0.3331,0.3257,0.8856,45.24,5.998e-52,7,-828.9,1676,1716,497.2,634,642,hba1c,bocf
54,NCT00286442,NCT00286442,f5,0.4206,0.4149,0.7627,74.05,3.043e-58,5,-589.4,1193,1223,296.7,510,516,hba1c,bocf
54,NCT00306384,NCT00306384,f5,0.21,0.2092,1.06,239,1.757e-137,3,-3986,7982,8011,3028,2696,2700,hba1c,bocf
54,NCT00286455,NCT00286455,f5,0.4407,0.4319,0.7513,49.8,5.996e-38,5,-361.8,737.6,764,178.3,316,322,hba1c,bocf
54,NCT00286468,NCT00286468,f5,0.4535,0.448,0.7292,81.33,4.519e-62,5,-544.2,1102,1132,260.6,490,496,hba1c,bocf
54,NCT00286494,NCT00286494,f5,0.4037,0.3975,0.7844,64.99,9.535999999999999e-52,5,-568.6,1151,1180,295.4,480,486,hba1c,bocf
54,NCT01778049,NCT01778049_b,f5,0.3696,0.362,0.73,48.67,8.688000000000001e-25,3,-277.3,564.7,582.3,132.7,249,253,hba1c,bocf
54,NCT01778049,NCT01778049_a,f5,0.4263,0.4184,0.6625,54.49,2.2370000000000003e-26,3,-223.6,457.2,474.2,96.55,220,224,hba1c,bocf
54,NCT02489968,NCT02489968,f5,0.558,0.551,0.5306,79.17,7.588e-74,7,-346.9,711.8,748.8,123.6,439,447,hba1c,bocf
54,NCT01734785,NCT01734785,f5,0.3183,0.3076,0.8812,29.97,5.598000000000001e-25,5,-419.6,853.2,879.7,249.2,321,327,hba1c,bocf
54,NCT01719003,NCT01719003,f5,0.2995,0.2915,1.069,37.68,3.187e-91,15,-1979,3993,4081,1510,1322,1338,hba1c,bocf
54,NCT01075282,NCT01075282,f5,0.4616,0.4582,0.7616,136.6,1.363e-104,5,-917.7,1849,1882,462.2,797,803,hba1c,bocf
54,NCT01191268,NCT01191268,f5,0.1314,0.1263,1.011,25.62,3.988e-24,5,-1217,2447,2481,865.8,847,853,hba1c,bocf
54,NCT01621178,NCT01621178,f5,0.2369,0.2298,0.9635,33.46,9.039999999999999e-30,5,-750.1,1514,1544,500.4,539,545,hba1c,bocf
54,NCT00641043,NCT00641043,f6,0.2411,0.231,0.9758,23.95,6.2600000000000005e-21,5,-531,1076,1104,359,377,383,hba1c,bocf
54,NCT00621140,NCT00621140,f6,0.2847,0.2774,0.8831,39.08,8.551999999999999e-34,5,-640.4,1295,1324,383,491,497,hba1c,bocf
54,NCT00601250,NCT00601250,f6,0.3399,0.3351,0.791,70.75,1.043e-59,5,-817.9,1650,1682,429.9,687,693,hba1c,bocf
54,NCT00602472,NCT00602472,f6,0.3404,0.3373,0.7821,107.7,9.921e-92,5,-1228,2469,2504,638,1043,1049,hba1c,bocf
54,NCT00622284,NCT00622284,f6,0.4818,0.4801,0.6566,284,5.342e-215,5,-1527,3068,3106,658.2,1527,1533,hba1c,bocf
54,NCT00654381,NCT00654381,f6,0.4961,0.486,0.7957,49.14,1.585e-74,11,-661.7,1349,1406,347.6,549,561,hba1c,bocf
54,NCT00954447,NCT00954447,f6,0.4127,0.4103,0.7945,172.8,2.213e-139,5,-1466,2947,2983,776.3,1230,1236,hba1c,bocf
54,NCT00798161,NCT00798161,f6,0.3661,0.3517,0.9181,25.45,6.164000000000001e-63,17,-1014,2065,2154,631.3,749,767,hba1c,bocf
54,NCT00915772,NCT00915772,f6,0.4659,0.4582,0.789,60.51,9.826e-71,8,-662.1,1344,1388,345.5,555,564,hba1c,bocf
54,NCT01438814,NCT01438814,f6,0.2772,0.2719,0.8028,51.78,1.783e-45,5,-813.7,1641,1673,435,675,681,hba1c,bocf
54,NCT01215097,NCT01215097,f6,0.4453,0.4359,0.713,47.05,1.291e-35,5,-320.1,654.2,680.1,148.9,293,299,hba1c,bocf
54,NCT01214239,NCT01214239,f6,0.339,0.3274,0.8464,29.43,4.205e-24,5,-363.9,741.7,767.5,205.6,287,293,hba1c,bocf
54,NCT01204294,NCT01204294,f6,0.4364,0.416,0.5934,21.33,4.343e-56,20,-502.4,1049,1145,194,551,572,hba1c,bocf
54,NCT01792518,NCT01792518,f6,0.4207,0.4124,0.7962,50.69,2.046e-39,5,-419.8,853.6,880.7,221.2,349,355,hba1c,bocf
54,NCT01210001,NCT01210001,f6,0.3183,0.3069,0.8285,27.95,1.104e-35,8,-596.1,1212,1254,328.8,479,488,hba1c,bocf
54,NCT01177813,NCT01177813,f6,0.3501,0.3418,0.7452,42.11,4.28e-73,11,-974.8,1976,2038,477.6,860,872,hba1c,bocf
54,NCT01159600,NCT01159600,f6,0.3806,0.3767,0.6923,98.85,3.3979999999999997e-128,8,-1358,2736,2787,616.8,1287,1296,hba1c,bocf
54,NCT01167881,NCT01167881,f6,0.3798,0.3778,0.784,187.1,1.402e-155,5,-1799,3612,3650,938.6,1527,1533,hba1c,bocf
54,NCT01164501,NCT01164501,f6,0.4607,0.4546,0.724,75.92,3.5100000000000004e-90,8,-784.5,1589,1635,372.6,711,720,hba1c,bocf
54,NCT01370005,NCT01370005,f6,0.52,0.5153,0.5886,109.4,2.5459999999999998e-123,8,-721.7,1463,1510,279.9,808,817,hba1c,bocf
54,NCT01306214,NCT01306214,f6,0.3315,0.3217,0.7531,34.15,8.832e-44,8,-631.3,1283,1326,312.5,551,560,hba1c,bocf
54,NCT01368081,NCT01368081,f6,0.346,0.343,0.6018,115.5,4.7709999999999995e-98,5,-996.4,2007,2042,395.1,1091,1097,hba1c,bocf
54,NCT01422876,NCT01422876,f6,0.3634,0.3569,0.8069,55.98,7.961999999999999e-124,14,-1664,3360,3444,893.9,1373,1388,hba1c,bocf
54,NCT01708902,NCT01708902,f6,0.258,0.243,0.9866,17.24,8.549e-37,14,-988.9,2010,2083,675.5,694,709,hba1c,bocf
54,NCT01064687,NCT01064687,f6,0.3698,0.3625,0.8621,50.62,1.8059999999999998e-87,11,-1215,2456,2519,705.3,949,961,hba1c,bocf
54,NCT01126580,NCT01126580,f6,0.2841,0.2768,0.8535,39.13,1.361e-52,8,-1001,2023,2070,574.8,789,798,hba1c,bocf
54,NCT01624259,NCT01624259,f6,0.192,0.1851,0.843,27.8,2.711e-25,5,-734.6,1483,1514,415.7,585,591,hba1c,bocf
54,NCT01769378,NCT01769378,f6,0.3202,0.3085,1.008,27.42,1.006e-22,5,-420.6,855.3,881.1,295.4,291,297,hba1c,bocf
54,NCT02152371,NCT02152371,f6,0.3183,0.3066,0.9131,27.27,1.255e-22,5,-392.7,799.5,825.3,243.5,292,298,hba1c,bocf
54,NCT02597049,NCT02597049,f6,0.4008,0.389,0.7155,34.03,5.220999999999999e-41,8,-446.5,912.9,953.3,208.4,407,416,hba1c,bocf
54,NCT01606007,NCT01606007,f6,0.1284,0.1146,1.155,9.319,5.028e-12,8,-800.6,1621,1664,675.5,506,515,hba1c,bocf
54,NCT02284893,NCT02284893,f6,0.1944,0.1846,1.057,19.74,1.235e-17,5,-608.8,1232,1260,456.8,409,415,hba1c,bocf
54,NCT02681094,NCT02681094,f6,0.1916,0.1841,0.9296,25.68,9.042e-36,8,-1175,2369,2417,749.3,867,876,hba1c,bocf
54,NCT02471404,NCT02471404,f6,0.0623,0.05389,0.7798,7.416,1.357e-9,8,-1051,2122,2170,543.1,893,902,hba1c,bocf
54,NCT01217892,NCT01217892,f6,0.2849,0.2642,0.6573,13.8,2.526e-22,11,-386.7,799.3,851,164.6,381,393,hba1c,bocf
54,NCT00707993,NCT00707993,f6,0.4668,0.4606,0.5588,75.11,2.0289999999999999e-56,5,-361,736.1,764.6,133.9,429,435,hba1c,bocf
54,NCT00856284,NCT00856284,f6,0.3535,0.3515,0.6338,178.4,8.587e-241,8,-2518,5057,5116,1049,2611,2620,hba1c,bocf
54,NCT01289119,NCT01289119,f6,0.4857,0.4804,0.6583,91.79,6.554999999999999e-68,5,-489.4,992.7,1022,210.6,486,492,hba1c,bocf
54,NCT00968708,NCT00968708,f6,0.4474,0.4469,1.009,854.3,0,5,-7537,15090,15130,5368,5276,5282,hba1c,bocf
