trials,nct_id,models,term,estimate,std.error,outcome,nct_id2,outcome_method
54,NCT01368081,b1,arm_f_2_uaa10734,-0.406,0.538,hba1c,NCT01368081,baseline
54,NCT01368081,b1,sex:age10,-0.047,0.075,hba1c,NCT01368081,baseline
54,NCT01368081,b1,sex:arm_f_2_uaa10734,0.428,0.627,hba1c,NCT01368081,baseline
54,NCT01368081,b1,age10:arm_f_2_uaa10734,0.054,0.086,hba1c,NCT01368081,baseline
54,NCT01368081,b1,sex:age10:arm_f_2_uaa10734,-0.054,0.101,hba1c,NCT01368081,baseline
54,NCT01422876,b1,(Intercept),9.188,0.419,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex,-0.356,0.571,hba1c,NCT01422876,baseline
54,NCT01422876,b1,age10,-0.218,0.076,hba1c,NCT01422876,baseline
54,NCT01422876,b1,arm_f_2_uaa10768,-0.365,0.591,hba1c,NCT01422876,baseline
54,NCT01422876,b1,arm_f_2_uaa10769,-0.478,0.621,hba1c,NCT01422876,baseline
54,NCT01422876,b1,arm_f_2_uaa10770,-0.707,0.643,hba1c,NCT01422876,baseline
54,NCT01422876,b1,arm_f_2_uaa10771,-0.873,0.616,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:age10,0.08,0.102,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:arm_f_2_uaa10768,-0.17,0.811,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:arm_f_2_uaa10769,0.238,0.847,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:arm_f_2_uaa10770,0.234,0.85,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:arm_f_2_uaa10771,0.872,0.827,hba1c,NCT01422876,baseline
54,NCT01422876,b1,age10:arm_f_2_uaa10768,0.084,0.106,hba1c,NCT01422876,baseline
54,NCT01422876,b1,age10:arm_f_2_uaa10769,0.075,0.11,hba1c,NCT01422876,baseline
54,NCT01422876,b1,age10:arm_f_2_uaa10770,0.139,0.115,hba1c,NCT01422876,baseline
54,NCT01422876,b1,age10:arm_f_2_uaa10771,0.145,0.11,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:age10:arm_f_2_uaa10768,-0.011,0.145,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:age10:arm_f_2_uaa10769,-0.028,0.151,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:age10:arm_f_2_uaa10770,-0.067,0.151,hba1c,NCT01422876,baseline
54,NCT01422876,b1,sex:age10:arm_f_2_uaa10771,-0.155,0.147,hba1c,NCT01422876,baseline
54,NCT01708902,b1,(Intercept),9.486,0.903,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex,-0.366,1.05,hba1c,NCT01708902,baseline
54,NCT01708902,b1,age10,-0.163,0.168,hba1c,NCT01708902,baseline
54,NCT01708902,b1,arm_f_2_uaa10873,0.038,1.11,hba1c,NCT01708902,baseline
54,NCT01708902,b1,arm_f_2_uaa10874,-0.525,1.178,hba1c,NCT01708902,baseline
54,NCT01708902,b1,arm_f_2_uaa10875,-0.543,1.162,hba1c,NCT01708902,baseline
54,NCT01708902,b1,arm_f_2_uaa10876,-1.489,1.169,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:age10,0.078,0.196,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:arm_f_2_uaa10873,-1.269,1.343,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:arm_f_2_uaa10874,-0.202,1.416,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:arm_f_2_uaa10875,0.225,1.385,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:arm_f_2_uaa10876,1.102,1.384,hba1c,NCT01708902,baseline
54,NCT01708902,b1,age10:arm_f_2_uaa10873,-0.001,0.208,hba1c,NCT01708902,baseline
54,NCT01708902,b1,age10:arm_f_2_uaa10874,0.106,0.222,hba1c,NCT01708902,baseline
54,NCT01708902,b1,age10:arm_f_2_uaa10875,0.132,0.216,hba1c,NCT01708902,baseline
54,NCT01708902,b1,age10:arm_f_2_uaa10876,0.255,0.219,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:age10:arm_f_2_uaa10873,0.246,0.254,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:age10:arm_f_2_uaa10874,0.052,0.269,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:age10:arm_f_2_uaa10875,-0.101,0.26,hba1c,NCT01708902,baseline
54,NCT01708902,b1,sex:age10:arm_f_2_uaa10876,-0.178,0.26,hba1c,NCT01708902,baseline
54,NCT01064687,b1,(Intercept),7.14,0.962,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex,0.898,1.243,hba1c,NCT01064687,baseline
54,NCT01064687,b1,age10,0.163,0.176,hba1c,NCT01064687,baseline
54,NCT01064687,b1,arm_f_2_uaa10527,0.715,1.218,hba1c,NCT01064687,baseline
54,NCT01064687,b1,arm_f_2_uaa10529,1.156,1.19,hba1c,NCT01064687,baseline
54,NCT01064687,b1,arm_f_2_uaa10530,0.302,1.153,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:age10,-0.155,0.225,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:arm_f_2_uaa10527,-0.65,1.568,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:arm_f_2_uaa10529,-0.548,1.551,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:arm_f_2_uaa10530,0.166,1.518,hba1c,NCT01064687,baseline
54,NCT01064687,b1,age10:arm_f_2_uaa10527,-0.186,0.22,hba1c,NCT01064687,baseline
54,NCT01064687,b1,age10:arm_f_2_uaa10529,-0.212,0.215,hba1c,NCT01064687,baseline
54,NCT01064687,b1,age10:arm_f_2_uaa10530,-0.101,0.209,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:age10:arm_f_2_uaa10527,0.2,0.282,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:age10:arm_f_2_uaa10529,0.116,0.278,hba1c,NCT01064687,baseline
54,NCT01064687,b1,sex:age10:arm_f_2_uaa10530,0.058,0.273,hba1c,NCT01064687,baseline
54,NCT01126580,b1,(Intercept),8.65,0.38,hba1c,NCT01126580,baseline
54,NCT01126580,b1,sex,0.363,0.589,hba1c,NCT01126580,baseline
54,NCT01126580,b1,age10,-0.192,0.067,hba1c,NCT01126580,baseline
54,NCT01126580,b1,arm_f_2_uaa10593,-0.058,0.525,hba1c,NCT01126580,baseline
54,NCT01126580,b1,arm_f_2_uaa10595,-0.57,0.516,hba1c,NCT01126580,baseline
54,NCT01126580,b1,sex:age10,-0.059,0.105,hba1c,NCT01126580,baseline
54,NCT01126580,b1,sex:arm_f_2_uaa10593,-0.817,0.816,hba1c,NCT01126580,baseline
54,NCT01126580,b1,sex:arm_f_2_uaa10595,-0.533,0.843,hba1c,NCT01126580,baseline
54,NCT01126580,b1,age10:arm_f_2_uaa10593,-0.004,0.093,hba1c,NCT01126580,baseline
54,NCT01126580,b1,age10:arm_f_2_uaa10595,0.105,0.092,hba1c,NCT01126580,baseline
54,NCT01126580,b1,sex:age10:arm_f_2_uaa10593,0.165,0.144,hba1c,NCT01126580,baseline
54,NCT01126580,b1,sex:age10:arm_f_2_uaa10595,0.097,0.149,hba1c,NCT01126580,baseline
54,NCT01624259,b1,(Intercept),8.66,0.379,hba1c,NCT01624259,baseline
54,NCT01624259,b1,sex,0.601,0.562,hba1c,NCT01624259,baseline
54,NCT01624259,b1,age10,-0.11,0.066,hba1c,NCT01624259,baseline
54,NCT01624259,b1,arm_f_2_uaa10830,-0.294,0.514,hba1c,NCT01624259,baseline
54,NCT01624259,b1,sex:age10,-0.104,0.098,hba1c,NCT01624259,baseline
54,NCT01624259,b1,sex:arm_f_2_uaa10830,-0.239,0.778,hba1c,NCT01624259,baseline
54,NCT01624259,b1,age10:arm_f_2_uaa10830,0.064,0.089,hba1c,NCT01624259,baseline
54,NCT01624259,b1,sex:age10:arm_f_2_uaa10830,0.017,0.135,hba1c,NCT01624259,baseline
54,NCT01769378,b1,(Intercept),8.295,1.292,hba1c,NCT01769378,baseline
54,NCT01769378,b1,sex,1.454,1.583,hba1c,NCT01769378,baseline
54,NCT01769378,b1,age10,0.028,0.216,hba1c,NCT01769378,baseline
54,NCT01769378,b1,arm_f_2_uaa10919,-0.341,1.339,hba1c,NCT01769378,baseline
54,NCT01769378,b1,sex:age10,-0.283,0.268,hba1c,NCT01769378,baseline
54,NCT01769378,b1,sex:arm_f_2_uaa10919,-1.061,1.671,hba1c,NCT01769378,baseline
54,NCT01769378,b1,age10:arm_f_2_uaa10919,0.053,0.224,hba1c,NCT01769378,baseline
54,NCT01769378,b1,sex:age10:arm_f_2_uaa10919,0.195,0.284,hba1c,NCT01769378,baseline
54,NCT02152371,b1,(Intercept),8.193,0.747,hba1c,NCT02152371,baseline
54,NCT02152371,b1,sex,1.529,0.891,hba1c,NCT02152371,baseline
54,NCT02152371,b1,age10,0.024,0.121,hba1c,NCT02152371,baseline
54,NCT02152371,b1,arm_f_2_uaa11060,2.844,1.017,hba1c,NCT02152371,baseline
54,NCT02152371,b1,sex:age10,-0.26,0.145,hba1c,NCT02152371,baseline
54,NCT02152371,b1,sex:arm_f_2_uaa11060,-3.117,1.261,hba1c,NCT02152371,baseline
54,NCT02152371,b1,age10:arm_f_2_uaa11060,-0.446,0.164,hba1c,NCT02152371,baseline
54,NCT02152371,b1,sex:age10:arm_f_2_uaa11060,0.503,0.205,hba1c,NCT02152371,baseline
54,NCT02597049,b1,(Intercept),7.906,0.488,hba1c,NCT02597049,baseline
54,NCT02597049,b1,sex,-0.293,0.725,hba1c,NCT02597049,baseline
54,NCT02597049,b1,age10,-0.013,0.083,hba1c,NCT02597049,baseline
54,NCT02597049,b1,arm_f_2_uaa11175,-0.885,0.747,hba1c,NCT02597049,baseline
54,NCT02597049,b1,arm_f_2_uaa11176,-0.418,0.729,hba1c,NCT02597049,baseline
54,NCT02597049,b1,sex:age10,0.025,0.126,hba1c,NCT02597049,baseline
54,NCT02597049,b1,sex:arm_f_2_uaa11175,0.961,1.062,hba1c,NCT02597049,baseline
54,NCT02597049,b1,sex:arm_f_2_uaa11176,-0.432,1.028,hba1c,NCT02597049,baseline
54,NCT02597049,b1,age10:arm_f_2_uaa11175,0.101,0.127,hba1c,NCT02597049,baseline
54,NCT02597049,b1,age10:arm_f_2_uaa11176,0.012,0.127,hba1c,NCT02597049,baseline
54,NCT02597049,b1,sex:age10:arm_f_2_uaa11175,-0.159,0.181,hba1c,NCT02597049,baseline
54,NCT02597049,b1,sex:age10:arm_f_2_uaa11176,0.092,0.18,hba1c,NCT02597049,baseline
54,NCT01606007,b1,(Intercept),9.373,0.558,hba1c,NCT01606007,baseline
54,NCT01606007,b1,sex,1.003,0.878,hba1c,NCT01606007,baseline
54,NCT01606007,b1,age10,0.012,0.103,hba1c,NCT01606007,baseline
54,NCT01606007,b1,arm_f_2_uaa10812,0.431,0.783,hba1c,NCT01606007,baseline
54,NCT01606007,b1,arm_f_2_uaa10813,1.855,0.881,hba1c,NCT01606007,baseline
54,NCT01606007,b1,sex:age10,-0.191,0.162,hba1c,NCT01606007,baseline
54,NCT01606007,b1,sex:arm_f_2_uaa10812,-0.487,1.264,hba1c,NCT01606007,baseline
54,NCT01606007,b1,sex:arm_f_2_uaa10813,-2.339,1.215,hba1c,NCT01606007,baseline
54,NCT01606007,b1,age10:arm_f_2_uaa10812,-0.101,0.146,hba1c,NCT01606007,baseline
54,NCT01606007,b1,age10:arm_f_2_uaa10813,-0.327,0.163,hba1c,NCT01606007,baseline
54,NCT01606007,b1,sex:age10:arm_f_2_uaa10812,0.092,0.235,hba1c,NCT01606007,baseline
54,NCT01606007,b1,sex:age10:arm_f_2_uaa10813,0.435,0.225,hba1c,NCT01606007,baseline
54,NCT02284893,b1,(Intercept),9.038,0.534,hba1c,NCT02284893,baseline
54,NCT02284893,b1,sex,-0.286,0.717,hba1c,NCT02284893,baseline
54,NCT02284893,b1,age10,-0.02,0.096,hba1c,NCT02284893,baseline
54,NCT02284893,b1,arm_f_2_uaa11104,0.484,0.752,hba1c,NCT02284893,baseline
54,NCT02284893,b1,sex:age10,0.045,0.128,hba1c,NCT02284893,baseline
54,NCT02284893,b1,sex:arm_f_2_uaa11104,0.108,1.044,hba1c,NCT02284893,baseline
54,NCT02284893,b1,age10:arm_f_2_uaa11104,-0.114,0.136,hba1c,NCT02284893,baseline
54,NCT02284893,b1,sex:age10:arm_f_2_uaa11104,-0.007,0.187,hba1c,NCT02284893,baseline
54,NCT02681094,b1,(Intercept),8.903,0.493,hba1c,NCT02681094,baseline
54,NCT02681094,b1,sex,-0.265,0.643,hba1c,NCT02681094,baseline
54,NCT02681094,b1,age10,-0.102,0.085,hba1c,NCT02681094,baseline
54,NCT02681094,b1,arm_f_2_uaa11197,0.16,0.694,hba1c,NCT02681094,baseline
54,NCT02681094,b1,arm_f_2_uaa11198,-0.888,0.677,hba1c,NCT02681094,baseline
54,NCT02681094,b1,sex:age10,0.044,0.111,hba1c,NCT02681094,baseline
54,NCT02681094,b1,sex:arm_f_2_uaa11197,-0.683,0.884,hba1c,NCT02681094,baseline
54,NCT02681094,b1,sex:arm_f_2_uaa11198,0.931,0.898,hba1c,NCT02681094,baseline
54,NCT02681094,b1,age10:arm_f_2_uaa11197,-0.055,0.12,hba1c,NCT02681094,baseline
54,NCT02681094,b1,age10:arm_f_2_uaa11198,0.133,0.116,hba1c,NCT02681094,baseline
54,NCT02681094,b1,sex:age10:arm_f_2_uaa11197,0.127,0.155,hba1c,NCT02681094,baseline
54,NCT02681094,b1,sex:age10:arm_f_2_uaa11198,-0.191,0.155,hba1c,NCT02681094,baseline
54,NCT02471404,b1,(Intercept),6.507,0.336,hba1c,NCT02471404,baseline
54,NCT02471404,b1,sex,0.317,0.429,hba1c,NCT02471404,baseline
54,NCT02471404,b1,age10,0.092,0.057,hba1c,NCT02471404,baseline
54,NCT02471404,b1,arm_f_2_uaa11141,0.5,0.458,hba1c,NCT02471404,baseline
54,NCT02471404,b1,arm_f_2_uaa11142,0.487,0.495,hba1c,NCT02471404,baseline
54,NCT02471404,b1,sex:age10,-0.05,0.073,hba1c,NCT02471404,baseline
54,NCT02471404,b1,sex:arm_f_2_uaa11141,-0.444,0.575,hba1c,NCT02471404,baseline
54,NCT02471404,b1,sex:arm_f_2_uaa11142,-0.834,0.628,hba1c,NCT02471404,baseline
54,NCT02471404,b1,age10:arm_f_2_uaa11141,-0.095,0.078,hba1c,NCT02471404,baseline
54,NCT02471404,b1,age10:arm_f_2_uaa11142,-0.087,0.084,hba1c,NCT02471404,baseline
54,NCT02471404,b1,sex:age10:arm_f_2_uaa11141,0.073,0.099,hba1c,NCT02471404,baseline
54,NCT02471404,b1,sex:age10:arm_f_2_uaa11142,0.123,0.106,hba1c,NCT02471404,baseline
54,NCT01217892,b1,(Intercept),9.473,0.615,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex,-0.642,0.935,hba1c,NCT01217892,baseline
54,NCT01217892,b1,age10,-0.252,0.107,hba1c,NCT01217892,baseline
54,NCT01217892,b1,arm_f_2_uaa10699,-1.039,0.858,hba1c,NCT01217892,baseline
54,NCT01217892,b1,arm_f_2_uaa10700,-0.486,0.838,hba1c,NCT01217892,baseline
54,NCT01217892,b1,arm_f_2_uaa10701,-0.443,0.934,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:age10,0.117,0.167,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:arm_f_2_uaa10699,0.89,1.297,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:arm_f_2_uaa10700,0.548,1.363,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:arm_f_2_uaa10701,0.18,1.292,hba1c,NCT01217892,baseline
54,NCT01217892,b1,age10:arm_f_2_uaa10699,0.127,0.151,hba1c,NCT01217892,baseline
54,NCT01217892,b1,age10:arm_f_2_uaa10700,0.047,0.148,hba1c,NCT01217892,baseline
54,NCT01217892,b1,age10:arm_f_2_uaa10701,0.016,0.169,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:age10:arm_f_2_uaa10699,-0.114,0.23,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:age10:arm_f_2_uaa10700,-0.077,0.241,hba1c,NCT01217892,baseline
54,NCT01217892,b1,sex:age10:arm_f_2_uaa10701,-0.009,0.236,hba1c,NCT01217892,baseline
54,NCT00707993,b1,(Intercept),7.195,1.16,hba1c,NCT00707993,baseline
54,NCT00707993,b1,sex,-0.586,1.572,hba1c,NCT00707993,baseline
54,NCT00707993,b1,age10,0.031,0.166,hba1c,NCT00707993,baseline
54,NCT00707993,b1,arm_f_2_uaa10320,0.717,1.529,hba1c,NCT00707993,baseline
54,NCT00707993,b1,sex:age10,0.093,0.225,hba1c,NCT00707993,baseline
54,NCT00707993,b1,sex:arm_f_2_uaa10320,3.396,2.129,hba1c,NCT00707993,baseline
54,NCT00707993,b1,age10:arm_f_2_uaa10320,-0.098,0.219,hba1c,NCT00707993,baseline
54,NCT00707993,b1,sex:age10:arm_f_2_uaa10320,-0.483,0.304,hba1c,NCT00707993,baseline
54,NCT00856284,b1,(Intercept),7.831,0.173,hba1c,NCT00856284,baseline
54,NCT00856284,b1,sex,0.089,0.241,hba1c,NCT00856284,baseline
54,NCT00856284,b1,age10,-0.046,0.031,hba1c,NCT00856284,baseline
54,NCT00856284,b1,arm_f_2_uaa10403,-0.013,0.24,hba1c,NCT00856284,baseline
54,NCT00856284,b1,arm_f_2_uaa10404,0.04,0.24,hba1c,NCT00856284,baseline
54,NCT00856284,b1,sex:age10,-0.006,0.043,hba1c,NCT00856284,baseline
54,NCT00856284,b1,sex:arm_f_2_uaa10403,0.016,0.339,hba1c,NCT00856284,baseline
54,NCT00856284,b1,sex:arm_f_2_uaa10404,-0.113,0.336,hba1c,NCT00856284,baseline
54,NCT00856284,b1,age10:arm_f_2_uaa10403,0.007,0.043,hba1c,NCT00856284,baseline
54,NCT00856284,b1,age10:arm_f_2_uaa10404,-0.002,0.043,hba1c,NCT00856284,baseline
54,NCT00856284,b1,sex:age10:arm_f_2_uaa10403,-0.017,0.06,hba1c,NCT00856284,baseline
54,NCT00856284,b1,sex:age10:arm_f_2_uaa10404,0.014,0.06,hba1c,NCT00856284,baseline
54,NCT01289119,b1,(Intercept),8.145,0.505,hba1c,NCT01289119,baseline
54,NCT01289119,b1,sex,-0.528,0.625,hba1c,NCT01289119,baseline
54,NCT01289119,b1,age10,-0.039,0.09,hba1c,NCT01289119,baseline
54,NCT01289119,b1,arm_f_2_uaa10711,0.143,0.673,hba1c,NCT01289119,baseline
54,NCT01289119,b1,sex:age10,0.098,0.115,hba1c,NCT01289119,baseline
54,NCT01289119,b1,sex:arm_f_2_uaa10711,0.217,0.846,hba1c,NCT01289119,baseline
54,NCT01289119,b1,age10:arm_f_2_uaa10711,-0.014,0.122,hba1c,NCT01289119,baseline
54,NCT01289119,b1,sex:age10:arm_f_2_uaa10711,-0.042,0.156,hba1c,NCT01289119,baseline
54,NCT00968708,b1,(Intercept),9.56,0.243,hba1c,NCT00968708,baseline
54,NCT00968708,b1,sex,-0.476,0.29,hba1c,NCT00968708,baseline
54,NCT00968708,b1,age10,-0.226,0.038,hba1c,NCT00968708,baseline
54,NCT00968708,b1,arm_f_2_uaa10453,-0.139,0.339,hba1c,NCT00968708,baseline
54,NCT00968708,b1,sex:age10,0.043,0.046,hba1c,NCT00968708,baseline
54,NCT00968708,b1,sex:arm_f_2_uaa10453,-0.302,0.406,hba1c,NCT00968708,baseline
54,NCT00968708,b1,age10:arm_f_2_uaa10453,0.018,0.053,hba1c,NCT00968708,baseline
54,NCT00968708,b1,sex:age10:arm_f_2_uaa10453,0.058,0.065,hba1c,NCT00968708,baseline
54,NCT00286429,b1,(Intercept),9.776,0.725,hba1c,NCT00286429,baseline
54,NCT00286429,b1,sex,0.681,1.05,hba1c,NCT00286429,baseline
54,NCT00286429,b1,age10,-0.073,0.13,hba1c,NCT00286429,baseline
54,NCT00286429,b1,arm_f_2_uaa10053,0.785,1.039,hba1c,NCT00286429,baseline
54,NCT00286429,b1,arm_f_2_uaa10054,1.265,0.976,hba1c,NCT00286429,baseline
54,NCT00286429,b1,sex:age10,-0.159,0.188,hba1c,NCT00286429,baseline
54,NCT00286429,b1,sex:arm_f_2_uaa10053,-1.667,1.53,hba1c,NCT00286429,baseline
54,NCT00286429,b1,sex:arm_f_2_uaa10054,-0.834,1.572,hba1c,NCT00286429,baseline
54,NCT00286429,b1,age10:arm_f_2_uaa10053,-0.158,0.188,hba1c,NCT00286429,baseline
54,NCT00286429,b1,age10:arm_f_2_uaa10054,-0.218,0.175,hba1c,NCT00286429,baseline
54,NCT00286429,b1,sex:age10:arm_f_2_uaa10053,0.336,0.272,hba1c,NCT00286429,baseline
54,NCT00286429,b1,sex:age10:arm_f_2_uaa10054,0.114,0.275,hba1c,NCT00286429,baseline
54,NCT01023581,b1,(Intercept),8.281,0.565,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex,0.712,0.825,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10,0.032,0.106,hba1c,NCT01023581,baseline
54,NCT01023581,b1,arm_f_2_uaa10491,0.861,0.821,hba1c,NCT01023581,baseline
54,NCT01023581,b1,arm_f_2_uaa10492,-0.114,0.77,hba1c,NCT01023581,baseline
54,NCT01023581,b1,arm_f_2_uaa10493,1.278,0.822,hba1c,NCT01023581,baseline
54,NCT01023581,b1,arm_f_2_uaa10494,0.026,0.796,hba1c,NCT01023581,baseline
54,NCT01023581,b1,arm_f_2_uaa10495,0.165,0.747,hba1c,NCT01023581,baseline
54,NCT01023581,b1,arm_f_2_uaa10496,0.211,0.773,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10,-0.134,0.153,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:arm_f_2_uaa10491,-1.921,1.162,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:arm_f_2_uaa10492,-0.851,1.184,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:arm_f_2_uaa10493,-0.594,1.135,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:arm_f_2_uaa10494,-0.456,1.097,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:arm_f_2_uaa10495,-0.751,1.078,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:arm_f_2_uaa10496,0.233,1.14,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10:arm_f_2_uaa10491,-0.176,0.15,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10:arm_f_2_uaa10492,0.023,0.144,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10:arm_f_2_uaa10493,-0.224,0.152,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10:arm_f_2_uaa10494,0.039,0.143,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10:arm_f_2_uaa10495,-0.039,0.138,hba1c,NCT01023581,baseline
54,NCT01023581,b1,age10:arm_f_2_uaa10496,-0.062,0.141,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10:arm_f_2_uaa10491,0.374,0.214,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10:arm_f_2_uaa10492,0.135,0.221,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10:arm_f_2_uaa10493,0.084,0.208,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10:arm_f_2_uaa10494,-0.002,0.202,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10:arm_f_2_uaa10495,0.137,0.201,hba1c,NCT01023581,baseline
54,NCT01023581,b1,sex:age10:arm_f_2_uaa10496,0.026,0.209,hba1c,NCT01023581,baseline
54,NCT01890122,b1,(Intercept),8.399,0.545,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex,0.373,0.653,hba1c,NCT01890122,baseline
54,NCT01890122,b1,age10,-0.019,0.1,hba1c,NCT01890122,baseline
54,NCT01890122,b1,arm_f_2_uaa10957,0.345,0.765,hba1c,NCT01890122,baseline
54,NCT01890122,b1,arm_f_2_uaa10958,0.797,0.731,hba1c,NCT01890122,baseline
54,NCT01890122,b1,arm_f_2_uaa10959,0.531,0.737,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:age10,-0.072,0.121,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:arm_f_2_uaa10957,-0.508,0.947,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:arm_f_2_uaa10958,-0.898,0.9,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:arm_f_2_uaa10959,-1.136,0.916,hba1c,NCT01890122,baseline
54,NCT01890122,b1,age10:arm_f_2_uaa10957,-0.02,0.137,hba1c,NCT01890122,baseline
54,NCT01890122,b1,age10:arm_f_2_uaa10958,-0.107,0.134,hba1c,NCT01890122,baseline
54,NCT01890122,b1,age10:arm_f_2_uaa10959,-0.063,0.135,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:age10:arm_f_2_uaa10957,0.096,0.172,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:age10:arm_f_2_uaa10958,0.147,0.166,hba1c,NCT01890122,baseline
54,NCT01890122,b1,sex:age10:arm_f_2_uaa10959,0.198,0.169,hba1c,NCT01890122,baseline
54,NCT00286442,b1,(Intercept),8.789,0.551,hba1c,NCT00286442,baseline
54,NCT00286442,b1,sex,-0.342,0.85,hba1c,NCT00286442,baseline
54,NCT00286442,b1,age10,-0.115,0.096,hba1c,NCT00286442,baseline
54,NCT00286442,b1,arm_f_2_uaa10057,-0.592,0.687,hba1c,NCT00286442,baseline
54,NCT00286442,b1,arm_f_2_uaa10058,-0.152,0.709,hba1c,NCT00286442,baseline
54,NCT00286442,b1,sex:age10,0.013,0.149,hba1c,NCT00286442,baseline
54,NCT00286442,b1,sex:arm_f_2_uaa10057,0.755,1.027,hba1c,NCT00286442,baseline
54,NCT00286442,b1,sex:arm_f_2_uaa10058,-0.645,1.037,hba1c,NCT00286442,baseline
54,NCT00286442,b1,age10:arm_f_2_uaa10057,0.056,0.121,hba1c,NCT00286442,baseline
54,NCT00286442,b1,age10:arm_f_2_uaa10058,-0.023,0.127,hba1c,NCT00286442,baseline
54,NCT00286442,b1,sex:age10:arm_f_2_uaa10057,-0.079,0.181,hba1c,NCT00286442,baseline
54,NCT00286442,b1,sex:age10:arm_f_2_uaa10058,0.179,0.185,hba1c,NCT00286442,baseline
54,NCT00306384,b1,(Intercept),7.643,0.169,hba1c,NCT00306384,baseline
54,NCT00306384,b1,sex,-0.23,0.242,hba1c,NCT00306384,baseline
54,NCT00306384,b1,age10,-0.077,0.03,hba1c,NCT00306384,baseline
54,NCT00306384,b1,arm_f_2_uaa10088,-0.059,0.248,hba1c,NCT00306384,baseline
54,NCT00306384,b1,sex:age10,0.041,0.043,hba1c,NCT00306384,baseline
54,NCT00306384,b1,sex:arm_f_2_uaa10088,0.006,0.352,hba1c,NCT00306384,baseline
54,NCT00306384,b1,age10:arm_f_2_uaa10088,0.011,0.044,hba1c,NCT00306384,baseline
54,NCT00306384,b1,sex:age10:arm_f_2_uaa10088,-0.003,0.062,hba1c,NCT00306384,baseline
54,NCT00286455,b1,(Intercept),8.614,0.728,hba1c,NCT00286455,baseline
54,NCT00286455,b1,sex,0.495,1.047,hba1c,NCT00286455,baseline
54,NCT00286455,b1,age10,-0.089,0.132,hba1c,NCT00286455,baseline
54,NCT00286455,b1,arm_f_2_uaa10061,-0.198,0.881,hba1c,NCT00286455,baseline
54,NCT00286455,b1,arm_f_2_uaa10062,0.497,0.905,hba1c,NCT00286455,baseline
