trials,nct_id,models,term,estimate,std.error,outcome,nct_id2,outcome_method
54,NCT01621178,f3,sex:arm_f_2_uaa10826,0.134,0.202,hba1c,NCT01621178,locf
54,NCT00641043,f4,(Intercept),1.743,0.715,hba1c,NCT00641043,locf
54,NCT00641043,f4,value_1,0.613,0.061,hba1c,NCT00641043,locf
54,NCT00641043,f4,age10,0.087,0.084,hba1c,NCT00641043,locf
54,NCT00641043,f4,arm_f_2_uaa10253,0.311,0.629,hba1c,NCT00641043,locf
54,NCT00641043,f4,sex,0.318,0.181,hba1c,NCT00641043,locf
54,NCT00641043,f4,age10:arm_f_2_uaa10253,-0.105,0.106,hba1c,NCT00641043,locf
54,NCT00641043,f4,arm_f_2_uaa10253:sex,-0.165,0.219,hba1c,NCT00641043,locf
54,NCT00621140,f4,(Intercept),4.064,0.542,hba1c,NCT00621140,locf
54,NCT00621140,f4,value_1,0.551,0.046,hba1c,NCT00621140,locf
54,NCT00621140,f4,age10,-0.096,0.069,hba1c,NCT00621140,locf
54,NCT00621140,f4,arm_f_2_uaa10243,-0.593,0.481,hba1c,NCT00621140,locf
54,NCT00621140,f4,sex,0.065,0.139,hba1c,NCT00621140,locf
54,NCT00621140,f4,age10:arm_f_2_uaa10243,0.021,0.085,hba1c,NCT00621140,locf
54,NCT00621140,f4,arm_f_2_uaa10243:sex,-0.033,0.17,hba1c,NCT00621140,locf
54,NCT00601250,f4,(Intercept),3.263,0.448,hba1c,NCT00601250,locf
54,NCT00601250,f4,value_1,0.602,0.035,hba1c,NCT00601250,locf
54,NCT00601250,f4,age10,-0.028,0.055,hba1c,NCT00601250,locf
54,NCT00601250,f4,arm_f_2_uaa10222,-0.242,0.392,hba1c,NCT00601250,locf
54,NCT00601250,f4,sex,0.041,0.122,hba1c,NCT00601250,locf
54,NCT00601250,f4,age10:arm_f_2_uaa10222,-0.041,0.065,hba1c,NCT00601250,locf
54,NCT00601250,f4,arm_f_2_uaa10222:sex,-0.047,0.14,hba1c,NCT00601250,locf
54,NCT00602472,f4,(Intercept),3.204,0.385,hba1c,NCT00602472,locf
54,NCT00602472,f4,value_1,0.616,0.03,hba1c,NCT00602472,locf
54,NCT00602472,f4,age10,-0.034,0.05,hba1c,NCT00602472,locf
54,NCT00602472,f4,arm_f_2_uaa10225,-0.265,0.341,hba1c,NCT00602472,locf
54,NCT00602472,f4,sex,-0.065,0.096,hba1c,NCT00602472,locf
54,NCT00602472,f4,age10:arm_f_2_uaa10225,-0.057,0.057,hba1c,NCT00602472,locf
54,NCT00602472,f4,arm_f_2_uaa10225:sex,0.102,0.111,hba1c,NCT00602472,locf
54,NCT00622284,f4,(Intercept),1.98,0.217,hba1c,NCT00622284,locf
54,NCT00622284,f4,value_1,0.715,0.019,hba1c,NCT00622284,locf
54,NCT00622284,f4,age10,-0.028,0.025,hba1c,NCT00622284,locf
54,NCT00622284,f4,arm_f_2_uaa10247,-0.014,0.221,hba1c,NCT00622284,locf
54,NCT00622284,f4,sex,-0.119,0.048,hba1c,NCT00622284,locf
54,NCT00622284,f4,age10:arm_f_2_uaa10247,-0.004,0.036,hba1c,NCT00622284,locf
54,NCT00622284,f4,arm_f_2_uaa10247:sex,0.192,0.069,hba1c,NCT00622284,locf
54,NCT00654381,f4,(Intercept),0.159,0.733,hba1c,NCT00654381,locf
54,NCT00654381,f4,value_1,1.067,0.05,hba1c,NCT00654381,locf
54,NCT00654381,f4,age10,-0.043,0.101,hba1c,NCT00654381,locf
54,NCT00654381,f4,arm_f_2_uaa10263,-1.171,0.749,hba1c,NCT00654381,locf
54,NCT00654381,f4,arm_f_2_uaa10264,-1.088,0.759,hba1c,NCT00654381,locf
54,NCT00654381,f4,arm_f_2_uaa10267,-1.025,0.737,hba1c,NCT00654381,locf
54,NCT00654381,f4,sex,-0.125,0.196,hba1c,NCT00654381,locf
54,NCT00654381,f4,age10:arm_f_2_uaa10263,0.029,0.119,hba1c,NCT00654381,locf
54,NCT00654381,f4,age10:arm_f_2_uaa10264,0.046,0.122,hba1c,NCT00654381,locf
54,NCT00654381,f4,age10:arm_f_2_uaa10267,0.101,0.12,hba1c,NCT00654381,locf
54,NCT00654381,f4,arm_f_2_uaa10263:sex,0.227,0.24,hba1c,NCT00654381,locf
54,NCT00654381,f4,arm_f_2_uaa10264:sex,-0.047,0.24,hba1c,NCT00654381,locf
54,NCT00654381,f4,arm_f_2_uaa10267:sex,-0.004,0.24,hba1c,NCT00654381,locf
54,NCT00954447,f4,(Intercept),2.681,0.311,hba1c,NCT00954447,locf
54,NCT00954447,f4,value_1,0.708,0.027,hba1c,NCT00954447,locf
54,NCT00954447,f4,age10,-0.032,0.032,hba1c,NCT00954447,locf
54,NCT00954447,f4,arm_f_2_uaa10443,-0.344,0.284,hba1c,NCT00954447,locf
54,NCT00954447,f4,sex,-0.161,0.064,hba1c,NCT00954447,locf
54,NCT00954447,f4,age10:arm_f_2_uaa10443,-0.032,0.046,hba1c,NCT00954447,locf
54,NCT00954447,f4,arm_f_2_uaa10443:sex,-0.011,0.09,hba1c,NCT00954447,locf
54,NCT00798161,f4,(Intercept),2.834,0.721,hba1c,NCT00798161,locf
54,NCT00798161,f4,value_1,0.577,0.035,hba1c,NCT00798161,locf
54,NCT00798161,f4,age10,0.094,0.109,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10361,0.648,0.774,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10362,-1.132,0.766,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10363,-0.684,0.76,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10364,-0.351,0.763,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10365,0.079,0.769,hba1c,NCT00798161,locf
54,NCT00798161,f4,sex,-0.11,0.223,hba1c,NCT00798161,locf
54,NCT00798161,f4,age10:arm_f_2_uaa10361,-0.108,0.132,hba1c,NCT00798161,locf
54,NCT00798161,f4,age10:arm_f_2_uaa10362,-0.016,0.131,hba1c,NCT00798161,locf
54,NCT00798161,f4,age10:arm_f_2_uaa10363,-0.047,0.13,hba1c,NCT00798161,locf
54,NCT00798161,f4,age10:arm_f_2_uaa10364,-0.059,0.131,hba1c,NCT00798161,locf
54,NCT00798161,f4,age10:arm_f_2_uaa10365,-0.06,0.132,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10361:sex,-0.281,0.273,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10362:sex,0.077,0.271,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10363:sex,0.276,0.272,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10364:sex,-0.083,0.271,hba1c,NCT00798161,locf
54,NCT00798161,f4,arm_f_2_uaa10365:sex,-0.031,0.272,hba1c,NCT00798161,locf
54,NCT00915772,f4,(Intercept),2.798,0.412,hba1c,NCT00915772,locf
54,NCT00915772,f4,value_1,0.688,0.032,hba1c,NCT00915772,locf
54,NCT00915772,f4,age10,-0.092,0.057,hba1c,NCT00915772,locf
54,NCT00915772,f4,arm_f_2_uaa10431,0.065,0.442,hba1c,NCT00915772,locf
54,NCT00915772,f4,arm_f_2_uaa10432,-0.256,0.466,hba1c,NCT00915772,locf
54,NCT00915772,f4,sex,0.006,0.122,hba1c,NCT00915772,locf
54,NCT00915772,f4,age10:arm_f_2_uaa10431,-0.015,0.075,hba1c,NCT00915772,locf
54,NCT00915772,f4,age10:arm_f_2_uaa10432,-0.002,0.08,hba1c,NCT00915772,locf
54,NCT00915772,f4,arm_f_2_uaa10431:sex,-0.15,0.162,hba1c,NCT00915772,locf
54,NCT00915772,f4,arm_f_2_uaa10432:sex,0.167,0.173,hba1c,NCT00915772,locf
54,NCT01438814,f4,(Intercept),2.787,0.369,hba1c,NCT01438814,locf
54,NCT01438814,f4,value_1,0.554,0.035,hba1c,NCT01438814,locf
54,NCT01438814,f4,age10,-0.034,0.041,hba1c,NCT01438814,locf
54,NCT01438814,f4,arm_f_2_uaa10774,-0.069,0.317,hba1c,NCT01438814,locf
54,NCT01438814,f4,sex,-0.037,0.087,hba1c,NCT01438814,locf
54,NCT01438814,f4,age10:arm_f_2_uaa10774,0.016,0.058,hba1c,NCT01438814,locf
54,NCT01438814,f4,arm_f_2_uaa10774:sex,-0.044,0.123,hba1c,NCT01438814,locf
54,NCT01215097,f4,(Intercept),2.497,0.621,hba1c,NCT01215097,locf
54,NCT01215097,f4,value_1,0.697,0.052,hba1c,NCT01215097,locf
54,NCT01215097,f4,age10,-0.037,0.085,hba1c,NCT01215097,locf
54,NCT01215097,f4,arm_f_2_uaa10696,-0.389,0.57,hba1c,NCT01215097,locf
54,NCT01215097,f4,sex,-0.097,0.148,hba1c,NCT01215097,locf
54,NCT01215097,f4,age10:arm_f_2_uaa10696,-0.026,0.098,hba1c,NCT01215097,locf
54,NCT01215097,f4,arm_f_2_uaa10696:sex,0.033,0.181,hba1c,NCT01215097,locf
54,NCT01214239,f4,(Intercept),1.909,0.723,hba1c,NCT01214239,locf
54,NCT01214239,f4,value_1,0.603,0.056,hba1c,NCT01214239,locf
54,NCT01214239,f4,age10,0.162,0.098,hba1c,NCT01214239,locf
54,NCT01214239,f4,arm_f_2_uaa10693,0.466,0.659,hba1c,NCT01214239,locf
54,NCT01214239,f4,sex,0.002,0.179,hba1c,NCT01214239,locf
54,NCT01214239,f4,age10:arm_f_2_uaa10693,-0.168,0.115,hba1c,NCT01214239,locf
54,NCT01214239,f4,arm_f_2_uaa10693:sex,0.008,0.218,hba1c,NCT01214239,locf
54,NCT01204294,f4,(Intercept),3.188,0.573,hba1c,NCT01204294,locf
54,NCT01204294,f4,value_1,0.569,0.033,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10,-0.089,0.073,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10681,-0.248,0.653,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10682,-0.001,0.74,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10683,0.426,0.66,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10684,0.24,0.59,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10685,0.67,0.684,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10686,-1.059,0.702,hba1c,NCT01204294,locf
54,NCT01204294,f4,sex,0.004,0.168,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10:arm_f_2_uaa10681,0.032,0.097,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10:arm_f_2_uaa10682,0.014,0.112,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10:arm_f_2_uaa10683,-0.09,0.101,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10:arm_f_2_uaa10684,0.01,0.087,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10:arm_f_2_uaa10685,-0.105,0.104,hba1c,NCT01204294,locf
54,NCT01204294,f4,age10:arm_f_2_uaa10686,0.132,0.107,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10681:sex,-0.185,0.217,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10682:sex,-0.015,0.239,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10683:sex,-0.006,0.219,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10684:sex,-0.239,0.204,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10685:sex,-0.079,0.238,hba1c,NCT01204294,locf
54,NCT01204294,f4,arm_f_2_uaa10686:sex,0.025,0.238,hba1c,NCT01204294,locf
54,NCT01792518,f4,(Intercept),3.476,0.612,hba1c,NCT01792518,locf
54,NCT01792518,f4,value_1,0.645,0.05,hba1c,NCT01792518,locf
54,NCT01792518,f4,age10,-0.112,0.066,hba1c,NCT01792518,locf
54,NCT01792518,f4,arm_f_2_uaa10927,-0.292,0.549,hba1c,NCT01792518,locf
54,NCT01792518,f4,sex,-0.03,0.127,hba1c,NCT01792518,locf
54,NCT01792518,f4,age10:arm_f_2_uaa10927,-0.039,0.089,hba1c,NCT01792518,locf
54,NCT01792518,f4,arm_f_2_uaa10927:sex,0.003,0.178,hba1c,NCT01792518,locf
54,NCT01210001,f4,(Intercept),3.691,0.503,hba1c,NCT01210001,locf
54,NCT01210001,f4,value_1,0.542,0.043,hba1c,NCT01210001,locf
54,NCT01210001,f4,age10,-0.024,0.063,hba1c,NCT01210001,locf
54,NCT01210001,f4,arm_f_2_uaa10689,-1.531,0.512,hba1c,NCT01210001,locf
54,NCT01210001,f4,arm_f_2_uaa10690,-1.437,0.536,hba1c,NCT01210001,locf
54,NCT01210001,f4,sex,0.02,0.133,hba1c,NCT01210001,locf
54,NCT01210001,f4,age10:arm_f_2_uaa10689,0.178,0.091,hba1c,NCT01210001,locf
54,NCT01210001,f4,age10:arm_f_2_uaa10690,0.173,0.096,hba1c,NCT01210001,locf
54,NCT01210001,f4,arm_f_2_uaa10689:sex,0.143,0.187,hba1c,NCT01210001,locf
54,NCT01210001,f4,arm_f_2_uaa10690:sex,-0.092,0.185,hba1c,NCT01210001,locf
54,NCT01177813,f4,(Intercept),3.375,0.376,hba1c,NCT01177813,locf
54,NCT01177813,f4,value_1,0.564,0.031,hba1c,NCT01177813,locf
54,NCT01177813,f4,age10,-0.011,0.047,hba1c,NCT01177813,locf
54,NCT01177813,f4,arm_f_2_uaa10644,-0.911,0.381,hba1c,NCT01177813,locf
54,NCT01177813,f4,arm_f_2_uaa10645,-1.273,0.379,hba1c,NCT01177813,locf
54,NCT01177813,f4,arm_f_2_uaa10647,-0.304,0.402,hba1c,NCT01177813,locf
54,NCT01177813,f4,sex,0.006,0.103,hba1c,NCT01177813,locf
54,NCT01177813,f4,age10:arm_f_2_uaa10644,0.065,0.064,hba1c,NCT01177813,locf
54,NCT01177813,f4,age10:arm_f_2_uaa10645,0.129,0.065,hba1c,NCT01177813,locf
54,NCT01177813,f4,age10:arm_f_2_uaa10647,-0.051,0.069,hba1c,NCT01177813,locf
54,NCT01177813,f4,arm_f_2_uaa10644:sex,-0.019,0.148,hba1c,NCT01177813,locf
54,NCT01177813,f4,arm_f_2_uaa10645:sex,-0.077,0.148,hba1c,NCT01177813,locf
54,NCT01177813,f4,arm_f_2_uaa10647:sex,0.042,0.147,hba1c,NCT01177813,locf
54,NCT01159600,f4,(Intercept),3.285,0.286,hba1c,NCT01159600,locf
54,NCT01159600,f4,value_1,0.554,0.023,hba1c,NCT01159600,locf
54,NCT01159600,f4,age10,0.009,0.036,hba1c,NCT01159600,locf
54,NCT01159600,f4,arm_f_2_uaa10627,-0.665,0.288,hba1c,NCT01159600,locf
54,NCT01159600,f4,arm_f_2_uaa10628,-1.057,0.289,hba1c,NCT01159600,locf
54,NCT01159600,f4,sex,-0.016,0.067,hba1c,NCT01159600,locf
54,NCT01159600,f4,age10:arm_f_2_uaa10627,0.05,0.05,hba1c,NCT01159600,locf
54,NCT01159600,f4,age10:arm_f_2_uaa10628,0.108,0.05,hba1c,NCT01159600,locf
54,NCT01159600,f4,arm_f_2_uaa10627:sex,-0.257,0.094,hba1c,NCT01159600,locf
54,NCT01159600,f4,arm_f_2_uaa10628:sex,-0.152,0.095,hba1c,NCT01159600,locf
54,NCT01167881,f4,(Intercept),2.774,0.256,hba1c,NCT01167881,locf
54,NCT01167881,f4,value_1,0.706,0.024,hba1c,NCT01167881,locf
54,NCT01167881,f4,age10,-0.14,0.027,hba1c,NCT01167881,locf
54,NCT01167881,f4,arm_f_2_uaa10635,-0.954,0.222,hba1c,NCT01167881,locf
54,NCT01167881,f4,sex,-0.037,0.057,hba1c,NCT01167881,locf
54,NCT01167881,f4,age10:arm_f_2_uaa10635,0.146,0.039,hba1c,NCT01167881,locf
54,NCT01167881,f4,arm_f_2_uaa10635:sex,-0.004,0.081,hba1c,NCT01167881,locf
54,NCT01164501,f4,(Intercept),2.109,0.421,hba1c,NCT01164501,locf
54,NCT01164501,f4,value_1,0.767,0.033,hba1c,NCT01164501,locf
54,NCT01164501,f4,age10,-0.029,0.048,hba1c,NCT01164501,locf
54,NCT01164501,f4,arm_f_2_uaa10631,0.366,0.637,hba1c,NCT01164501,locf
54,NCT01164501,f4,arm_f_2_uaa10632,-0.809,0.433,hba1c,NCT01164501,locf
54,NCT01164501,f4,sex,-0.084,0.083,hba1c,NCT01164501,locf
54,NCT01164501,f4,age10:arm_f_2_uaa10631,-0.123,0.1,hba1c,NCT01164501,locf
54,NCT01164501,f4,age10:arm_f_2_uaa10632,0.064,0.066,hba1c,NCT01164501,locf
54,NCT01164501,f4,arm_f_2_uaa10631:sex,-0.001,0.175,hba1c,NCT01164501,locf
54,NCT01164501,f4,arm_f_2_uaa10632:sex,0.124,0.118,hba1c,NCT01164501,locf
54,NCT01370005,f4,(Intercept),3.264,0.351,hba1c,NCT01370005,locf
54,NCT01370005,f4,value_1,0.698,0.028,hba1c,NCT01370005,locf
54,NCT01370005,f4,age10,-0.142,0.042,hba1c,NCT01370005,locf
54,NCT01370005,f4,arm_f_2_uaa10737,-1.98,0.366,hba1c,NCT01370005,locf
54,NCT01370005,f4,arm_f_2_uaa10738,-1.573,0.343,hba1c,NCT01370005,locf
54,NCT01370005,f4,sex,-0.003,0.074,hba1c,NCT01370005,locf
54,NCT01370005,f4,age10:arm_f_2_uaa10737,0.244,0.059,hba1c,NCT01370005,locf
54,NCT01370005,f4,age10:arm_f_2_uaa10738,0.176,0.056,hba1c,NCT01370005,locf
54,NCT01370005,f4,arm_f_2_uaa10737:sex,-0.196,0.105,hba1c,NCT01370005,locf
54,NCT01370005,f4,arm_f_2_uaa10738:sex,-0.205,0.103,hba1c,NCT01370005,locf
54,NCT01306214,f4,(Intercept),2.282,0.502,hba1c,NCT01306214,locf
54,NCT01306214,f4,value_1,0.673,0.044,hba1c,NCT01306214,locf
54,NCT01306214,f4,age10,-0.008,0.055,hba1c,NCT01306214,locf
54,NCT01306214,f4,arm_f_2_uaa10725,-0.778,0.486,hba1c,NCT01306214,locf
54,NCT01306214,f4,arm_f_2_uaa10726,-0.401,0.466,hba1c,NCT01306214,locf
54,NCT01306214,f4,sex,0.042,0.114,hba1c,NCT01306214,locf
54,NCT01306214,f4,age10:arm_f_2_uaa10725,0.089,0.085,hba1c,NCT01306214,locf
54,NCT01306214,f4,age10:arm_f_2_uaa10726,-0.007,0.081,hba1c,NCT01306214,locf
54,NCT01306214,f4,arm_f_2_uaa10725:sex,-0.025,0.159,hba1c,NCT01306214,locf
54,NCT01306214,f4,arm_f_2_uaa10726:sex,0.083,0.159,hba1c,NCT01306214,locf
54,NCT01368081,f4,(Intercept),2.437,0.259,hba1c,NCT01368081,locf
54,NCT01368081,f4,value_1,0.564,0.024,hba1c,NCT01368081,locf
54,NCT01368081,f4,age10,0.025,0.025,hba1c,NCT01368081,locf
54,NCT01368081,f4,arm_f_2_uaa10734,-0.278,0.226,hba1c,NCT01368081,locf
54,NCT01368081,f4,sex,-0.017,0.057,hba1c,NCT01368081,locf
54,NCT01368081,f4,age10:arm_f_2_uaa10734,0.039,0.035,hba1c,NCT01368081,locf
54,NCT01368081,f4,arm_f_2_uaa10734:sex,0.038,0.081,hba1c,NCT01368081,locf
54,NCT01422876,f4,(Intercept),2.653,0.337,hba1c,NCT01422876,locf
54,NCT01422876,f4,value_1,0.639,0.024,hba1c,NCT01422876,locf
54,NCT01422876,f4,age10,-0.052,0.046,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10768,-0.637,0.371,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10769,-0.714,0.391,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10770,-0.778,0.381,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10771,-0.71,0.375,hba1c,NCT01422876,locf
54,NCT01422876,f4,sex,-0.115,0.098,hba1c,NCT01422876,locf
54,NCT01422876,f4,age10:arm_f_2_uaa10768,0.117,0.065,hba1c,NCT01422876,locf
54,NCT01422876,f4,age10:arm_f_2_uaa10769,0.109,0.068,hba1c,NCT01422876,locf
54,NCT01422876,f4,age10:arm_f_2_uaa10770,0.077,0.067,hba1c,NCT01422876,locf
54,NCT01422876,f4,age10:arm_f_2_uaa10771,0.062,0.066,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10768:sex,-0.005,0.138,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10769:sex,-0.019,0.138,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10770:sex,-0.057,0.139,hba1c,NCT01422876,locf
54,NCT01422876,f4,arm_f_2_uaa10771:sex,0.07,0.137,hba1c,NCT01422876,locf
54,NCT01708902,f4,(Intercept),3.747,0.593,hba1c,NCT01708902,locf
54,NCT01708902,f4,value_1,0.419,0.038,hba1c,NCT01708902,locf
54,NCT01708902,f4,age10,-0.039,0.087,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10873,-0.252,0.658,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10874,-0.129,0.678,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10875,-0.959,0.666,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10876,-0.195,0.659,hba1c,NCT01708902,locf
54,NCT01708902,f4,sex,-0.205,0.173,hba1c,NCT01708902,locf
54,NCT01708902,f4,age10:arm_f_2_uaa10873,0.083,0.121,hba1c,NCT01708902,locf
54,NCT01708902,f4,age10:arm_f_2_uaa10874,-0.057,0.125,hba1c,NCT01708902,locf
54,NCT01708902,f4,age10:arm_f_2_uaa10875,0.082,0.12,hba1c,NCT01708902,locf
54,NCT01708902,f4,age10:arm_f_2_uaa10876,-0.045,0.12,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10873:sex,0.307,0.241,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10874:sex,-0.319,0.242,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10875:sex,0.115,0.247,hba1c,NCT01708902,locf
54,NCT01708902,f4,arm_f_2_uaa10876:sex,0.163,0.247,hba1c,NCT01708902,locf
54,NCT01064687,f4,(Intercept),4.419,0.439,hba1c,NCT01064687,locf
54,NCT01064687,f4,value_1,0.437,0.021,hba1c,NCT01064687,locf
54,NCT01064687,f4,age10,-0.094,0.073,hba1c,NCT01064687,locf
54,NCT01064687,f4,arm_f_2_uaa10527,-0.727,0.516,hba1c,NCT01064687,locf
54,NCT01064687,f4,arm_f_2_uaa10529,-1.581,0.51,hba1c,NCT01064687,locf
54,NCT01064687,f4,arm_f_2_uaa10530,-0.056,0.501,hba1c,NCT01064687,locf
54,NCT01064687,f4,sex,0.096,0.148,hba1c,NCT01064687,locf
54,NCT01064687,f4,age10:arm_f_2_uaa10527,0.005,0.091,hba1c,NCT01064687,locf
54,NCT01064687,f4,age10:arm_f_2_uaa10529,0.1,0.09,hba1c,NCT01064687,locf
54,NCT01064687,f4,age10:arm_f_2_uaa10530,-0.055,0.089,hba1c,NCT01064687,locf
54,NCT01064687,f4,arm_f_2_uaa10527:sex,0.05,0.182,hba1c,NCT01064687,locf
54,NCT01064687,f4,arm_f_2_uaa10529:sex,0.251,0.181,hba1c,NCT01064687,locf
54,NCT01064687,f4,arm_f_2_uaa10530:sex,-0.051,0.181,hba1c,NCT01064687,locf
54,NCT01126580,f4,(Intercept),2.944,0.436,hba1c,NCT01126580,locf
54,NCT01126580,f4,value_1,0.596,0.036,hba1c,NCT01126580,locf
54,NCT01126580,f4,age10,-0.073,0.052,hba1c,NCT01126580,locf
54,NCT01126580,f4,arm_f_2_uaa10593,0.31,0.41,hba1c,NCT01126580,locf
54,NCT01126580,f4,arm_f_2_uaa10595,-0.629,0.413,hba1c,NCT01126580,locf
54,NCT01126580,f4,sex,0.067,0.105,hba1c,NCT01126580,locf
54,NCT01126580,f4,age10:arm_f_2_uaa10593,-0.066,0.072,hba1c,NCT01126580,locf
54,NCT01126580,f4,age10:arm_f_2_uaa10595,0.088,0.073,hba1c,NCT01126580,locf
54,NCT01126580,f4,arm_f_2_uaa10593:sex,-0.031,0.149,hba1c,NCT01126580,locf
54,NCT01126580,f4,arm_f_2_uaa10595:sex,-0.031,0.15,hba1c,NCT01126580,locf
