trials,nct_id,models,outcome,row,col,r,nct_id2,outcome_method
54,NCT01606007,f2,hba1c,(Intercept),age10:arm_f_2_uaa10812,0.462,NCT01606007,locf
54,NCT01606007,f2,hba1c,value_1,age10:arm_f_2_uaa10812,0.027,NCT01606007,locf
54,NCT01606007,f2,hba1c,age10,age10:arm_f_2_uaa10812,-0.69,NCT01606007,locf
54,NCT01606007,f2,hba1c,arm_f_2_uaa10812,age10:arm_f_2_uaa10812,-0.983,NCT01606007,locf
54,NCT01606007,f2,hba1c,arm_f_2_uaa10813,age10:arm_f_2_uaa10812,-0.5,NCT01606007,locf
54,NCT01606007,f2,hba1c,(Intercept),age10:arm_f_2_uaa10813,0.482,NCT01606007,locf
54,NCT01606007,f2,hba1c,value_1,age10:arm_f_2_uaa10813,0.034,NCT01606007,locf
54,NCT01606007,f2,hba1c,age10,age10:arm_f_2_uaa10813,-0.726,NCT01606007,locf
54,NCT01606007,f2,hba1c,arm_f_2_uaa10812,age10:arm_f_2_uaa10813,-0.501,NCT01606007,locf
54,NCT01606007,f2,hba1c,arm_f_2_uaa10813,age10:arm_f_2_uaa10813,-0.981,NCT01606007,locf
54,NCT01606007,f2,hba1c,age10:arm_f_2_uaa10812,age10:arm_f_2_uaa10813,0.504,NCT01606007,locf
54,NCT02284893,f2,hba1c,(Intercept),value_1,-0.777,NCT02284893,locf
54,NCT02284893,f2,hba1c,(Intercept),age10,-0.618,NCT02284893,locf
54,NCT02284893,f2,hba1c,value_1,age10,-0.003,NCT02284893,locf
54,NCT02284893,f2,hba1c,(Intercept),arm_f_2_uaa11104,-0.391,NCT02284893,locf
54,NCT02284893,f2,hba1c,value_1,arm_f_2_uaa11104,-0.047,NCT02284893,locf
54,NCT02284893,f2,hba1c,age10,arm_f_2_uaa11104,0.67,NCT02284893,locf
54,NCT02284893,f2,hba1c,(Intercept),age10:arm_f_2_uaa11104,0.376,NCT02284893,locf
54,NCT02284893,f2,hba1c,value_1,age10:arm_f_2_uaa11104,0.057,NCT02284893,locf
54,NCT02284893,f2,hba1c,age10,age10:arm_f_2_uaa11104,-0.677,NCT02284893,locf
54,NCT02284893,f2,hba1c,arm_f_2_uaa11104,age10:arm_f_2_uaa11104,-0.987,NCT02284893,locf
54,NCT02681094,f2,hba1c,(Intercept),value_1,-0.68,NCT02681094,locf
54,NCT02681094,f2,hba1c,(Intercept),age10,-0.751,NCT02681094,locf
54,NCT02681094,f2,hba1c,value_1,age10,0.044,NCT02681094,locf
54,NCT02681094,f2,hba1c,(Intercept),arm_f_2_uaa11197,-0.555,NCT02681094,locf
54,NCT02681094,f2,hba1c,value_1,arm_f_2_uaa11197,0.02,NCT02681094,locf
54,NCT02681094,f2,hba1c,age10,arm_f_2_uaa11197,0.727,NCT02681094,locf
54,NCT02681094,f2,hba1c,(Intercept),arm_f_2_uaa11198,-0.541,NCT02681094,locf
54,NCT02681094,f2,hba1c,value_1,arm_f_2_uaa11198,0.028,NCT02681094,locf
54,NCT02681094,f2,hba1c,age10,arm_f_2_uaa11198,0.701,NCT02681094,locf
54,NCT02681094,f2,hba1c,arm_f_2_uaa11197,arm_f_2_uaa11198,0.526,NCT02681094,locf
54,NCT02681094,f2,hba1c,(Intercept),age10:arm_f_2_uaa11197,0.534,NCT02681094,locf
54,NCT02681094,f2,hba1c,value_1,age10:arm_f_2_uaa11197,-0.01,NCT02681094,locf
54,NCT02681094,f2,hba1c,age10,age10:arm_f_2_uaa11197,-0.73,NCT02681094,locf
54,NCT02681094,f2,hba1c,arm_f_2_uaa11197,age10:arm_f_2_uaa11197,-0.982,NCT02681094,locf
54,NCT02681094,f2,hba1c,arm_f_2_uaa11198,age10:arm_f_2_uaa11197,-0.512,NCT02681094,locf
54,NCT02681094,f2,hba1c,(Intercept),age10:arm_f_2_uaa11198,0.524,NCT02681094,locf
54,NCT02681094,f2,hba1c,value_1,age10:arm_f_2_uaa11198,-0.013,NCT02681094,locf
54,NCT02681094,f2,hba1c,age10,age10:arm_f_2_uaa11198,-0.714,NCT02681094,locf
54,NCT02681094,f2,hba1c,arm_f_2_uaa11197,age10:arm_f_2_uaa11198,-0.519,NCT02681094,locf
54,NCT02681094,f2,hba1c,arm_f_2_uaa11198,age10:arm_f_2_uaa11198,-0.984,NCT02681094,locf
54,NCT02681094,f2,hba1c,age10:arm_f_2_uaa11197,age10:arm_f_2_uaa11198,0.522,NCT02681094,locf
54,NCT02471404,f2,hba1c,(Intercept),value_1,-0.731,NCT02471404,locf
54,NCT02471404,f2,hba1c,(Intercept),age10,-0.632,NCT02471404,locf
54,NCT02471404,f2,hba1c,value_1,age10,-0.058,NCT02471404,locf
54,NCT02471404,f2,hba1c,(Intercept),arm_f_2_uaa11141,-0.496,NCT02471404,locf
54,NCT02471404,f2,hba1c,value_1,arm_f_2_uaa11141,-0.028,NCT02471404,locf
54,NCT02471404,f2,hba1c,age10,arm_f_2_uaa11141,0.749,NCT02471404,locf
54,NCT02471404,f2,hba1c,(Intercept),arm_f_2_uaa11142,-0.471,NCT02471404,locf
54,NCT02471404,f2,hba1c,value_1,arm_f_2_uaa11142,0.003,NCT02471404,locf
54,NCT02471404,f2,hba1c,age10,arm_f_2_uaa11142,0.679,NCT02471404,locf
54,NCT02471404,f2,hba1c,arm_f_2_uaa11141,arm_f_2_uaa11142,0.52,NCT02471404,locf
54,NCT02471404,f2,hba1c,(Intercept),age10:arm_f_2_uaa11141,0.481,NCT02471404,locf
54,NCT02471404,f2,hba1c,value_1,age10:arm_f_2_uaa11141,0.036,NCT02471404,locf
54,NCT02471404,f2,hba1c,age10,age10:arm_f_2_uaa11141,-0.752,NCT02471404,locf
54,NCT02471404,f2,hba1c,arm_f_2_uaa11141,age10:arm_f_2_uaa11141,-0.988,NCT02471404,locf
54,NCT02471404,f2,hba1c,arm_f_2_uaa11142,age10:arm_f_2_uaa11141,-0.51,NCT02471404,locf
54,NCT02471404,f2,hba1c,(Intercept),age10:arm_f_2_uaa11142,0.461,NCT02471404,locf
54,NCT02471404,f2,hba1c,value_1,age10:arm_f_2_uaa11142,0.007,NCT02471404,locf
54,NCT02471404,f2,hba1c,age10,age10:arm_f_2_uaa11142,-0.69,NCT02471404,locf
54,NCT02471404,f2,hba1c,arm_f_2_uaa11141,age10:arm_f_2_uaa11142,-0.517,NCT02471404,locf
54,NCT02471404,f2,hba1c,arm_f_2_uaa11142,age10:arm_f_2_uaa11142,-0.99,NCT02471404,locf
54,NCT02471404,f2,hba1c,age10:arm_f_2_uaa11141,age10:arm_f_2_uaa11142,0.518,NCT02471404,locf
54,NCT01217892,f2,hba1c,(Intercept),value_1,-0.717,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),age10,-0.772,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,age10,0.128,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),arm_f_2_uaa10699,-0.537,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,arm_f_2_uaa10699,0.055,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10,arm_f_2_uaa10699,0.705,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),arm_f_2_uaa10700,-0.507,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,arm_f_2_uaa10700,0.023,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10,arm_f_2_uaa10700,0.69,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10699,arm_f_2_uaa10700,0.504,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),arm_f_2_uaa10701,-0.533,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,arm_f_2_uaa10701,0.038,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10,arm_f_2_uaa10701,0.713,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10699,arm_f_2_uaa10701,0.521,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10700,arm_f_2_uaa10701,0.511,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),age10:arm_f_2_uaa10699,0.521,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,age10:arm_f_2_uaa10699,-0.039,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10,age10:arm_f_2_uaa10699,-0.718,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10699,age10:arm_f_2_uaa10699,-0.984,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10700,age10:arm_f_2_uaa10699,-0.499,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10701,age10:arm_f_2_uaa10699,-0.515,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),age10:arm_f_2_uaa10700,0.49,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,age10:arm_f_2_uaa10700,-0.01,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10,age10:arm_f_2_uaa10700,-0.7,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10699,age10:arm_f_2_uaa10700,-0.496,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10700,age10:arm_f_2_uaa10700,-0.984,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10701,age10:arm_f_2_uaa10700,-0.503,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10:arm_f_2_uaa10699,age10:arm_f_2_uaa10700,0.507,NCT01217892,locf
54,NCT01217892,f2,hba1c,(Intercept),age10:arm_f_2_uaa10701,0.496,NCT01217892,locf
54,NCT01217892,f2,hba1c,value_1,age10:arm_f_2_uaa10701,-0.014,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10,age10:arm_f_2_uaa10701,-0.704,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10699,age10:arm_f_2_uaa10701,-0.499,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10700,age10:arm_f_2_uaa10701,-0.49,NCT01217892,locf
54,NCT01217892,f2,hba1c,arm_f_2_uaa10701,age10:arm_f_2_uaa10701,-0.982,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10:arm_f_2_uaa10699,age10:arm_f_2_uaa10701,0.509,NCT01217892,locf
54,NCT01217892,f2,hba1c,age10:arm_f_2_uaa10700,age10:arm_f_2_uaa10701,0.499,NCT01217892,locf
54,NCT00707993,f2,hba1c,(Intercept),value_1,-0.379,NCT00707993,locf
54,NCT00707993,f2,hba1c,(Intercept),age10,-0.912,NCT00707993,locf
54,NCT00707993,f2,hba1c,value_1,age10,-0.032,NCT00707993,locf
54,NCT00707993,f2,hba1c,(Intercept),arm_f_2_uaa10320,-0.652,NCT00707993,locf
54,NCT00707993,f2,hba1c,value_1,arm_f_2_uaa10320,-0.103,NCT00707993,locf
54,NCT00707993,f2,hba1c,age10,arm_f_2_uaa10320,0.748,NCT00707993,locf
54,NCT00707993,f2,hba1c,(Intercept),age10:arm_f_2_uaa10320,0.654,NCT00707993,locf
54,NCT00707993,f2,hba1c,value_1,age10:arm_f_2_uaa10320,0.101,NCT00707993,locf
54,NCT00707993,f2,hba1c,age10,age10:arm_f_2_uaa10320,-0.751,NCT00707993,locf
54,NCT00707993,f2,hba1c,arm_f_2_uaa10320,age10:arm_f_2_uaa10320,-0.998,NCT00707993,locf
54,NCT00856284,f2,hba1c,(Intercept),value_1,-0.787,NCT00856284,locf
54,NCT00856284,f2,hba1c,(Intercept),age10,-0.641,NCT00856284,locf
54,NCT00856284,f2,hba1c,value_1,age10,0.043,NCT00856284,locf
54,NCT00856284,f2,hba1c,(Intercept),arm_f_2_uaa10403,-0.437,NCT00856284,locf
54,NCT00856284,f2,hba1c,value_1,arm_f_2_uaa10403,-0.001,NCT00856284,locf
54,NCT00856284,f2,hba1c,age10,arm_f_2_uaa10403,0.699,NCT00856284,locf
54,NCT00856284,f2,hba1c,(Intercept),arm_f_2_uaa10404,-0.444,NCT00856284,locf
54,NCT00856284,f2,hba1c,value_1,arm_f_2_uaa10404,0.002,NCT00856284,locf
54,NCT00856284,f2,hba1c,age10,arm_f_2_uaa10404,0.706,NCT00856284,locf
54,NCT00856284,f2,hba1c,arm_f_2_uaa10403,arm_f_2_uaa10404,0.509,NCT00856284,locf
54,NCT00856284,f2,hba1c,(Intercept),age10:arm_f_2_uaa10403,0.428,NCT00856284,locf
54,NCT00856284,f2,hba1c,value_1,age10:arm_f_2_uaa10403,0.003,NCT00856284,locf
54,NCT00856284,f2,hba1c,age10,age10:arm_f_2_uaa10403,-0.708,NCT00856284,locf
54,NCT00856284,f2,hba1c,arm_f_2_uaa10403,age10:arm_f_2_uaa10403,-0.985,NCT00856284,locf
54,NCT00856284,f2,hba1c,arm_f_2_uaa10404,age10:arm_f_2_uaa10403,-0.501,NCT00856284,locf
54,NCT00856284,f2,hba1c,(Intercept),age10:arm_f_2_uaa10404,0.439,NCT00856284,locf
54,NCT00856284,f2,hba1c,value_1,age10:arm_f_2_uaa10404,-0.004,NCT00856284,locf
54,NCT00856284,f2,hba1c,age10,age10:arm_f_2_uaa10404,-0.718,NCT00856284,locf
54,NCT00856284,f2,hba1c,arm_f_2_uaa10403,age10:arm_f_2_uaa10404,-0.502,NCT00856284,locf
54,NCT00856284,f2,hba1c,arm_f_2_uaa10404,age10:arm_f_2_uaa10404,-0.985,NCT00856284,locf
54,NCT00856284,f2,hba1c,age10:arm_f_2_uaa10403,age10:arm_f_2_uaa10404,0.509,NCT00856284,locf
54,NCT01289119,f2,hba1c,(Intercept),value_1,-0.77,NCT01289119,locf
54,NCT01289119,f2,hba1c,(Intercept),age10,-0.616,NCT01289119,locf
54,NCT01289119,f2,hba1c,value_1,age10,-0.016,NCT01289119,locf
54,NCT01289119,f2,hba1c,(Intercept),arm_f_2_uaa10711,-0.432,NCT01289119,locf
54,NCT01289119,f2,hba1c,value_1,arm_f_2_uaa10711,-0.037,NCT01289119,locf
54,NCT01289119,f2,hba1c,age10,arm_f_2_uaa10711,0.71,NCT01289119,locf
54,NCT01289119,f2,hba1c,(Intercept),age10:arm_f_2_uaa10711,0.431,NCT01289119,locf
54,NCT01289119,f2,hba1c,value_1,age10:arm_f_2_uaa10711,0.028,NCT01289119,locf
54,NCT01289119,f2,hba1c,age10,age10:arm_f_2_uaa10711,-0.721,NCT01289119,locf
54,NCT01289119,f2,hba1c,arm_f_2_uaa10711,age10:arm_f_2_uaa10711,-0.983,NCT01289119,locf
54,NCT00968708,f2,hba1c,(Intercept),value_1,-0.689,NCT00968708,locf
54,NCT00968708,f2,hba1c,(Intercept),age10,-0.79,NCT00968708,locf
54,NCT00968708,f2,hba1c,value_1,age10,0.115,NCT00968708,locf
54,NCT00968708,f2,hba1c,(Intercept),arm_f_2_uaa10453,-0.53,NCT00968708,locf
54,NCT00968708,f2,hba1c,value_1,arm_f_2_uaa10453,0.023,NCT00968708,locf
54,NCT00968708,f2,hba1c,age10,arm_f_2_uaa10453,0.698,NCT00968708,locf
54,NCT00968708,f2,hba1c,(Intercept),age10:arm_f_2_uaa10453,0.525,NCT00968708,locf
54,NCT00968708,f2,hba1c,value_1,age10:arm_f_2_uaa10453,-0.023,NCT00968708,locf
54,NCT00968708,f2,hba1c,age10,age10:arm_f_2_uaa10453,-0.708,NCT00968708,locf
54,NCT00968708,f2,hba1c,arm_f_2_uaa10453,age10:arm_f_2_uaa10453,-0.987,NCT00968708,locf
54,NCT00286429,f2,hba1c,(Intercept),value_1,-0.705,NCT00286429,locf
54,NCT00286429,f2,hba1c,(Intercept),age10,-0.754,NCT00286429,locf
54,NCT00286429,f2,hba1c,value_1,age10,0.084,NCT00286429,locf
54,NCT00286429,f2,hba1c,(Intercept),arm_f_2_uaa10053,-0.491,NCT00286429,locf
54,NCT00286429,f2,hba1c,value_1,arm_f_2_uaa10053,0.001,NCT00286429,locf
54,NCT00286429,f2,hba1c,age10,arm_f_2_uaa10053,0.678,NCT00286429,locf
54,NCT00286429,f2,hba1c,(Intercept),arm_f_2_uaa10054,-0.444,NCT00286429,locf
54,NCT00286429,f2,hba1c,value_1,arm_f_2_uaa10054,-0.071,NCT00286429,locf
54,NCT00286429,f2,hba1c,age10,arm_f_2_uaa10054,0.677,NCT00286429,locf
54,NCT00286429,f2,hba1c,arm_f_2_uaa10053,arm_f_2_uaa10054,0.483,NCT00286429,locf
54,NCT00286429,f2,hba1c,(Intercept),age10:arm_f_2_uaa10053,0.485,NCT00286429,locf
54,NCT00286429,f2,hba1c,value_1,age10:arm_f_2_uaa10053,-0.002,NCT00286429,locf
54,NCT00286429,f2,hba1c,age10,age10:arm_f_2_uaa10053,-0.692,NCT00286429,locf
54,NCT00286429,f2,hba1c,arm_f_2_uaa10053,age10:arm_f_2_uaa10053,-0.984,NCT00286429,locf
54,NCT00286429,f2,hba1c,arm_f_2_uaa10054,age10:arm_f_2_uaa10053,-0.476,NCT00286429,locf
54,NCT00286429,f2,hba1c,(Intercept),age10:arm_f_2_uaa10054,0.44,NCT00286429,locf
54,NCT00286429,f2,hba1c,value_1,age10:arm_f_2_uaa10054,0.071,NCT00286429,locf
54,NCT00286429,f2,hba1c,age10,age10:arm_f_2_uaa10054,-0.695,NCT00286429,locf
54,NCT00286429,f2,hba1c,arm_f_2_uaa10053,age10:arm_f_2_uaa10054,-0.478,NCT00286429,locf
54,NCT00286429,f2,hba1c,arm_f_2_uaa10054,age10:arm_f_2_uaa10054,-0.983,NCT00286429,locf
54,NCT00286429,f2,hba1c,age10:arm_f_2_uaa10053,age10:arm_f_2_uaa10054,0.488,NCT00286429,locf
54,NCT01023581,f2,hba1c,(Intercept),value_1,-0.598,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),age10,-0.801,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,age10,0.019,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),arm_f_2_uaa10491,-0.572,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,arm_f_2_uaa10491,-0.001,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,arm_f_2_uaa10491,0.703,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),arm_f_2_uaa10492,-0.594,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,arm_f_2_uaa10492,0.032,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,arm_f_2_uaa10492,0.706,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,arm_f_2_uaa10492,0.512,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),arm_f_2_uaa10493,-0.559,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,arm_f_2_uaa10493,-0.057,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,arm_f_2_uaa10493,0.727,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,arm_f_2_uaa10493,0.528,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,arm_f_2_uaa10493,0.528,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),arm_f_2_uaa10494,-0.633,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,arm_f_2_uaa10494,0.026,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,arm_f_2_uaa10494,0.759,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,arm_f_2_uaa10494,0.55,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,arm_f_2_uaa10494,0.553,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,arm_f_2_uaa10494,0.568,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),arm_f_2_uaa10495,-0.636,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,arm_f_2_uaa10495,0.026,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,arm_f_2_uaa10495,0.763,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,arm_f_2_uaa10495,0.552,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,arm_f_2_uaa10495,0.555,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,arm_f_2_uaa10495,0.571,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,arm_f_2_uaa10495,0.597,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),arm_f_2_uaa10496,-0.575,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,arm_f_2_uaa10496,-0.021,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,arm_f_2_uaa10496,0.721,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,arm_f_2_uaa10496,0.523,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,arm_f_2_uaa10496,0.524,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,arm_f_2_uaa10496,0.543,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,arm_f_2_uaa10496,0.563,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10495,arm_f_2_uaa10496,0.566,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),age10:arm_f_2_uaa10491,0.565,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,age10:arm_f_2_uaa10491,0.004,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,age10:arm_f_2_uaa10491,-0.719,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,age10:arm_f_2_uaa10491,-0.985,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,age10:arm_f_2_uaa10491,-0.507,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,age10:arm_f_2_uaa10491,-0.524,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,age10:arm_f_2_uaa10491,-0.545,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10495,age10:arm_f_2_uaa10491,-0.548,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10496,age10:arm_f_2_uaa10491,-0.519,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),age10:arm_f_2_uaa10492,0.581,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,age10:arm_f_2_uaa10492,-0.029,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,age10:arm_f_2_uaa10492,-0.714,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,age10:arm_f_2_uaa10492,-0.502,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,age10:arm_f_2_uaa10492,-0.985,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,age10:arm_f_2_uaa10492,-0.518,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,age10:arm_f_2_uaa10492,-0.542,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10495,age10:arm_f_2_uaa10492,-0.545,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10496,age10:arm_f_2_uaa10492,-0.514,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10491,age10:arm_f_2_uaa10492,0.513,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),age10:arm_f_2_uaa10493,0.556,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,age10:arm_f_2_uaa10493,0.06,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,age10:arm_f_2_uaa10493,-0.748,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,age10:arm_f_2_uaa10493,-0.527,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,age10:arm_f_2_uaa10493,-0.527,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,age10:arm_f_2_uaa10493,-0.984,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,age10:arm_f_2_uaa10493,-0.567,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10495,age10:arm_f_2_uaa10493,-0.57,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10496,age10:arm_f_2_uaa10493,-0.542,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10491,age10:arm_f_2_uaa10493,0.539,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10492,age10:arm_f_2_uaa10493,0.534,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),age10:arm_f_2_uaa10494,0.628,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,age10:arm_f_2_uaa10494,-0.029,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,age10:arm_f_2_uaa10494,-0.774,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,age10:arm_f_2_uaa10494,-0.544,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,age10:arm_f_2_uaa10494,-0.547,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,age10:arm_f_2_uaa10494,-0.562,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,age10:arm_f_2_uaa10494,-0.982,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10495,age10:arm_f_2_uaa10494,-0.591,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10496,age10:arm_f_2_uaa10494,-0.558,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10491,age10:arm_f_2_uaa10494,0.556,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10492,age10:arm_f_2_uaa10494,0.553,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10493,age10:arm_f_2_uaa10494,0.579,NCT01023581,locf
54,NCT01023581,f2,hba1c,(Intercept),age10:arm_f_2_uaa10495,0.623,NCT01023581,locf
54,NCT01023581,f2,hba1c,value_1,age10:arm_f_2_uaa10495,-0.02,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10,age10:arm_f_2_uaa10495,-0.774,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10491,age10:arm_f_2_uaa10495,-0.544,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10492,age10:arm_f_2_uaa10495,-0.547,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10493,age10:arm_f_2_uaa10495,-0.562,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10494,age10:arm_f_2_uaa10495,-0.587,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10495,age10:arm_f_2_uaa10495,-0.982,NCT01023581,locf
54,NCT01023581,f2,hba1c,arm_f_2_uaa10496,age10:arm_f_2_uaa10495,-0.558,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10491,age10:arm_f_2_uaa10495,0.556,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10492,age10:arm_f_2_uaa10495,0.553,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10493,age10:arm_f_2_uaa10495,0.579,NCT01023581,locf
54,NCT01023581,f2,hba1c,age10:arm_f_2_uaa10494,age10:arm_f_2_uaa10495,0.599,NCT01023581,locf
